verb,gpt3-davinci_subj_acc,gpt3-davinci_subj_avg_LL_delta,gpt3-davinci_obj_acc,gpt3-davinci_obj_avg_LL_delta,gpt3-babbage_subj_acc,gpt3-babbage_subj_avg_LL_delta,gpt3-babbage_obj_acc,gpt3-babbage_obj_avg_LL_delta,text-davinci-001_subj_acc,text-davinci-001_subj_avg_LL_delta,text-davinci-001_obj_acc,text-davinci-001_obj_avg_LL_delta,bloom-1b1_subj_acc,bloom-1b1_subj_avg_LL_delta,bloom-1b1_obj_acc,bloom-1b1_obj_avg_LL_delta,bloom-3b_subj_acc,bloom-3b_subj_avg_LL_delta,bloom-3b_obj_acc,bloom-3b_obj_avg_LL_delta,gpt2-x_subj_acc,gpt2-x_subj_avg_LL_delta,gpt2-x_obj_acc,gpt2-x_obj_avg_LL_delta,bloom-560m_subj_acc,bloom-560m_subj_avg_LL_delta,bloom-560m_obj_acc,bloom-560m_obj_avg_LL_delta,gpt3-ada_subj_acc,gpt3-ada_subj_avg_LL_delta,gpt3-ada_obj_acc,gpt3-ada_obj_avg_LL_delta,gpt3-curie_subj_acc,gpt3-curie_subj_avg_LL_delta,gpt3-curie_obj_acc,gpt3-curie_obj_avg_LL_delta,text-davinci-003_subj_acc,text-davinci-003_subj_avg_LL_delta,text-davinci-003_obj_acc,text-davinci-003_obj_avg_LL_delta,gpt2-medium_subj_acc,gpt2-medium_subj_avg_LL_delta,gpt2-medium_obj_acc,gpt2-medium_obj_avg_LL_delta,gpt2-xl_subj_acc,gpt2-xl_subj_avg_LL_delta,gpt2-xl_obj_acc,gpt2-xl_obj_avg_LL_delta,bloom-1b7_subj_acc,bloom-1b7_subj_avg_LL_delta,bloom-1b7_obj_acc,bloom-1b7_obj_avg_LL_delta,text-ada-001_subj_acc,text-ada-001_subj_avg_LL_delta,text-ada-001_obj_acc,text-ada-001_obj_avg_LL_delta,gpt2-large_subj_acc,gpt2-large_subj_avg_LL_delta,gpt2-large_obj_acc,gpt2-large_obj_avg_LL_delta,text-curie-001_subj_acc,text-curie-001_subj_avg_LL_delta,text-curie-001_obj_acc,text-curie-001_obj_avg_LL_delta,text-babbage-001_subj_acc,text-babbage-001_subj_avg_LL_delta,text-babbage-001_obj_acc,text-babbage-001_obj_avg_LL_delta,bloom-7b1_subj_acc,bloom-7b1_subj_avg_LL_delta,bloom-7b1_obj_acc,bloom-7b1_obj_avg_LL_delta
paints,0.7083333333333334,0.7868385051666666,0.2083333333333333,0.2369588216145833,0.2291666666666666,-0.432344484375,0.2083333333333333,0.2369588216145833,1.0,6.975605971516671,0.2083333333333333,0.2369588216145833,0.625,0.1585235595703125,0.2083333333333333,0.2369588216145833,1.0,1.829795837402344,0.2083333333333333,0.2369588216145833,0.4375,0.0893756616860628,0.2083333333333333,0.2369588216145833,0.0,-1.249951680501302,0.2083333333333333,0.2369588216145833,0.0,-3.6091333040833344,0.2083333333333333,0.2369588216145833,0.0,-0.372062779375,0.2083333333333333,0.2369588216145833,1.0,16.434110414439377,0.2083333333333333,0.2369588216145833,0.0,-0.4651520196348429,0.2083333333333333,0.2369588216145833,1.0,0.7071425281465054,0.2083333333333333,0.2369588216145833,0.9791666666666666,0.3431142171223958,0.2083333333333333,0.2369588216145833,0.1666666666666666,-1.200960619333333,0.2083333333333333,0.2369588216145833,0.8333333333333334,0.4508622099334995,0.2083333333333333,0.2369588216145833,0.5208333333333334,-0.192398455625,0.2083333333333333,0.2369588216145833,0.9791666666666666,2.7942165362708327,0.2083333333333333,0.2369588216145833,0.9791666666666666,0.3961741129557292,0.2083333333333333,0.2369588216145833
performs,1.0,1.4696747292307693,0.0,0.6899226262019231,0.3076923076923077,-0.0537077338461538,0.0,0.6899226262019231,1.0,6.453161246092307,0.0,0.6899226262019231,0.3076923076923077,-0.076885516826923,0.0,0.6899226262019231,1.0,2.2991051307091346,0.0,0.6899226262019231,0.7692307692307693,0.6633385832493122,0.0,0.6899226262019231,0.0,-1.1539024939903846,0.0,0.6899226262019231,0.0,-2.944164947923077,0.0,0.6899226262019231,0.3076923076923077,-0.1460745646153846,0.0,0.6899226262019231,1.0,17.314194472827694,0.0,0.6899226262019231,0.3846153846153846,0.0509529022070077,0.0,0.6899226262019231,1.0,1.3588744608255534,0.0,0.6899226262019231,1.0,0.4927884615384615,0.0,0.6899226262019231,0.6153846153846154,1.0763834095384617,0.0,0.6899226262019231,1.0,1.2936404324494877,0.0,0.6899226262019231,0.5384615384615384,0.056743823076923,0.0,0.6899226262019231,1.0,5.449826920461539,0.0,0.6899226262019231,1.0,0.6839130108173077,0.0,0.6899226262019231
photographs,0.6111111111111112,0.1133647516666666,0.1111111111111111,0.1354166666666666,0.1111111111111111,-0.4526377094444444,0.1111111111111111,0.1354166666666666,1.0,5.570782145138889,0.1111111111111111,0.1354166666666666,0.9444444444444444,0.532958984375,0.1111111111111111,0.1354166666666666,1.0,1.5685967339409723,0.1111111111111111,0.1354166666666666,0.5555555555555556,0.1824340298771858,0.1111111111111111,0.1354166666666666,0.1111111111111111,-0.7082451714409722,0.1111111111111111,0.1354166666666666,0.0,-4.186600914055556,0.1111111111111111,0.1354166666666666,0.1111111111111111,-0.2758992516666667,0.1111111111111111,0.1354166666666666,1.0,15.89155456252,0.1111111111111111,0.1354166666666666,0.2222222222222222,-0.4292952848805321,0.1111111111111111,0.1354166666666666,0.6666666666666666,0.2076309521993001,0.1111111111111111,0.1354166666666666,0.7777777777777778,0.3715277777777778,0.1111111111111111,0.1354166666666666,0.3333333333333333,-0.9076001001666664,0.1111111111111111,0.1354166666666666,0.6666666666666666,0.1963833669821421,0.1111111111111111,0.1354166666666666,0.7222222222222222,0.3155906222222222,0.1111111111111111,0.1354166666666666,1.0,3.115848691,0.1111111111111111,0.1354166666666666,0.9444444444444444,0.2369656032986111,0.1111111111111111,0.1354166666666666
plays,1.0,1.274384115,0.0,0.2536057692307692,0.3076923076923077,-0.0743964892307692,0.0,0.2536057692307692,1.0,6.770261876142308,0.0,0.2536057692307692,0.0384615384615384,-0.5667442908653846,0.0,0.2536057692307692,1.0,2.2240224984975963,0.0,0.2536057692307692,0.3076923076923077,-0.2595907633121196,0.0,0.2536057692307692,0.0,-1.38458251953125,0.0,0.2536057692307692,0.0,-5.038485361692309,0.0,0.2536057692307692,0.0,-0.3060825865384615,0.0,0.2536057692307692,1.0,18.03592839695384,0.0,0.2536057692307692,0.0,-0.6726247393167936,0.0,0.2536057692307692,1.0,0.8336680015692344,0.0,0.2536057692307692,1.0,0.4099402794471153,0.0,0.2536057692307692,0.0,-3.824520043684617,0.0,0.2536057692307692,0.2692307692307692,-0.2268105997489048,0.0,0.2536057692307692,0.4615384615384615,0.0057012196153846,0.0,0.2536057692307692,1.0,3.675496070423077,0.0,0.2536057692307692,1.0,0.4201284555288461,0.0,0.2536057692307692
reads,0.6176470588235294,0.3793815747058824,0.2352941176470588,0.1566664751838235,0.1764705882352941,-0.3774130626470588,0.2352941176470588,0.1566664751838235,0.9411764705882352,3.5730762543147057,0.2352941176470588,0.1566664751838235,0.5294117647058824,0.0196820427389705,0.2352941176470588,0.1566664751838235,1.0,1.3910342945772058,0.2352941176470588,0.1566664751838235,0.7647058823529411,0.2019046255770851,0.2352941176470588,0.1566664751838235,0.0588235294117647,-0.8676219267003676,0.2352941176470588,0.1566664751838235,0.0,-4.028470313558824,0.2352941176470588,0.1566664751838235,0.1176470588235294,-0.2639320161764705,0.2352941176470588,0.1566664751838235,1.0,14.920979157083528,0.2352941176470588,0.1566664751838235,0.5,0.0065470933914184,0.2352941176470588,0.1566664751838235,1.0,1.166528702220496,0.2352941176470588,0.1566664751838235,1.0,0.7131491268382353,0.2352941176470588,0.1566664751838235,0.088235294117647,-2.0624451300735287,0.2352941176470588,0.1566664751838235,0.5882352941176471,0.2387354483499246,0.2352941176470588,0.1566664751838235,0.7058823529411765,0.5120808285294117,0.2352941176470588,0.1566664751838235,1.0,3.138505154500001,0.2352941176470588,0.1566664751838235,0.9705882352941176,0.3222009995404412,0.2352941176470588,0.1566664751838235
sculpts,1.0,1.8149475868,0.0,0.3359212239583333,0.1333333333333333,-0.3086395363333333,0.0,0.3359212239583333,1.0,7.2157805727866675,0.0,0.3359212239583333,0.4333333333333333,-0.0166422526041666,0.0,0.3359212239583333,1.0,2.1511189778645834,0.0,0.3359212239583333,0.2333333333333333,-0.4644051909446716,0.0,0.3359212239583333,0.0,-1.1833699544270833,0.0,0.3359212239583333,0.0,-3.588912640933333,0.0,0.3359212239583333,0.0,-0.435301024,0.0,0.3359212239583333,1.0,17.08864363066567,0.0,0.3359212239583333,0.0,-0.5857013583183288,0.0,0.3359212239583333,1.0,0.5903984467188518,0.0,0.3359212239583333,1.0,0.437451171875,0.0,0.3359212239583333,0.0,-2.372612198033333,0.0,0.3359212239583333,0.9,0.5702057113250096,0.0,0.3359212239583333,0.3333333333333333,-0.1288506296666666,0.0,0.3359212239583333,1.0,2.442366037266668,0.0,0.3359212239583333,1.0,0.5000244140625,0.0,0.3359212239583333
sells,0.9027777777777778,0.9586865400000002,0.0,0.46295166015625,0.5694444444444444,0.0534136893055555,0.0,0.46295166015625,1.0,7.848148935413887,0.0,0.46295166015625,0.9722222222222222,0.6775597466362847,0.0,0.46295166015625,1.0,2.3004637824164496,0.0,0.46295166015625,0.6805555555555556,0.3802510400613149,0.0,0.46295166015625,0.1944444444444444,-0.4930216471354167,0.0,0.46295166015625,0.0,-2.8691372585694435,0.0,0.46295166015625,0.1111111111111111,-0.2895800361111111,0.0,0.46295166015625,1.0,16.8977371305118,0.0,0.46295166015625,0.3194444444444444,-0.1874174815085199,0.0,0.46295166015625,1.0,1.1495859258704717,0.0,0.46295166015625,0.8611111111111112,0.3289930555555556,0.0,0.46295166015625,0.4861111111111111,-0.1671623374305554,0.0,0.46295166015625,1.0,1.6356655408938725,0.0,0.46295166015625,0.7083333333333334,0.4201750087500001,0.0,0.46295166015625,1.0,4.072532297166667,0.0,0.46295166015625,1.0,0.5329555935329862,0.0,0.46295166015625
sews,0.75,0.7448950344999999,0.15,0.2179443359375,0.0,-0.8625553264999999,0.15,0.2179443359375,0.95,5.847797947475,0.15,0.2179443359375,0.6,-0.03916015625,0.15,0.2179443359375,1.0,1.960140991210937,0.15,0.2179443359375,0.15,-0.3735322892665863,0.15,0.2179443359375,0.0,-0.900091552734375,0.15,0.2179443359375,0.0,-3.67044553915,0.15,0.2179443359375,0.0,-0.4026155324999999,0.15,0.2179443359375,1.0,15.630755938371,0.15,0.2179443359375,0.0,-0.4466934114694595,0.15,0.2179443359375,1.0,0.9731064178049564,0.15,0.2179443359375,0.95,0.22965087890625,0.15,0.2179443359375,0.25,-0.9170011923,0.15,0.2179443359375,0.8,0.4698471501469612,0.15,0.2179443359375,0.3,-0.7530001611,0.15,0.2179443359375,0.9,2.9275151920499995,0.15,0.2179443359375,0.9,0.31480712890625,0.15,0.2179443359375
shaves,0.8666666666666667,0.696436462,0.0,0.2041666666666666,0.4,-0.0869549986666666,0.0,0.2041666666666666,1.0,6.848183680513333,0.0,0.2041666666666666,0.2,-0.346923828125,0.0,0.2041666666666666,1.0,2.029052734375,0.0,0.2041666666666666,0.0,-1.1580037335554758,0.0,0.2041666666666666,0.0,-1.06669921875,0.0,0.2041666666666666,0.0,-3.2313934644,0.0,0.2041666666666666,0.0,-0.4435012846666667,0.0,0.2041666666666666,1.0,15.246516759004663,0.0,0.2041666666666666,0.0,-0.6902885397275289,0.0,0.2041666666666666,1.0,0.5553712745507559,0.0,0.2041666666666666,0.9333333333333332,0.2,0.0,0.2041666666666666,0.2,-0.8085786349333333,0.0,0.2041666666666666,1.0,0.8047648211320241,0.0,0.2041666666666666,0.0,-0.7683521800000003,0.0,0.2041666666666666,0.9333333333333332,1.9808462492666667,0.0,0.2041666666666666,1.0,0.3052083333333333,0.0,0.2041666666666666
stitches,0.6666666666666666,0.6433857082291666,0.3541666666666667,0.140289306640625,0.0,-0.701023738125,0.3541666666666667,0.140289306640625,0.9583333333333334,5.382481898077084,0.3541666666666667,0.140289306640625,0.2916666666666667,-0.2894134521484375,0.3541666666666667,0.140289306640625,1.0,1.7262694040934246,0.3541666666666667,0.140289306640625,0.1458333333333333,-0.7482256097719073,0.3541666666666667,0.140289306640625,0.0,-1.1406885782877605,0.3541666666666667,0.140289306640625,0.0,-3.623987883895833,0.3541666666666667,0.140289306640625,0.0625,-0.4697398270833333,0.3541666666666667,0.140289306640625,0.9375,11.602445184360835,0.3541666666666667,0.140289306640625,0.3125,-0.0705870644499858,0.3541666666666667,0.140289306640625,1.0,0.8696524128317833,0.3541666666666667,0.140289306640625,0.75,0.2526041666666667,0.3541666666666667,0.140289306640625,0.375,-0.6105663215624998,0.3541666666666667,0.140289306640625,0.6875,0.2643072567880153,0.3541666666666667,0.140289306640625,0.2083333333333333,-0.903954003833333,0.3541666666666667,0.140289306640625,0.9791666666666666,2.7633159476666678,0.3541666666666667,0.140289306640625,0.7916666666666666,0.2779897054036458,0.3541666666666667,0.140289306640625
turns,1.0,1.6096662552272725,0.0,0.3949196555397727,0.4772727272727273,-0.0330045372727272,0.0,0.3949196555397727,1.0,8.249786343429546,0.0,0.3949196555397727,0.9318181818181818,0.6185968572443182,0.0,0.3949196555397727,1.0,2.310393593528054,0.0,0.3949196555397727,0.1363636363636363,-1.2256534489041024,0.0,0.3949196555397727,0.0454545454545454,-0.642059326171875,0.0,0.3949196555397727,0.0,-2.955799119931818,0.0,0.3949196555397727,0.3863636363636363,-0.0887886052272727,0.0,0.3949196555397727,1.0,19.117724306060907,0.0,0.3949196555397727,0.0,-0.6084754257039591,0.0,0.3949196555397727,0.9772727272727272,0.5947423706000502,0.0,0.3949196555397727,0.9545454545454546,0.3245516690340909,0.0,0.3949196555397727,0.7727272727272727,1.2060416556363631,0.0,0.3949196555397727,0.8181818181818182,0.7774898585948077,0.0,0.3949196555397727,0.0909090909090909,-0.6867833297727273,0.0,0.3949196555397727,1.0,4.573198707522725,0.0,0.3949196555397727,1.0,0.4602328213778409,0.0,0.3949196555397727
