noun,semantic role,gpt3-davinci_subj_acc,gpt3-davinci_subj_avg_LL_delta,gpt3-davinci_obj_acc,gpt3-davinci_obj_avg_LL_delta,gpt3-babbage_subj_acc,gpt3-babbage_subj_avg_LL_delta,gpt3-babbage_obj_acc,gpt3-babbage_obj_avg_LL_delta,text-davinci-001_subj_acc,text-davinci-001_subj_avg_LL_delta,text-davinci-001_obj_acc,text-davinci-001_obj_avg_LL_delta,bloom-1b1_subj_acc,bloom-1b1_subj_avg_LL_delta,bloom-1b1_obj_acc,bloom-1b1_obj_avg_LL_delta,bloom-3b_subj_acc,bloom-3b_subj_avg_LL_delta,bloom-3b_obj_acc,bloom-3b_obj_avg_LL_delta,gpt2-x_subj_acc,gpt2-x_subj_avg_LL_delta,gpt2-x_obj_acc,gpt2-x_obj_avg_LL_delta,bloom-560m_subj_acc,bloom-560m_subj_avg_LL_delta,bloom-560m_obj_acc,bloom-560m_obj_avg_LL_delta,gpt3-ada_subj_acc,gpt3-ada_subj_avg_LL_delta,gpt3-ada_obj_acc,gpt3-ada_obj_avg_LL_delta,gpt3-curie_subj_acc,gpt3-curie_subj_avg_LL_delta,gpt3-curie_obj_acc,gpt3-curie_obj_avg_LL_delta,text-davinci-003_subj_acc,text-davinci-003_subj_avg_LL_delta,text-davinci-003_obj_acc,text-davinci-003_obj_avg_LL_delta,gpt2-medium_subj_acc,gpt2-medium_subj_avg_LL_delta,gpt2-medium_obj_acc,gpt2-medium_obj_avg_LL_delta,gpt2-xl_subj_acc,gpt2-xl_subj_avg_LL_delta,gpt2-xl_obj_acc,gpt2-xl_obj_avg_LL_delta,bloom-1b7_subj_acc,bloom-1b7_subj_avg_LL_delta,bloom-1b7_obj_acc,bloom-1b7_obj_avg_LL_delta,text-ada-001_subj_acc,text-ada-001_subj_avg_LL_delta,text-ada-001_obj_acc,text-ada-001_obj_avg_LL_delta,gpt2-large_subj_acc,gpt2-large_subj_avg_LL_delta,gpt2-large_obj_acc,gpt2-large_obj_avg_LL_delta,text-curie-001_subj_acc,text-curie-001_subj_avg_LL_delta,text-curie-001_obj_acc,text-curie-001_obj_avg_LL_delta,text-babbage-001_subj_acc,text-babbage-001_subj_avg_LL_delta,text-babbage-001_obj_acc,text-babbage-001_obj_avg_LL_delta,bloom-7b1_subj_acc,bloom-7b1_subj_avg_LL_delta,bloom-7b1_obj_acc,bloom-7b1_obj_avg_LL_delta
backpack,patient,1.0,0.3519148299999999,0.0,0.312255859375,1.0,0.2107104599999999,0.0,0.312255859375,1.0,4.9458679255,0.0,0.312255859375,1.0,0.2109375,0.0,0.312255859375,1.0,2.49169921875,0.0,0.312255859375,0.0,-0.0718307495117187,0.0,0.312255859375,0.0,-1.7503662109375,0.0,0.312255859375,0.0,-2.994334034,0.0,0.312255859375,0.0,-0.4396114299999999,0.0,0.312255859375,1.0,17.88145370297,0.0,0.312255859375,0.0,-0.9047965705394744,0.0,0.312255859375,1.0,0.7210788428783417,0.0,0.312255859375,1.0,0.1875,0.0,0.312255859375,0.5,0.689471185,0.0,0.312255859375,0.5,0.097224235534668,0.0,0.312255859375,0.0,-0.1545124849999999,0.0,0.312255859375,1.0,4.1410243345,0.0,0.312255859375,1.0,0.5704345703125,0.0,0.312255859375
backpacker,agent,1.0,0.7311916999999999,0.0,0.375,1.0,0.1874037149999999,0.0,0.375,1.0,5.2848016455,0.0,0.375,0.0,-0.1875,0.0,0.375,1.0,2.2578125,0.0,0.375,0.0,-0.0822410583496093,0.0,0.375,0.0,-1.75030517578125,0.0,0.375,0.0,-3.092036166,0.0,0.375,0.0,-0.62238315,0.0,0.375,1.0,17.88455781576,0.0,0.375,0.0,-0.8490943759679794,0.0,0.375,1.0,0.9547276347875596,0.0,0.375,1.0,0.109375,0.0,0.375,0.5,-0.393084415,0.0,0.375,0.0,-0.3574156910181046,0.0,0.375,0.0,-0.51478185,0.0,0.375,1.0,2.677504468,0.0,0.375,1.0,0.718505859375,0.0,0.375
bag,patient,0.0,-0.7183706300000001,0.0,0.374755859375,0.0,-0.54272065,0.0,0.374755859375,1.0,5.229720283000001,0.0,0.374755859375,1.0,0.375,0.0,0.374755859375,1.0,2.3287353515625,0.0,0.374755859375,0.0,-0.6727065742015839,0.0,0.374755859375,0.0,-1.0001220703125,0.0,0.374755859375,0.0,-3.640623696,0.0,0.374755859375,0.0,-0.3794250649999999,0.0,0.374755859375,1.0,17.9449330227,0.0,0.374755859375,0.0,-1.4279594123363497,0.0,0.374755859375,1.0,0.5891571044921874,0.0,0.374755859375,1.0,0.5621337890625,0.0,0.374755859375,0.5,-1.5877875499999998,0.0,0.374755859375,1.0,0.8508158028125764,0.0,0.374755859375,0.0,-0.167251775,0.0,0.374755859375,1.0,3.32122508,0.0,0.374755859375,1.0,0.7113037109375,0.0,0.374755859375
baker,agent,1.0,1.9589607691666664,0.0,0.3463541666666667,0.3333333333333333,-0.1142768533333333,0.0,0.3463541666666667,1.0,6.573196841816666,0.0,0.3463541666666667,0.0,-0.3151041666666667,0.0,0.3463541666666667,1.0,2.2108866373697915,0.0,0.3463541666666667,0.0,-0.4280879000822703,0.0,0.3463541666666667,0.0,-0.958251953125,0.0,0.3463541666666667,0.0,-3.757144972166667,0.0,0.3463541666666667,0.0,-0.5716006,0.0,0.3463541666666667,1.0,19.41530793132667,0.0,0.3463541666666667,0.0,-0.750455861290296,0.0,0.3463541666666667,1.0,0.6643360505501429,0.0,0.3463541666666667,1.0,0.265625,0.0,0.3463541666666667,0.0,-3.026249153166667,0.0,0.3463541666666667,1.0,0.5660762737194697,0.0,0.3463541666666667,0.0,-1.3831502075,0.0,0.3463541666666667,1.0,2.236770664,0.0,0.3463541666666667,1.0,0.3802083333333333,0.0,0.3463541666666667
barber,agent,1.0,1.549449364285714,0.0,0.4442313058035714,1.0,0.2594187514285714,0.0,0.4442313058035714,1.0,7.280021952185715,0.0,0.4442313058035714,0.0,-0.8325544084821429,0.0,0.4442313058035714,1.0,2.2053745814732144,0.0,0.4442313058035714,0.0,-1.400912983076913,0.0,0.4442313058035714,0.0,-1.142822265625,0.0,0.4442313058035714,0.0,-3.527157901285715,0.0,0.4442313058035714,0.0,-0.5309086157142858,0.0,0.4442313058035714,1.0,17.757598935737143,0.0,0.4442313058035714,0.0,-0.6231940048081535,0.0,0.4442313058035714,1.0,0.9264998010226658,0.0,0.4442313058035714,1.0,0.1830357142857142,0.0,0.4442313058035714,0.0,-1.724576153714286,0.0,0.4442313058035714,0.8571428571428571,0.4118529856204986,0.0,0.4442313058035714,0.0,-1.0268547928571428,0.0,0.4442313058035714,1.0,2.803532509,0.0,0.4442313058035714,1.0,0.3973911830357143,0.0,0.4442313058035714
basket,patient,0.0,-0.4266790099999999,0.0,0.28125,0.0,-0.64256185,0.0,0.28125,1.0,5.389712203,0.0,0.28125,1.0,0.171875,0.0,0.28125,1.0,2.148712158203125,0.0,0.28125,0.0,-0.6996498703956604,0.0,0.28125,0.0,-1.2501220703125,0.0,0.28125,0.0,-3.365447015,0.0,0.28125,0.0,-0.50917431,0.0,0.28125,1.0,17.49726216893,0.0,0.28125,0.0,-0.8984489440917969,0.0,0.28125,0.5,0.0362443923950195,0.0,0.28125,1.0,0.34375,0.0,0.28125,0.0,-3.4874871595,0.0,0.28125,1.0,0.8743782341480255,0.0,0.28125,0.0,-0.2939060649999999,0.0,0.28125,1.0,3.137937115,0.0,0.28125,1.0,0.586181640625,0.0,0.28125
beard,patient,1.0,0.6258889333333334,0.0,0.0677083333333333,0.0,-0.1902739166666666,0.0,0.0677083333333333,1.0,6.583046740333334,0.0,0.0677083333333333,0.0,-0.1197916666666666,0.0,0.0677083333333333,1.0,2.1142374674479165,0.0,0.0677083333333333,0.0,-1.7608158886432648,0.0,0.0677083333333333,0.0,-0.9169108072916666,0.0,0.0677083333333333,0.0,-3.33322034,0.0,0.0677083333333333,0.0,-0.5295797866666666,0.0,0.0677083333333333,1.0,13.9735675884,0.0,0.0677083333333333,0.0,-0.6171938776969909,0.0,0.0677083333333333,1.0,0.64241756995519,0.0,0.0677083333333333,1.0,0.3333333333333333,0.0,0.0677083333333333,0.3333333333333333,-0.1240183666666667,0.0,0.0677083333333333,1.0,1.0351168513298032,0.0,0.0677083333333333,0.0,-0.7907607433333332,0.0,0.0677083333333333,1.0,2.952562588333334,0.0,0.0677083333333333,1.0,0.265625,0.0,0.0677083333333333
bedding,patient,0.0,-1.736582152,1.0,-0.175,0.0,-0.4768465859999999,1.0,-0.175,1.0,4.1776836375,1.0,-0.175,1.0,0.41884765625,1.0,-0.175,1.0,2.481793212890625,1.0,-0.175,1.0,0.6176895022392273,1.0,-0.175,0.0,-0.89990234375,1.0,-0.175,0.0,-2.951476874,1.0,-0.175,0.0,-0.721723978,1.0,-0.175,1.0,14.028410440528,1.0,-0.175,0.0,-0.4648193597793579,1.0,-0.175,1.0,1.0046485900878908,1.0,-0.175,1.0,0.543798828125,1.0,-0.175,0.6,-0.6604324028,1.0,-0.175,1.0,2.1722293868660927,1.0,-0.175,0.4,-0.2319073559999999,1.0,-0.175,1.0,4.0416497504,1.0,-0.175,0.8,0.134375,1.0,-0.175
bike,patient,1.0,1.5003056675000002,0.0,0.4141845703125,0.5,0.0007181349999999,0.0,0.4141845703125,1.0,5.0181080575,0.0,0.4141845703125,1.0,0.62493896484375,0.0,0.4141845703125,1.0,2.7699508666992188,0.0,0.4141845703125,0.0,-1.6995639726519585,0.0,0.4141845703125,0.0,-0.68756103515625,0.0,0.4141845703125,0.0,-2.96923171375,0.0,0.4141845703125,0.75,0.0774416624999999,0.0,0.4141845703125,1.0,18.890734704195,0.0,0.4141845703125,0.0,-0.724759116768837,0.0,0.4141845703125,1.0,0.683399423956871,0.0,0.4141845703125,1.0,0.4219970703125,0.0,0.4141845703125,0.75,0.967555495,0.0,0.4141845703125,1.0,0.8737144395709038,0.0,0.4141845703125,0.0,-0.826697335,0.0,0.4141845703125,1.0,4.2334888475,0.0,0.4141845703125,1.0,0.42962646484375,0.0,0.4141845703125
blanket,patient,0.0,-0.677988825,0.0,0.109375,0.0,-0.379205645,0.0,0.109375,1.0,2.254727718,0.0,0.109375,0.0,-0.234375,0.0,0.109375,1.0,2.5309295654296875,0.0,0.109375,1.0,0.4099501967430115,0.0,0.109375,0.0,-0.9998779296875,0.0,0.109375,0.0,-2.54814809,0.0,0.109375,0.0,-0.6343259450000001,0.0,0.109375,1.0,14.958501322285,0.0,0.109375,0.0,-0.312774658203125,0.0,0.109375,1.0,0.6481447368860245,0.0,0.109375,1.0,0.203125,0.0,0.109375,0.0,-1.8761367365,0.0,0.109375,1.0,1.5503888055682182,0.0,0.109375,0.0,-0.85990528,0.0,0.109375,1.0,3.952156923,0.0,0.109375,1.0,0.390869140625,0.0,0.109375
blogger,agent,1.0,1.846809205,0.0,0.781494140625,1.0,0.2467475849999999,0.0,0.781494140625,1.0,7.7627556401,0.0,0.781494140625,1.0,0.09375,0.0,0.781494140625,1.0,2.359405517578125,0.0,0.781494140625,1.0,0.7549667656421661,0.0,0.781494140625,0.0,-0.6248779296875,0.0,0.781494140625,0.0,-3.5444949275,0.0,0.781494140625,0.0,-0.26337915,0.0,0.781494140625,1.0,19.653168523860003,0.0,0.781494140625,0.5,0.0261669158935547,0.0,0.781494140625,1.0,1.380943328142166,0.0,0.781494140625,1.0,0.328125,0.0,0.781494140625,0.0,-2.200060195,0.0,0.781494140625,0.5,0.1940398216247559,0.0,0.781494140625,0.5,0.0271387499999999,0.0,0.781494140625,1.0,2.63816015,0.0,0.781494140625,1.0,1.0313720703125,0.0,0.781494140625
board,patient,1.0,0.8194498049999999,0.0,0.20703125,0.75,0.0523661099999999,0.0,0.20703125,1.0,8.10389755325,0.0,0.20703125,1.0,0.12890625,0.0,0.20703125,1.0,2.367584228515625,0.0,0.20703125,0.0,-1.0742263942956924,0.0,0.20703125,0.0,-0.6876220703125,0.0,0.20703125,0.0,-3.02424118875,0.0,0.20703125,0.0,-0.3616442425,0.0,0.20703125,1.0,18.787597668025,0.0,0.20703125,0.0,-1.1760330125689509,0.0,0.20703125,1.0,1.0331585481762886,0.0,0.20703125,1.0,0.1171875,0.0,0.20703125,1.0,0.8803680925,0.0,0.20703125,0.75,0.3437736332416534,0.0,0.20703125,0.5,-0.3827727175000001,0.0,0.20703125,1.0,2.5199111157500003,0.0,0.20703125,1.0,0.32415771484375,0.0,0.20703125
book,patient,1.0,0.8227892499999999,0.0,0.2864583333333333,0.3333333333333333,-0.0635884666666666,0.0,0.2864583333333333,1.0,6.909766584,0.0,0.2864583333333333,1.0,0.8231608072916666,0.0,0.2864583333333333,1.0,2.4481201171875,0.0,0.2864583333333333,1.0,0.8553212285041809,0.0,0.2864583333333333,0.0,-1.0833333333333333,0.0,0.2864583333333333,0.0,-3.3636641056666665,0.0,0.2864583333333333,0.6666666666666666,0.00571064,0.0,0.2864583333333333,1.0,16.60972270734,0.0,0.2864583333333333,1.0,0.7529436747233073,0.0,0.2864583333333333,1.0,1.4978272169828415,0.0,0.2864583333333333,1.0,0.47900390625,0.0,0.2864583333333333,1.0,0.6055043866666666,0.0,0.2864583333333333,1.0,2.6224762375156083,0.0,0.2864583333333333,1.0,0.7837414366666667,0.0,0.2864583333333333,1.0,4.192310093000001,0.0,0.2864583333333333,1.0,0.375,0.0,0.2864583333333333
bottle,patient,0.0,-0.2030590199999999,0.0,0.2265625,0.0,-0.41051201,0.0,0.2265625,1.0,5.1811734365,0.0,0.2265625,1.0,0.570068359375,0.0,0.2265625,1.0,3.1411285400390625,0.0,0.2265625,0.0,-0.8725204765796661,0.0,0.2265625,0.0,-0.375,0.0,0.2265625,0.0,-2.727218542,0.0,0.2265625,0.0,-0.3070526,0.0,0.2265625,1.0,17.499700803375,0.0,0.2265625,0.0,-0.7317962795495987,0.0,0.2265625,1.0,0.8436355441808701,0.0,0.2265625,1.0,0.421875,0.0,0.2265625,0.5,-0.748005915,0.0,0.2265625,1.0,1.7732897028326988,0.0,0.2265625,1.0,0.0735033049999999,0.0,0.2265625,1.0,4.6746856690000005,0.0,0.2265625,1.0,0.422119140625,0.0,0.2265625
bowl,patient,0.0,-0.338082085,0.0,0.1484375,0.0,-0.51950645,0.0,0.1484375,1.0,3.0411705600000003,0.0,0.1484375,1.0,0.2734375,0.0,0.1484375,1.0,2.624786376953125,0.0,0.1484375,1.0,0.0787200927734375,0.0,0.1484375,0.0,-0.7498779296875,0.0,0.1484375,0.0,-2.61642641,0.0,0.1484375,0.0,-0.554395715,0.0,0.1484375,1.0,16.37507003785,0.0,0.1484375,0.0,-0.4441528618335724,0.0,0.1484375,1.0,0.7076382786035539,0.0,0.1484375,1.0,0.5313720703125,0.0,0.1484375,0.0,-1.3803348400000002,0.0,0.1484375,1.0,1.6240534856915474,0.0,0.1484375,0.0,-0.3575448499999999,0.0,0.1484375,1.0,5.002157021,0.0,0.1484375,1.0,0.375244140625,0.0,0.1484375
bread,patient,1.0,0.6118861633333333,0.0,0.1197916666666666,0.0,-0.5796698866666667,0.0,0.1197916666666666,1.0,1.4687686033333331,0.0,0.1197916666666666,1.0,0.328125,0.0,0.1197916666666666,1.0,2.68719482421875,0.0,0.1197916666666666,0.0,-0.9784189760684968,0.0,0.1197916666666666,0.0,-0.666748046875,0.0,0.1197916666666666,0.0,-3.2965079146666665,0.0,0.1197916666666666,0.0,-0.53349553,0.0,0.1197916666666666,1.0,12.933099596186668,0.0,0.1197916666666666,0.0,-0.8949572443962097,0.0,0.1197916666666666,1.0,0.4579578936100006,0.0,0.1197916666666666,1.0,0.7709147135416666,0.0,0.1197916666666666,0.0,-3.795405205333333,0.0,0.1197916666666666,1.0,1.2554900000492732,0.0,0.1197916666666666,0.0,-1.3937725666666667,0.0,0.1197916666666666,1.0,2.12789676,0.0,0.1197916666666666,1.0,0.2864583333333333,0.0,0.1197916666666666
broadcaster,agent,1.0,1.2536417649999998,0.0,0.3125,0.0,-0.50532637,0.0,0.3125,1.0,8.257524113999999,0.0,0.3125,0.0,-0.6015625,0.0,0.3125,1.0,1.882568359375,0.0,0.3125,1.0,0.5205497443675995,0.0,0.3125,0.0,-1.3746337890625,0.0,0.3125,0.0,-3.3932407425,0.0,0.3125,0.0,-0.392535145,0.0,0.3125,1.0,19.3495126148,0.0,0.3125,0.0,-0.465782105922699,0.0,0.3125,1.0,1.1200966984033585,0.0,0.3125,1.0,0.3125,0.0,0.3125,0.0,-0.6180448650000001,0.0,0.3125,0.0,-0.6411795318126678,0.0,0.3125,0.5,-0.0168819999999999,0.0,0.3125,1.0,1.66753288,0.0,0.3125,1.0,0.52392578125,0.0,0.3125
