verb,gpt3-davinci_acc,gpt3-davinci_agent_acc,gpt3-davinci_patient_acc,gpt3-davinci_agent_avg_LL_delta,gpt3-davinci_patient_avg_LL_delta,gpt3-babbage_acc,gpt3-babbage_agent_acc,gpt3-babbage_patient_acc,gpt3-babbage_agent_avg_LL_delta,gpt3-babbage_patient_avg_LL_delta,text-davinci-001_acc,text-davinci-001_agent_acc,text-davinci-001_patient_acc,text-davinci-001_agent_avg_LL_delta,text-davinci-001_patient_avg_LL_delta,bloom-1b1_acc,bloom-1b1_agent_acc,bloom-1b1_patient_acc,bloom-1b1_agent_avg_LL_delta,bloom-1b1_patient_avg_LL_delta,bloom-3b_acc,bloom-3b_agent_acc,bloom-3b_patient_acc,bloom-3b_agent_avg_LL_delta,bloom-3b_patient_avg_LL_delta,gpt2-x_acc,gpt2-x_agent_acc,gpt2-x_patient_acc,gpt2-x_agent_avg_LL_delta,gpt2-x_patient_avg_LL_delta,bloom-560m_acc,bloom-560m_agent_acc,bloom-560m_patient_acc,bloom-560m_agent_avg_LL_delta,bloom-560m_patient_avg_LL_delta,gpt3-ada_acc,gpt3-ada_agent_acc,gpt3-ada_patient_acc,gpt3-ada_agent_avg_LL_delta,gpt3-ada_patient_avg_LL_delta,gpt3-curie_acc,gpt3-curie_agent_acc,gpt3-curie_patient_acc,gpt3-curie_agent_avg_LL_delta,gpt3-curie_patient_avg_LL_delta,text-davinci-003_acc,text-davinci-003_agent_acc,text-davinci-003_patient_acc,text-davinci-003_agent_avg_LL_delta,text-davinci-003_patient_avg_LL_delta,gpt2-medium_acc,gpt2-medium_agent_acc,gpt2-medium_patient_acc,gpt2-medium_agent_avg_LL_delta,gpt2-medium_patient_avg_LL_delta,gpt2-xl_acc,gpt2-xl_agent_acc,gpt2-xl_patient_acc,gpt2-xl_agent_avg_LL_delta,gpt2-xl_patient_avg_LL_delta,bloom-1b7_acc,bloom-1b7_agent_acc,bloom-1b7_patient_acc,bloom-1b7_agent_avg_LL_delta,bloom-1b7_patient_avg_LL_delta,text-ada-001_acc,text-ada-001_agent_acc,text-ada-001_patient_acc,text-ada-001_agent_avg_LL_delta,text-ada-001_patient_avg_LL_delta,gpt2-large_acc,gpt2-large_agent_acc,gpt2-large_patient_acc,gpt2-large_agent_avg_LL_delta,gpt2-large_patient_avg_LL_delta,text-curie-001_acc,text-curie-001_agent_acc,text-curie-001_patient_acc,text-curie-001_agent_avg_LL_delta,text-curie-001_patient_avg_LL_delta,text-babbage-001_acc,text-babbage-001_agent_acc,text-babbage-001_patient_acc,text-babbage-001_agent_avg_LL_delta,text-babbage-001_patient_avg_LL_delta,bloom-7b1_acc,bloom-7b1_agent_acc,bloom-7b1_patient_acc,bloom-7b1_agent_avg_LL_delta,bloom-7b1_patient_avg_LL_delta
paints,0.9791666666666666,0.95,1.0,1.58941536115,-1.1922549167857142,0.5833333333333334,0.0,1.0,-0.7074436829999999,-1.632775548571429,0.5416666666666666,0.95,0.25,9.12608393692,2.539950660917857,0.375,0.8,0.0714285714285714,0.11171875,0.2064732142857142,0.4166666666666667,1.0,0.0,1.6844482421875,1.9465288434709824,0.625,1.0,0.3571428571428571,2.016467535868287,0.2119887162532125,0.5833333333333334,0.0,1.0,-1.112445068359375,-1.3659711565290178,0.5833333333333334,0.0,1.0,-2.044130646,-2.9086621890714284,0.6041666666666666,0.05,1.0,-0.395287352,-0.7182349182142859,1.0,1.0,1.0,16.4463747489775,-10.726252843898576,0.9166666666666666,1.0,0.8571428571428571,0.7399028792977334,-0.044748845909323,0.5208333333333334,1.0,0.1785714285714285,0.6441684320569039,0.2398166326539856,0.4166666666666667,1.0,0.0,1.296929931640625,0.5379638671875,0.7708333333333334,0.5,0.9642857142857144,0.866514328925,-1.7906139378214287,0.4583333333333333,1.0,0.0714285714285714,2.020009573549032,0.6725604135010924,0.6041666666666666,0.2,0.8928571428571429,-0.7817266499999999,-0.9285433157500002,0.4166666666666667,0.7,0.2142857142857142,1.0685675736999998,1.3384110088928571,0.4166666666666667,1.0,0.0,0.6952880859375,0.69476318359375
performs,0.6153846153846154,1.0,0.1666666666666666,1.3809884042857143,0.3234835416666666,0.4615384615384615,0.0,1.0,-0.71660371,-1.307484291666667,0.5384615384615384,1.0,0.0,9.917857636942855,5.232880356066667,0.6923076923076923,0.7142857142857143,0.6666666666666666,0.2611258370535714,0.1353759765625,0.5384615384615384,1.0,0.0,2.2117832728794644,2.252573649088541,0.6923076923076923,1.0,0.3333333333333333,2.651345925671714,0.3795067432026069,0.4615384615384615,0.0,1.0,-0.9999476841517856,-0.9998982747395834,0.4615384615384615,0.0,1.0,-1.50056457,-3.026858229166667,0.4615384615384615,0.0,1.0,-0.2905254585714286,-0.575175285,0.7692307692307693,1.0,0.5,16.197550481007145,-2.9472588662166666,0.6923076923076923,1.0,0.3333333333333333,0.6828983766692025,0.5772679795821507,0.5384615384615384,1.0,0.0,1.3138675732272012,0.77152747909228,0.5384615384615384,1.0,0.0,1.5758579799107142,1.30712890625,0.6153846153846154,0.8571428571428571,0.3333333333333333,1.6684590409999998,0.1030192891666666,0.5384615384615384,1.0,0.0,2.6514905063169345,1.800688919921716,0.4615384615384615,0.2857142857142857,0.6666666666666666,-0.1665567428571429,-0.5032285476666667,0.5384615384615384,1.0,0.0,3.631354905,4.722558307,0.5384615384615384,1.0,0.0,0.7700892857142857,0.6221110026041666
photographs,0.8888888888888888,1.0,0.8571428571428571,2.1880170025,-1.0684978571428572,0.7777777777777778,0.0,1.0,-0.55302614,-1.3014804885714286,0.3888888888888889,1.0,0.2142857142857142,13.22871393815,2.0160871261571427,0.2222222222222222,1.0,0.0,0.203125,0.5011858258928571,0.2222222222222222,1.0,0.0,1.7107391357421875,1.8249555315290176,0.6666666666666666,1.0,0.5714285714285714,2.8852730188518763,0.2115791589021682,0.7777777777777778,0.5,0.8571428571428571,-0.1876220703125,-0.8572038922991071,0.7777777777777778,0.0,1.0,-1.4165748225,-3.0233738640714285,0.6666666666666666,0.0,0.8571428571428571,-0.341789285,-0.3458851207142857,0.8888888888888888,1.0,0.8571428571428571,16.9434217748025,-11.619716356547144,0.6666666666666666,1.0,0.5714285714285714,0.6915740966796876,0.1404261078153337,0.2222222222222222,0.5,0.1428571428571428,0.1829698085784912,0.2574114139590944,0.2222222222222222,1.0,0.0,1.09375,1.2052961077008928,1.0,1.0,1.0,2.1214944875,-2.5741006003571427,0.2222222222222222,1.0,0.0,2.299407668411732,1.1089125935520443,0.4444444444444444,0.5,0.4285714285714285,0.0639380299999999,0.2339434278571428,0.2222222222222222,1.0,0.0,1.954046325,1.6768184311428571,0.2222222222222222,1.0,0.0,0.6915283203125,0.3515276227678571
plays,0.5384615384615384,1.0,0.0,1.712016036428571,0.9878357141666668,0.4615384615384615,0.0,1.0,-0.7125148907142858,-1.2158815416666668,0.5384615384615384,1.0,0.0,9.722282836021426,6.595884396966667,0.4230769230769231,0.0,0.9166666666666666,-0.4608851841517857,-0.4126790364583333,0.5384615384615384,1.0,0.0,2.279087611607143,2.310033162434896,0.5384615384615384,1.0,0.0,1.8324553141636508,0.9276333898305892,0.4615384615384615,0.0,1.0,-1.3750871930803572,-1.4374287923177085,0.4615384615384615,0.0,1.0,-3.597636989428572,-4.875427132583334,0.4615384615384615,0.0,1.0,-0.3062548885714286,-0.5748087791666666,0.7692307692307693,1.0,0.5,16.769116744737143,-0.0668593668833331,1.0,1.0,1.0,0.4340689395155225,-0.5120175754030546,0.5384615384615384,1.0,0.0,0.864071501152856,0.411399282515049,0.5384615384615384,1.0,0.0,1.26568603515625,0.8983968098958334,0.8076923076923077,0.6428571428571429,1.0,0.6871643002857144,-4.236677852541667,0.5384615384615384,1.0,0.0,1.9485747558729989,0.8781665911277136,0.4230769230769231,0.0714285714285714,0.8333333333333334,-0.4429880185714285,-0.2699534349999999,0.5384615384615384,1.0,0.0,2.138736893857143,2.5153451182499995,0.5384615384615384,1.0,0.0,0.6282435825892857,0.6054890950520834
reads,0.9411764705882352,0.9285714285714286,0.95,1.070248505714286,-0.5700267944999999,0.5882352941176471,0.0,1.0,-0.7477657207142858,-1.1665081605,0.7941176470588235,1.0,0.65,7.53736721107857,-0.2929037262999999,0.2352941176470588,0.5714285714285714,0.0,0.0468575613839285,0.4804931640625,0.4117647058823529,1.0,0.0,1.9542410714285716,1.390606689453125,0.6764705882352942,1.0,0.45,2.032947658428124,0.1477271169424056,0.5294117647058824,0.0,0.9,-0.6963849748883929,-0.524993896484375,0.5882352941176471,0.0,1.0,-1.2457799414285715,-2.8365190246500003,0.5882352941176471,0.0,1.0,-0.2868697428571428,-0.6082911139999999,1.0,1.0,1.0,15.28457120766286,-13.0504120561145,0.4705882352941176,1.0,0.1,0.908220567873546,0.7404037594795227,0.4117647058823529,1.0,0.0,1.1438014773385865,0.84532281011343,0.4117647058823529,1.0,0.0,1.64508056640625,1.5687744140625,0.7352941176470589,1.0,0.55,2.9313026987857143,-0.3111632637500001,0.4117647058823529,1.0,0.0,1.9221693240106104,1.2582191921770574,0.4117647058823529,0.3571428571428571,0.45,-0.0268690257142856,-0.165254631,0.4117647058823529,1.0,0.0,1.7764988489285716,4.381923137599999,0.4117647058823529,1.0,0.0,0.6339634486607143,0.4390380859375
sculpts,0.6333333333333333,1.0,0.2666666666666666,2.253546535666666,0.3432485599999999,0.5,0.0,1.0,-0.8774950119999999,-1.4640800900000004,0.5,1.0,0.0,10.204579645233332,3.4875047267999992,0.4,0.2,0.6,-0.2656412760416666,-0.0916666666666666,0.5,1.0,0.0,2.09964599609375,2.0293253580729167,0.6,1.0,0.2,1.826336153348287,0.1231862386067708,0.5,0.0,1.0,-0.9666015625,-1.5165852864583331,0.5,0.0,1.0,-2.327940474733333,-3.1978274153333337,0.5,0.0,1.0,-0.562930674,-0.8061148286666667,0.9,1.0,0.8,17.129202859975333,-3.834504454893333,0.9333333333333332,0.8666666666666667,1.0,0.233779901266098,-0.731500260035197,0.7666666666666667,1.0,0.5333333333333333,0.5148704548676809,0.2024433135986328,0.5,1.0,0.0,1.2270345052083331,0.6416829427083334,0.6666666666666666,0.3333333333333333,1.0,-0.1506464417333332,-3.025525522553333,0.5,1.0,0.0,1.7371719241142274,0.7596370637416839,0.5333333333333333,0.0666666666666666,1.0,-0.6633136986666668,-0.4914195286666666,0.5,1.0,0.0,1.0066186713333334,0.9352076100000004,0.5,1.0,0.0,0.7938151041666667,0.7874674479166667
sells,0.6944444444444444,1.0,0.5111111111111111,1.5358526677777775,-0.1008497066666666,0.6388888888888888,0.037037037037037,1.0,-0.3892815437037037,-1.0411386404444445,0.375,1.0,0.0,10.992895391566664,5.809395599473333,0.375,1.0,0.0,0.8096426504629629,0.7853732638888888,0.375,1.0,0.0,2.241360134548611,2.5541456434461804,0.4444444444444444,1.0,0.1111111111111111,2.75720147540172,1.3082759880357318,0.6388888888888888,0.4444444444444444,0.7555555555555555,-0.1851942274305555,-0.477783203125,0.8194444444444444,0.5185185185185185,1.0,0.29157251,-2.441834736888889,0.5972222222222222,0.037037037037037,0.9333333333333332,-0.3387113314814814,-0.4975377924444443,0.9722222222222222,1.0,0.9555555555555556,17.213980122826666,-6.9795782094564425,0.5138888888888888,1.0,0.2222222222222222,1.0145512380533748,0.4096688184473249,0.3888888888888889,1.0,0.0222222222222222,1.2394510457913082,0.5833801296022203,0.375,1.0,0.0,1.3414261429398149,0.9160319010416668,0.625,1.0,0.4,5.277599213511111,0.6044321098222224,0.375,1.0,0.0,3.3979356774577387,2.307615234868394,0.4861111111111111,0.5925925925925926,0.4222222222222222,0.1386850248148148,0.0312600848888889,0.375,1.0,0.0,2.594505209222222,2.965685424533334,0.375,1.0,0.0,0.8715006510416666,0.7482964409722223
sews,0.85,0.9166666666666666,0.75,1.5031313153333334,-0.5856574475,0.4,0.0,1.0,-1.1567764125,-1.5610756249999995,0.6,0.8333333333333334,0.25,7.543070888258332,1.0408181637500002,0.4,0.3333333333333333,0.5,-0.2031453450520833,0.240234375,0.6,1.0,0.0,1.687347412109375,2.2050857543945312,0.75,0.9166666666666666,0.5,1.5401344262063503,0.0169944800436496,0.4,0.0,1.0,-0.9375203450520834,-0.74993896484375,0.4,0.0,1.0,-1.9729279716666668,-2.58910476375,0.4,0.0,1.0,-0.7614090091666669,-0.58210417875,1.0,1.0,1.0,14.183439857714168,-13.578370691995,0.75,0.6666666666666666,0.875,0.1831677804390589,-0.2034854888916015,0.6,1.0,0.0,0.6164813141028086,0.66817582026124,0.6,1.0,0.0,0.9687703450520834,0.710845947265625,0.85,0.9166666666666666,0.75,2.2702114216666662,-1.071221429125,0.65,1.0,0.125,2.013829859594504,0.5142040438950062,0.15,0.0,0.375,-1.3670824613333334,-0.442168693,0.5,0.75,0.125,0.3771214703333331,2.629184931375,0.6,1.0,0.0,0.7159627278645834,0.7579345703125
shaves,1.0,1.0,1.0,2.072233135,-0.5486716522222223,0.6,0.0,1.0,-0.4517997483333333,-1.2170147944444445,0.4,1.0,0.0,11.603332276666668,5.603162451155556,0.3333333333333333,0.0,0.5555555555555556,-0.4610595703125,-0.0190972222222222,0.4,1.0,0.0,2.2421875,1.7395426432291667,0.9333333333333332,1.0,0.8888888888888888,1.0928433885176976,-0.6274676786528693,0.6,0.0,1.0,-1.0000813802083333,-1.2222900390625,0.6,0.0,1.0,-1.3913520300000002,-3.0501245880000005,0.6,0.0,1.0,-0.5246791516666667,-0.6447514644444444,1.0,1.0,1.0,15.681714328366668,-9.769737988891112,1.0,1.0,1.0,0.5918095856904985,-0.4393937985102336,0.4,1.0,0.0,0.744383176167806,0.3800696233908335,0.4,1.0,0.0,1.2709147135416667,0.7708062065972222,0.6,1.0,0.3333333333333333,5.01177798265,1.087226414222222,0.4,1.0,0.0,2.136409141123295,1.1177052391899958,0.6,0.0,1.0,-0.5777899283333332,-0.8360236899999999,0.7333333333333333,1.0,0.5555555555555556,0.5151491033333333,-0.3164525455555556,0.4,1.0,0.0,0.5338134765625,0.6456163194444444
stitches,0.8333333333333334,0.95,0.75,1.6749871348000005,-0.7146833357142857,0.5833333333333334,0.0,1.0,-1.008397806,-1.6990138607142853,0.5416666666666666,0.85,0.3214285714285714,7.197688885849999,0.486582022625,0.6458333333333334,0.2,0.9642857142857144,-0.28123779296875,-0.1964285714285714,0.4166666666666667,1.0,0.0,1.4163970947265625,1.5244794573102678,0.6458333333333334,0.8,0.5357142857142857,1.3519550401717424,-0.2194163458687918,0.5833333333333334,0.0,1.0,-1.0499267578125,-1.196380615234375,0.5833333333333334,0.0,1.0,-2.4095624264500004,-3.064541276071429,0.5833333333333334,0.0,1.0,-0.7055618189999999,-0.837753229642857,1.0,1.0,1.0,13.998893149938,-12.993731709062498,0.7291666666666666,1.0,0.5357142857142857,0.7774089872837067,0.0344821353043828,0.4166666666666667,1.0,0.0,0.8336832016706467,0.4650442632181303,0.4166666666666667,1.0,0.0,0.95164794921875,0.7822788783482143,0.7916666666666666,0.9,0.7142857142857143,3.0117174252,-0.9605832716071429,0.4583333333333333,1.0,0.0714285714285714,1.8570783730596303,0.9032256177493504,0.4583333333333333,0.0,0.7857142857142857,-1.0814321744000002,-1.0348341142142858,0.4375,0.75,0.2142857142857142,0.6326251936999999,1.2338486851785715,0.4166666666666667,1.0,0.0,0.74920654296875,0.7215576171875
turns,0.6136363636363636,0.6875,0.5714285714285714,0.6431834612499999,-0.0617888732142857,0.6363636363636364,0.0,1.0,-0.7701030775,-1.19349319,0.4318181818181818,1.0,0.1071428571428571,6.23807724243125,4.787064561503572,0.3636363636363636,1.0,0.0,0.6035614013671875,0.4408482142857143,0.3636363636363636,1.0,0.0,1.961933135986328,2.1324332101004466,0.7954545454545454,1.0,0.6785714285714286,0.5189352128654718,-0.1698427264179502,0.6590909090909091,0.125,0.9642857142857144,-0.64056396484375,-0.6339896065848214,0.6363636363636364,0.0,1.0,-1.683112635875,-2.9106488996785704,0.6363636363636364,0.0,1.0,-0.3637304231249999,-0.3992571049999999,0.7045454545454546,1.0,0.5357142857142857,15.149439766102502,-0.6406061577464285,0.8181818181818182,1.0,0.7142857142857143,0.5579996164888144,-0.240059984581811,0.4772727272727273,1.0,0.1785714285714285,0.6414665468037128,0.2870618583900587,0.3863636363636363,1.0,0.0357142857142857,1.072357177734375,0.6907958984375,0.7045454545454546,0.6875,0.7142857142857143,1.962370941625,-0.6428552124999999,0.4318181818181818,1.0,0.1071428571428571,2.3834849284030497,1.304487729977284,0.6136363636363636,0.0,0.9642857142857144,-0.8055013200000001,-1.0161247845,0.3636363636363636,1.0,0.0,3.174451335875,2.7066674379642857,0.3636363636363636,1.0,0.0,0.662139892578125,0.6752406529017857
washes,0.8846153846153846,0.625,1.0,0.31874642625,-1.2176003811111111,0.6923076923076923,0.0,1.0,-0.81181628875,-1.368851505,0.6923076923076923,1.0,0.5555555555555556,7.065853985112501,0.31481773415,0.4230769230769231,0.75,0.2777777777777778,0.1953125,0.1354031032986111,0.3076923076923077,1.0,0.0,2.6013221740722656,2.164059109157986,0.3846153846153846,1.0,0.1111111111111111,1.4689378906041384,0.4563786155647701,0.6923076923076923,0.0,1.0,-0.718780517578125,-0.9722222222222222,0.6923076923076923,0.0,1.0,-0.94959546,-2.2216646857777773,0.6923076923076923,0.0,1.0,-0.572185115,-1.0073324900000002,1.0,1.0,1.0,13.71203288048125,-12.84145608415278,0.6923076923076923,0.5,0.7777777777777778,0.4765186458826065,-0.1173816207382414,0.3076923076923077,1.0,0.0,1.184933548793197,0.4465531259775162,0.3076923076923077,1.0,0.0,1.5783538818359375,0.7690565321180556,0.8076923076923077,1.0,0.7222222222222222,2.756053902375,-1.0972391011666665,0.3076923076923077,1.0,0.0,3.0159407681785524,1.9726752622259989,0.6923076923076923,0.0,1.0,-0.5148865425,-1.02415831,0.3076923076923077,1.0,0.0,2.58600727225,3.0875814310000003,0.3076923076923077,1.0,0.0,0.6876220703125,0.7534450954861112
writes,0.8235294117647058,1.0,0.4,1.575671833125,0.1341697039999999,0.2941176470588235,0.0,1.0,-0.568339965,-0.991891499,0.7058823529411765,1.0,0.0,10.759972993725,6.0405065965999984,0.6176470588235294,0.875,0.0,0.390594482421875,0.753125,0.7058823529411765,1.0,0.0,2.1388816833496094,2.015789794921875,0.7647058823529411,0.9166666666666666,0.4,1.991254094056785,0.2083362579345703,0.2647058823529412,0.0833333333333333,0.7,-0.78118896484375,-0.425048828125,0.3529411764705882,0.0833333333333333,1.0,-1.0932830391666668,-2.4579159664,0.2941176470588235,0.0833333333333333,0.8,-0.2214852949999999,-0.293430349,0.9705882352941176,1.0,0.9,16.23138253767375,-7.747720697167,0.7058823529411765,1.0,0.0,0.9912865894536176,0.9631256133317948,0.7058823529411765,1.0,0.0,1.2927981242537498,1.127860264480114,0.7058823529411765,1.0,0.0,1.6784871419270833,1.534442138671875,0.7647058823529411,0.8333333333333334,0.6,2.3262673304375,-0.402736446,0.7058823529411765,1.0,0.0,3.052573658137893,1.6825501501560212,0.5588235294117647,0.4583333333333333,0.8,-0.0315329441666666,-0.1849587889999999,0.6764705882352942,0.9583333333333334,0.0,2.293575900458333,3.9603604938999992,0.7058823529411765,1.0,0.0,1.0618896484375,0.929736328125
