noun,semantic role,gpt3-davinci_subj_acc,gpt3-davinci_subj_avg_LL_delta,gpt3-davinci_obj_acc,gpt3-davinci_obj_avg_LL_delta,gpt3-babbage_subj_acc,gpt3-babbage_subj_avg_LL_delta,gpt3-babbage_obj_acc,gpt3-babbage_obj_avg_LL_delta,text-davinci-001_subj_acc,text-davinci-001_subj_avg_LL_delta,text-davinci-001_obj_acc,text-davinci-001_obj_avg_LL_delta,bloom-1b1_subj_acc,bloom-1b1_subj_avg_LL_delta,bloom-1b1_obj_acc,bloom-1b1_obj_avg_LL_delta,bloom-3b_subj_acc,bloom-3b_subj_avg_LL_delta,bloom-3b_obj_acc,bloom-3b_obj_avg_LL_delta,gpt2-x_subj_acc,gpt2-x_subj_avg_LL_delta,gpt2-x_obj_acc,gpt2-x_obj_avg_LL_delta,bloom-560m_subj_acc,bloom-560m_subj_avg_LL_delta,bloom-560m_obj_acc,bloom-560m_obj_avg_LL_delta,gpt3-ada_subj_acc,gpt3-ada_subj_avg_LL_delta,gpt3-ada_obj_acc,gpt3-ada_obj_avg_LL_delta,gpt3-curie_subj_acc,gpt3-curie_subj_avg_LL_delta,gpt3-curie_obj_acc,gpt3-curie_obj_avg_LL_delta,text-davinci-003_subj_acc,text-davinci-003_subj_avg_LL_delta,text-davinci-003_obj_acc,text-davinci-003_obj_avg_LL_delta,gpt2-medium_subj_acc,gpt2-medium_subj_avg_LL_delta,gpt2-medium_obj_acc,gpt2-medium_obj_avg_LL_delta,gpt2-xl_subj_acc,gpt2-xl_subj_avg_LL_delta,gpt2-xl_obj_acc,gpt2-xl_obj_avg_LL_delta,bloom-1b7_subj_acc,bloom-1b7_subj_avg_LL_delta,bloom-1b7_obj_acc,bloom-1b7_obj_avg_LL_delta,text-ada-001_subj_acc,text-ada-001_subj_avg_LL_delta,text-ada-001_obj_acc,text-ada-001_obj_avg_LL_delta,gpt2-large_subj_acc,gpt2-large_subj_avg_LL_delta,gpt2-large_obj_acc,gpt2-large_obj_avg_LL_delta,text-curie-001_subj_acc,text-curie-001_subj_avg_LL_delta,text-curie-001_obj_acc,text-curie-001_obj_avg_LL_delta,text-babbage-001_subj_acc,text-babbage-001_subj_avg_LL_delta,text-babbage-001_obj_acc,text-babbage-001_obj_avg_LL_delta,bloom-7b1_subj_acc,bloom-7b1_subj_avg_LL_delta,bloom-7b1_obj_acc,bloom-7b1_obj_avg_LL_delta
backpack,patient,0.0,-0.99643547,1.0,-0.6480712890625,0.0,-1.90333836,1.0,-0.6480712890625,1.0,3.287984514,1.0,-0.6480712890625,1.0,0.468505859375,1.0,-0.6480712890625,0.0,-0.4686279296875,1.0,-0.6480712890625,1.0,0.6777763366699218,1.0,-0.6480712890625,0.0,-1.124755859375,1.0,-0.6480712890625,0.0,-4.3915709495,1.0,-0.6480712890625,0.0,-1.01217645,1.0,-0.6480712890625,1.0,16.228222164445,1.0,-0.6480712890625,0.0,-2.616870813071728,1.0,-0.6480712890625,0.0,-1.0954551696777344,1.0,-0.6480712890625,0.0,-1.203369140625,1.0,-0.6480712890625,0.0,-9.98323338795,1.0,-0.6480712890625,0.0,-1.1608972698450089,1.0,-0.6480712890625,0.0,-0.2674908199999999,1.0,-0.6480712890625,0.0,-1.723022165,1.0,-0.6480712890625,0.0,-0.359375,1.0,-0.6480712890625
backpacker,agent,0.0,-0.449880615,1.0,-0.8126220703125,0.0,-1.6830911,1.0,-0.8126220703125,1.0,5.355377542499999,1.0,-0.8126220703125,1.0,0.4296875,1.0,-0.8126220703125,0.5,-0.2108154296875,1.0,-0.8126220703125,1.0,0.488563597202301,1.0,-0.8126220703125,0.0,-1.0,1.0,-0.8126220703125,0.0,-3.8933588735,1.0,-0.8126220703125,0.0,-1.415217915,1.0,-0.8126220703125,1.0,16.1243122546,1.0,-0.8126220703125,0.0,-2.199462927877903,1.0,-0.8126220703125,0.0,-0.9315719455480576,1.0,-0.8126220703125,0.0,-0.890869140625,1.0,-0.8126220703125,0.0,-2.881437665,1.0,-0.8126220703125,0.0,-0.6741881519556046,1.0,-0.8126220703125,0.0,-3.1176031495,1.0,-0.8126220703125,0.0,-3.57831181,1.0,-0.8126220703125,0.0,-0.429931640625,1.0,-0.8126220703125
bag,patient,0.0,-1.7936379,1.0,-0.5941162109375,0.0,-2.16930143,1.0,-0.5941162109375,1.0,3.5757616180000005,1.0,-0.5941162109375,1.0,0.3984375,1.0,-0.5941162109375,0.0,-0.8201904296875,1.0,-0.5941162109375,1.0,0.3745707869529725,1.0,-0.5941162109375,0.0,-0.5,1.0,-0.5941162109375,0.0,-5.4941950225,1.0,-0.5941162109375,0.0,-0.895881615,1.0,-0.5941162109375,1.0,15.592962747615,1.0,-0.5941162109375,0.0,-2.965942397713661,1.0,-0.5941162109375,0.0,-0.9961046725511552,1.0,-0.5941162109375,0.0,-0.76513671875,1.0,-0.5941162109375,0.0,-12.0538313829,1.0,-0.5941162109375,0.0,-0.7693018466234206,1.0,-0.5941162109375,0.0,-0.29784994,1.0,-0.5941162109375,0.0,-1.895464335,1.0,-0.5941162109375,0.0,-0.2421875,1.0,-0.5941162109375
baker,agent,1.0,0.8740440500000001,1.0,-0.672119140625,0.0,-1.6583842816666663,1.0,-0.672119140625,1.0,5.913880341733333,1.0,-0.672119140625,1.0,0.1380208333333333,1.0,-0.672119140625,0.0,-0.52099609375,1.0,-0.672119140625,1.0,0.6378466089566549,1.0,-0.672119140625,0.0,-0.5417073567708334,1.0,-0.672119140625,0.0,-5.968919224333334,1.0,-0.672119140625,0.0,-1.209285025,1.0,-0.672119140625,1.0,16.382714671698334,1.0,-0.672119140625,0.0,-1.9966176599264145,1.0,-0.672119140625,0.0,-1.0876988023519516,1.0,-0.672119140625,0.0,-0.8907877604166666,1.0,-0.672119140625,0.0,-6.871952804483333,1.0,-0.672119140625,0.6666666666666666,0.1793918708960215,1.0,-0.672119140625,0.0,-2.8986594713333336,1.0,-0.672119140625,0.0,-3.849149382166667,1.0,-0.672119140625,0.0,-0.4505208333333333,1.0,-0.672119140625
barber,agent,1.0,0.6085992271428572,1.0,-0.5712193080357143,0.0,-1.5161521271428573,1.0,-0.5712193080357143,1.0,9.0550947133,1.0,-0.5712193080357143,0.0,-0.3236607142857143,1.0,-0.5712193080357143,0.0,-0.92626953125,1.0,-0.5712193080357143,0.2857142857142857,-0.0456739153180803,1.0,-0.5712193080357143,0.0,-0.8570382254464286,1.0,-0.5712193080357143,0.0,-4.595691711714286,1.0,-0.5712193080357143,0.0,-1.0481234514285716,1.0,-0.5712193080357143,1.0,16.88150183456,1.0,-0.5712193080357143,0.0,-1.6559055745601654,1.0,-0.5712193080357143,0.0,-0.6530805400439671,1.0,-0.5712193080357143,0.0,-0.8658621651785714,1.0,-0.5712193080357143,0.1428571428571428,-2.6290294170000004,1.0,-0.5712193080357143,0.4285714285714285,-0.0950087096009936,1.0,-0.5712193080357143,0.0,-1.9962398735714288,1.0,-0.5712193080357143,0.0,-3.7735661550000006,1.0,-0.5712193080357143,0.0,-0.3817313058035714,1.0,-0.5712193080357143
basket,patient,0.0,-1.55934797,1.0,-0.679931640625,0.0,-2.397880563,1.0,-0.679931640625,1.0,3.853416278,1.0,-0.679931640625,1.0,0.2890625,1.0,-0.679931640625,0.0,-0.625,1.0,-0.679931640625,1.0,0.947795867919922,1.0,-0.679931640625,0.0,-0.875244140625,1.0,-0.679931640625,0.0,-6.04361691,1.0,-0.679931640625,0.0,-1.0690335750000002,1.0,-0.679931640625,1.0,14.88776052286,1.0,-0.679931640625,0.0,-2.6232300773262978,1.0,-0.679931640625,0.0,-1.6168961599469187,1.0,-0.679931640625,0.0,-1.0001220703125,1.0,-0.679931640625,0.0,-13.107286352795,1.0,-0.679931640625,0.0,-0.3839016109704971,1.0,-0.679931640625,0.0,-1.03662678,1.0,-0.679931640625,0.0,-2.4184812555,1.0,-0.679931640625,0.0,-0.28125,1.0,-0.679931640625
beard,patient,0.0,-0.4660451699999999,1.0,-0.7499186197916666,0.0,-1.8744422566666668,1.0,-0.7499186197916666,1.0,6.6894885815,1.0,-0.7499186197916666,1.0,0.15625,1.0,-0.7499186197916666,0.0,-0.8492024739583334,1.0,-0.7499186197916666,0.0,-0.1829935709635416,1.0,-0.7499186197916666,0.0,-0.25,1.0,-0.7499186197916666,0.0,-6.046878760166666,1.0,-0.7499186197916666,0.0,-0.7506256233333334,1.0,-0.7499186197916666,1.0,11.79750137799,1.0,-0.7499186197916666,0.0,-2.426343287030856,1.0,-0.7499186197916666,0.0,-1.2058486839135487,1.0,-0.7499186197916666,0.0,-0.968505859375,1.0,-0.7499186197916666,0.0,-10.4235864938,1.0,-0.7499186197916666,0.0,-0.3172505696614583,1.0,-0.7499186197916666,0.0,-1.1755897233333332,1.0,-0.7499186197916666,0.0,-3.339154965,1.0,-0.7499186197916666,0.0,-0.42724609375,1.0,-0.7499186197916666
bedding,patient,0.0,-1.143194988,1.0,-1.024853515625,0.0,-1.736957074,1.0,-1.024853515625,1.0,3.6278811446,1.0,-1.024853515625,1.0,0.3125,1.0,-1.024853515625,0.0,-0.54697265625,1.0,-1.024853515625,1.0,1.728528583049774,1.0,-1.024853515625,0.0,-0.399951171875,1.0,-1.024853515625,0.0,-4.446446253,1.0,-1.024853515625,0.0,-1.150222006,1.0,-1.024853515625,1.0,12.297513144432,1.0,-1.024853515625,0.0,-1.7979553163051605,1.0,-1.024853515625,0.0,-0.7889484345912934,1.0,-1.024853515625,0.0,-0.656103515625,1.0,-1.024853515625,0.0,-1.0830924199999998,1.0,-1.024853515625,1.0,1.2787896990776062,1.0,-1.024853515625,0.0,-2.1148654670000004,1.0,-1.024853515625,0.0,-0.9381145199999998,1.0,-1.024853515625,0.0,-0.62509765625,1.0,-1.024853515625
bike,patient,0.25,-0.2043654724999999,1.0,-0.70330810546875,0.0,-1.483743645,1.0,-0.70330810546875,1.0,2.3236923,1.0,-0.70330810546875,1.0,1.01190185546875,1.0,-0.70330810546875,0.25,-0.26953125,1.0,-0.70330810546875,0.0,-0.4866456985473633,1.0,-0.70330810546875,0.0,-0.4376220703125,1.0,-0.70330810546875,0.0,-5.2823499825,1.0,-0.70330810546875,0.0,-0.3948459974999999,1.0,-0.70330810546875,1.0,16.246727910107502,1.0,-0.70330810546875,0.0,-2.646255485713482,1.0,-0.70330810546875,0.0,-0.7315817102789879,1.0,-0.70330810546875,0.0,-0.60150146484375,1.0,-0.70330810546875,0.0,-7.515324496825,1.0,-0.70330810546875,0.25,-0.6035754755139351,1.0,-0.70330810546875,0.0,-1.14982516,1.0,-0.70330810546875,0.0,-1.6236476075,1.0,-0.70330810546875,0.0,-0.4178466796875,1.0,-0.70330810546875
blanket,patient,0.0,-1.17945967,1.0,-0.7420654296875,0.0,-2.3315916175,1.0,-0.7420654296875,1.0,1.096822235,1.0,-0.7420654296875,1.0,0.015625,1.0,-0.7420654296875,0.0,-0.85888671875,1.0,-0.7420654296875,1.0,1.6399250328540802,1.0,-0.7420654296875,0.0,-0.375,1.0,-0.7420654296875,0.0,-5.162821932,1.0,-0.7420654296875,0.0,-1.13385395,1.0,-0.7420654296875,1.0,12.7054052871,1.0,-0.7420654296875,0.0,-1.9217987060546875,1.0,-0.7420654296875,0.0,-0.8577613532543182,1.0,-0.7420654296875,0.0,-1.09375,1.0,-0.7420654296875,0.0,-9.19589380525,1.0,-0.7420654296875,1.0,0.0463690757751464,1.0,-0.7420654296875,0.0,-2.277170103,1.0,-0.7420654296875,0.0,-1.743329075,1.0,-0.7420654296875,0.0,-0.359375,1.0,-0.7420654296875
blogger,agent,1.0,0.54102085,1.0,-0.4998779296875,0.0,-1.508951175,1.0,-0.4998779296875,1.0,8.2072731048,1.0,-0.4998779296875,1.0,1.0078125,1.0,-0.4998779296875,0.0,-0.609375,1.0,-0.4998779296875,1.0,0.4618663489818573,1.0,-0.4998779296875,0.0,-0.375244140625,1.0,-0.4998779296875,0.0,-4.586261793,1.0,-0.4998779296875,0.0,-1.098975245,1.0,-0.4998779296875,1.0,16.008249660315,1.0,-0.4998779296875,0.0,-1.5532436072826383,1.0,-0.4998779296875,0.0,-0.5656166672706604,1.0,-0.4998779296875,0.0,-0.968994140625,1.0,-0.4998779296875,0.0,-6.115411975000001,1.0,-0.4998779296875,0.0,-0.541320338845253,1.0,-0.4998779296875,0.0,-2.50400478,1.0,-0.4998779296875,0.0,-4.35615521575,1.0,-0.4998779296875,0.0,-0.1796875,1.0,-0.4998779296875
board,patient,0.5,0.1260970525,1.0,-0.76202392578125,0.0,-1.7506651425000002,1.0,-0.76202392578125,1.0,7.89108400275,1.0,-0.76202392578125,1.0,0.140625,1.0,-0.76202392578125,0.0,-0.894775390625,1.0,-0.76202392578125,0.0,-0.690037727355957,1.0,-0.76202392578125,0.0,-0.6873779296875,1.0,-0.76202392578125,0.0,-4.61357825575,1.0,-0.76202392578125,0.0,-1.0146054975,1.0,-0.76202392578125,1.0,18.1836485212,1.0,-0.76202392578125,0.0,-2.775119818747044,1.0,-0.76202392578125,0.0,-0.8133864402770996,1.0,-0.76202392578125,0.0,-1.15594482421875,1.0,-0.76202392578125,0.0,-3.0856464125,1.0,-0.76202392578125,0.0,-0.7693464756011963,1.0,-0.76202392578125,0.0,-0.6517506799999999,1.0,-0.76202392578125,0.0,-3.450998322,1.0,-0.76202392578125,0.0,-0.45306396484375,1.0,-0.76202392578125
book,patient,0.0,-0.45674794,1.0,-0.6978352864583334,0.0,-1.3547529066666666,1.0,-0.6978352864583334,1.0,6.8815526325,1.0,-0.6978352864583334,1.0,1.2396647135416667,1.0,-0.6978352864583334,0.0,-0.6460774739583334,1.0,-0.6978352864583334,1.0,0.9332891901334128,1.0,-0.6978352864583334,0.0,-0.9166666666666666,1.0,-0.6978352864583334,0.0,-3.44507908,1.0,-0.6978352864583334,0.0,-0.29989429,1.0,-0.6978352864583334,1.0,8.820769964666667,1.0,-0.6978352864583334,0.0,-0.9777374267578124,1.0,-0.6978352864583334,0.0,-0.3314723968505859,1.0,-0.6978352864583334,0.0,-0.4375813802083333,1.0,-0.6978352864583334,0.0,-3.1011277033333333,1.0,-0.6978352864583334,1.0,1.590593044956525,1.0,-0.6978352864583334,0.0,-0.8277376666666667,1.0,-0.6978352864583334,0.0,-0.7724068366666667,1.0,-0.6978352864583334,0.0,-0.5,1.0,-0.6978352864583334
bottle,patient,0.0,-1.068544325,1.0,-0.546630859375,0.0,-2.077592865,1.0,-0.546630859375,1.0,4.146525525,1.0,-0.546630859375,1.0,0.672119140625,1.0,-0.546630859375,0.0,-0.3125,1.0,-0.546630859375,1.0,0.9048919677734376,1.0,-0.546630859375,0.5,-0.125,1.0,-0.546630859375,0.0,-4.546004627,1.0,-0.546630859375,0.0,-0.5674848549999999,1.0,-0.546630859375,1.0,16.10064525368,1.0,-0.546630859375,0.0,-2.32950971275568,1.0,-0.546630859375,0.0,-0.7894582450389862,1.0,-0.546630859375,0.0,-0.9530029296875,1.0,-0.546630859375,0.0,-4.582187115,1.0,-0.546630859375,1.0,0.8355598300695419,1.0,-0.546630859375,0.0,-0.190188875,1.0,-0.546630859375,0.0,-1.12012299,1.0,-0.546630859375,0.0,-0.1953125,1.0,-0.546630859375
bowl,patient,0.0,-1.307617625,1.0,-0.5784912109375,0.0,-2.2971581125,1.0,-0.5784912109375,1.0,2.34765436,1.0,-0.5784912109375,1.0,0.3515625,1.0,-0.5784912109375,0.0,-0.6563720703125,1.0,-0.5784912109375,1.0,1.3941326290369036,1.0,-0.5784912109375,0.0,-0.5,1.0,-0.5784912109375,0.0,-5.17819171,1.0,-0.5784912109375,0.0,-1.066033475,1.0,-0.5784912109375,1.0,15.506614733625,1.0,-0.5784912109375,0.0,-2.446399673819542,1.0,-0.5784912109375,0.0,-1.116507053375244,1.0,-0.5784912109375,0.0,-1.0,1.0,-0.5784912109375,0.0,-7.57288616285,1.0,-0.5784912109375,1.0,0.113041877746582,1.0,-0.5784912109375,0.0,-0.975207745,1.0,-0.5784912109375,0.0,-0.96267787,1.0,-0.5784912109375,0.0,-0.2421875,1.0,-0.5784912109375
