verb,gpt3-davinci_subj_acc,gpt3-davinci_subj_avg_LL_delta,gpt3-davinci_obj_acc,gpt3-davinci_obj_avg_LL_delta,gpt3-babbage_subj_acc,gpt3-babbage_subj_avg_LL_delta,gpt3-babbage_obj_acc,gpt3-babbage_obj_avg_LL_delta,text-davinci-001_subj_acc,text-davinci-001_subj_avg_LL_delta,text-davinci-001_obj_acc,text-davinci-001_obj_avg_LL_delta,bloom-1b1_subj_acc,bloom-1b1_subj_avg_LL_delta,bloom-1b1_obj_acc,bloom-1b1_obj_avg_LL_delta,bloom-3b_subj_acc,bloom-3b_subj_avg_LL_delta,bloom-3b_obj_acc,bloom-3b_obj_avg_LL_delta,gpt2-x_subj_acc,gpt2-x_subj_avg_LL_delta,gpt2-x_obj_acc,gpt2-x_obj_avg_LL_delta,bloom-560m_subj_acc,bloom-560m_subj_avg_LL_delta,bloom-560m_obj_acc,bloom-560m_obj_avg_LL_delta,gpt3-ada_subj_acc,gpt3-ada_subj_avg_LL_delta,gpt3-ada_obj_acc,gpt3-ada_obj_avg_LL_delta,gpt3-curie_subj_acc,gpt3-curie_subj_avg_LL_delta,gpt3-curie_obj_acc,gpt3-curie_obj_avg_LL_delta,text-davinci-003_subj_acc,text-davinci-003_subj_avg_LL_delta,text-davinci-003_obj_acc,text-davinci-003_obj_avg_LL_delta,gpt2-medium_subj_acc,gpt2-medium_subj_avg_LL_delta,gpt2-medium_obj_acc,gpt2-medium_obj_avg_LL_delta,gpt2-xl_subj_acc,gpt2-xl_subj_avg_LL_delta,gpt2-xl_obj_acc,gpt2-xl_obj_avg_LL_delta,bloom-1b7_subj_acc,bloom-1b7_subj_avg_LL_delta,bloom-1b7_obj_acc,bloom-1b7_obj_avg_LL_delta,text-ada-001_subj_acc,text-ada-001_subj_avg_LL_delta,text-ada-001_obj_acc,text-ada-001_obj_avg_LL_delta,gpt2-large_subj_acc,gpt2-large_subj_avg_LL_delta,gpt2-large_obj_acc,gpt2-large_obj_avg_LL_delta,text-curie-001_subj_acc,text-curie-001_subj_avg_LL_delta,text-curie-001_obj_acc,text-curie-001_obj_avg_LL_delta,text-babbage-001_subj_acc,text-babbage-001_subj_avg_LL_delta,text-babbage-001_obj_acc,text-babbage-001_obj_avg_LL_delta,bloom-7b1_subj_acc,bloom-7b1_subj_avg_LL_delta,bloom-7b1_obj_acc,bloom-7b1_obj_avg_LL_delta
paints,0.3541666666666667,-0.11913232625,1.0,-0.653594970703125,0.0,-1.8837603305,1.0,-0.653594970703125,1.0,6.152299837712499,1.0,-0.653594970703125,1.0,0.3922170003255208,1.0,-0.653594970703125,0.0,-0.9258015950520834,1.0,-0.653594970703125,0.8333333333333334,0.3999582175165415,1.0,-0.653594970703125,0.0,-0.9634246826171876,1.0,-0.653594970703125,0.0,-4.820619472041668,1.0,-0.653594970703125,0.0,-0.9155459225000002,1.0,-0.653594970703125,1.0,13.998490609578958,1.0,-0.653594970703125,0.0,-2.036063429278632,1.0,-0.653594970703125,0.0,-1.0240459473182757,1.0,-0.653594970703125,0.0,-0.8991139729817709,1.0,-0.653594970703125,0.0,-6.765616688270832,1.0,-0.653594970703125,0.2291666666666666,-0.4145377439757188,1.0,-0.653594970703125,0.0,-1.8204247367916668,1.0,-0.653594970703125,0.0,-2.8500629975625014,1.0,-0.653594970703125,0.0,-0.3486226399739583,1.0,-0.653594970703125
performs,0.0,-0.563077323076923,1.0,-0.5145545372596154,0.0,-1.4399235884615382,1.0,-0.5145545372596154,1.0,6.291126467169231,1.0,-0.5145545372596154,1.0,0.4471153846153846,1.0,-0.5145545372596154,0.4615384615384615,-0.1442495492788461,1.0,-0.5145545372596154,1.0,0.8839152180231534,1.0,-0.5145545372596154,0.0,-0.6730769230769231,1.0,-0.5145545372596154,0.0,-4.146904832538461,1.0,-0.5145545372596154,0.0,-0.7643279546153846,1.0,-0.5145545372596154,1.0,14.488618550356923,1.0,-0.5145545372596154,0.0,-1.5050861743780284,1.0,-0.5145545372596154,0.0,-0.5583487336452191,1.0,-0.5145545372596154,0.0769230769230769,-0.5047889122596154,1.0,-0.5145545372596154,0.3846153846153846,-3.0138680822307693,1.0,-0.5145545372596154,0.6923076923076923,0.2590274054270524,1.0,-0.5145545372596154,0.0,-1.534151698,1.0,-0.5145545372596154,0.2307692307692307,-0.839079425076923,1.0,-0.5145545372596154,0.0,-0.3401254507211538,1.0,-0.5145545372596154
photographs,0.2222222222222222,-0.6420481905555556,1.0,-0.7680935329861112,0.0,-1.859449073555556,1.0,-0.7680935329861112,1.0,4.550185080116666,1.0,-0.7680935329861112,1.0,0.6275363498263888,1.0,-0.7680935329861112,0.0,-1.2777370876736112,1.0,-0.7680935329861112,0.5555555555555556,0.271584830350346,1.0,-0.7680935329861112,0.2222222222222222,-0.3750949435763889,1.0,-0.7680935329861112,0.0,-5.101569726666666,1.0,-0.7680935329861112,0.0,-0.5933220227777778,1.0,-0.7680935329861112,0.9444444444444444,12.630979633372778,1.0,-0.7680935329861112,0.0,-2.011107669108444,1.0,-0.7680935329861112,0.0,-1.703443941142824,1.0,-0.7680935329861112,0.1666666666666666,-0.8506401909722222,1.0,-0.7680935329861112,0.0,-6.107750541350001,1.0,-0.7680935329861112,0.0,-0.8743300437927246,1.0,-0.7680935329861112,0.1111111111111111,-0.7277563744444444,1.0,-0.7680935329861112,0.0,-3.1027213539444443,1.0,-0.7680935329861112,0.0,-0.5208468967013888,1.0,-0.7680935329861112
plays,0.6153846153846154,0.0910318046153846,1.0,-0.5402362530048077,0.0,-1.800474198846154,1.0,-0.5402362530048077,1.0,4.703373928315385,1.0,-0.5402362530048077,0.5384615384615384,0.001201923076923,1.0,-0.5402362530048077,0.0,-0.4741586538461538,1.0,-0.5402362530048077,0.7307692307692307,0.2148587291057293,1.0,-0.5402362530048077,0.0,-1.0288179837740383,1.0,-0.5402362530048077,0.0,-7.146727151719233,1.0,-0.5402362530048077,0.0,-0.6524559065384613,1.0,-0.5402362530048077,1.0,15.955183056770382,1.0,-0.5402362530048077,0.0,-2.415815064540276,1.0,-0.5402362530048077,0.0,-0.9029422482618918,1.0,-0.5402362530048077,0.0,-0.6814716045673077,1.0,-0.5402362530048077,0.0,-9.293016818142307,1.0,-0.5402362530048077,0.0,-1.1932263786976154,1.0,-0.5402362530048077,0.0,-1.3986113673076923,1.0,-0.5402362530048077,0.0,-2.850312591461538,1.0,-0.5402362530048077,0.0,-0.3461538461538461,1.0,-0.5402362530048077
reads,0.2941176470588235,-0.6474401967647058,1.0,-0.7242072610294118,0.0,-1.7732102335294118,1.0,-0.7242072610294118,0.8823529411764706,3.048633590297059,1.0,-0.7242072610294118,0.9411764705882352,0.4724695542279412,1.0,-0.7242072610294118,0.0,-1.2996646656709558,1.0,-0.7242072610294118,0.6176470588235294,0.1617621262283886,1.0,-0.7242072610294118,0.1176470588235294,-0.5440996955422794,1.0,-0.7242072610294118,0.0,-3.79703562267647,1.0,-0.7242072610294118,0.0,-0.8463159300000002,1.0,-0.7242072610294118,1.0,9.637271361533235,1.0,-0.7242072610294118,0.0,-1.54368755922598,1.0,-0.7242072610294118,0.0,-0.913011359379572,1.0,-0.7242072610294118,0.0294117647058823,-0.5468319163602942,1.0,-0.7242072610294118,0.088235294117647,-4.282174585991177,1.0,-0.7242072610294118,0.2647058823529412,-0.340484511326341,1.0,-0.7242072610294118,0.2058823529411764,-1.2168970912058823,1.0,-0.7242072610294118,0.0588235294117647,-2.059662979647059,1.0,-0.7242072610294118,0.0,-0.4972211052389705,1.0,-0.7242072610294118
sculpts,0.8,0.7535985463333336,1.0,-0.565576171875,0.0,-1.8233911703333336,1.0,-0.565576171875,1.0,6.452758709693333,1.0,-0.565576171875,0.5666666666666667,0.0645670572916666,1.0,-0.565576171875,0.0,-0.88184814453125,1.0,-0.565576171875,0.9,0.3556439816951752,1.0,-0.565576171875,0.0,-1.1583740234375,1.0,-0.565576171875,0.0,-4.8876822458,1.0,-0.565576171875,0.0,-0.8352155740000001,1.0,-0.565576171875,1.0,15.785302514948668,1.0,-0.565576171875,0.0,-2.1652397106091184,1.0,-0.565576171875,0.0,-1.0300084839264552,1.0,-0.565576171875,0.0,-0.9603800455729168,1.0,-0.565576171875,0.0,-7.482278089613666,1.0,-0.565576171875,0.1333333333333333,-0.500446230173111,1.0,-0.565576171875,0.0,-1.8338425801,1.0,-0.565576171875,0.0,-3.5636818380333324,1.0,-0.565576171875,0.0,-0.25,1.0,-0.565576171875
sells,0.3611111111111111,-0.1548519966666666,1.0,-0.6117418077256944,0.0,-1.4837997095833328,1.0,-0.6117418077256944,1.0,8.322344251491668,1.0,-0.6117418077256944,1.0,1.0306532118055556,1.0,-0.6117418077256944,0.125,-0.4893815782335069,1.0,-0.6117418077256944,0.9861111111111112,0.837937682453129,1.0,-0.6117418077256944,0.3611111111111111,-0.1909450954861111,1.0,-0.6117418077256944,0.0,-3.456623152027777,1.0,-0.6117418077256944,0.0,-0.8314723986111109,1.0,-0.6117418077256944,1.0,12.64771572138194,1.0,-0.6117418077256944,0.0,-1.4722754791792896,1.0,-0.6117418077256944,0.0,-0.6152663143972555,1.0,-0.6117418077256944,0.0277777777777777,-0.7061937120225694,1.0,-0.6117418077256944,0.2222222222222222,-2.600406924800001,1.0,-0.6117418077256944,0.9305555555555556,0.7886278937674231,1.0,-0.6117418077256944,0.1111111111111111,-0.8409078565277779,1.0,-0.6117418077256944,0.1388888888888889,-1.5593830847083328,1.0,-0.6117418077256944,0.0,-0.3916897243923611,1.0,-0.6117418077256944
sews,0.45,-0.072372284,1.0,-0.70087890625,0.0,-2.194859277,1.0,-0.70087890625,0.95,5.70708201793,1.0,-0.70087890625,0.6,0.1054931640625,1.0,-0.70087890625,0.0,-1.283575439453125,1.0,-0.70087890625,1.0,0.6533137261867523,1.0,-0.70087890625,0.0,-0.6749267578125,1.0,-0.70087890625,0.0,-4.59010094155,1.0,-0.70087890625,0.0,-0.917445649,1.0,-0.70087890625,1.0,13.871861999957002,1.0,-0.70087890625,0.0,-1.915091324597597,1.0,-0.70087890625,0.0,-0.911388836801052,1.0,-0.70087890625,0.0,-0.87342529296875,1.0,-0.70087890625,0.0,-6.380593680395,1.0,-0.70087890625,0.2,-0.5626196920871734,1.0,-0.70087890625,0.0,-2.4686790505500005,1.0,-0.70087890625,0.1,-2.8617761912,1.0,-0.70087890625,0.0,-0.41092529296875,1.0,-0.70087890625
shaves,0.4,-0.095837372,1.0,-0.6446126302083334,0.0,-1.8512282753333331,1.0,-0.6446126302083334,1.0,7.538989997806666,1.0,-0.6446126302083334,0.4,0.0187825520833333,1.0,-0.6446126302083334,0.0,-0.8938151041666667,1.0,-0.6446126302083334,0.6,0.1453943928082784,1.0,-0.6446126302083334,0.0,-0.6499837239583334,1.0,-0.6446126302083334,0.0,-5.056039316233333,1.0,-0.6446126302083334,0.0,-0.8694216186666668,1.0,-0.6446126302083334,1.0,13.405407220168,1.0,-0.6446126302083334,0.0,-2.052827442685763,1.0,-0.6446126302083334,0.0,-1.0796087861061097,1.0,-0.6446126302083334,0.0,-0.9873860677083334,1.0,-0.6446126302083334,0.1333333333333333,-4.951516371173333,1.0,-0.6446126302083334,0.2,-0.2545942962169647,1.0,-0.6446126302083334,0.0,-1.454884962666667,1.0,-0.6446126302083334,0.0,-3.904537883666667,1.0,-0.6446126302083334,0.0,-0.3833170572916666,1.0,-0.6446126302083334
stitches,0.4583333333333333,-0.0644834074999999,1.0,-0.8571014404296875,0.0,-2.165131682291666,1.0,-0.8571014404296875,0.9791666666666666,5.763422150791666,1.0,-0.8571014404296875,0.2916666666666667,-0.1643727620442708,1.0,-0.8571014404296875,0.0208333333333333,-1.1637013753255208,1.0,-0.8571014404296875,0.6666666666666666,0.2606695878009001,1.0,-0.8571014404296875,0.0,-0.8958231608072916,1.0,-0.8571014404296875,0.0,-5.287374790708333,1.0,-0.8571014404296875,0.0,-1.1327813366666668,1.0,-0.8571014404296875,0.8958333333333334,9.67057592036854,1.0,-0.8571014404296875,0.0,-1.7235450663914282,1.0,-0.8571014404296875,0.0,-0.9667969963823756,1.0,-0.8571014404296875,0.0,-0.7428232828776041,1.0,-0.8571014404296875,0.1458333333333333,-5.952104353478126,1.0,-0.8571014404296875,0.1666666666666666,-0.7429660350705186,1.0,-0.8571014404296875,0.0,-2.801009741829167,1.0,-0.8571014404296875,0.0,-3.2250481683270835,1.0,-0.8571014404296875,0.0,-0.509063720703125,1.0,-0.8571014404296875
turns,0.5454545454545454,0.1952465038636364,1.0,-0.6300215287642046,0.0,-1.6053313355454548,1.0,-0.6300215287642046,1.0,7.883057921436362,1.0,-0.6300215287642046,1.0,1.0589433149857954,1.0,-0.6300215287642046,0.2272727272727272,-0.2197931463068181,1.0,-0.6300215287642046,0.2954545454545454,-0.3081346594474532,1.0,-0.6300215287642046,0.2045454545454545,-0.3693348277698863,1.0,-0.6300215287642046,0.0,-4.936472469454546,1.0,-0.6300215287642046,0.0,-0.6391537188636365,1.0,-0.6300215287642046,1.0,16.959770665912956,1.0,-0.6300215287642046,0.0,-2.147450169040398,1.0,-0.6300215287642046,0.0,-0.7916653129187498,1.0,-0.6300215287642046,0.0,-0.5894719904119318,1.0,-0.6300215287642046,0.1363636363636363,-3.658014189009092,1.0,-0.6300215287642046,0.2727272727272727,-0.6135727580298077,1.0,-0.6300215287642046,0.0909090909090909,-0.9540141820454549,1.0,-0.6300215287642046,0.0681818181818181,-1.6077705259090906,1.0,-0.6300215287642046,0.0,-0.3444047407670454,1.0,-0.6300215287642046
washes,0.0769230769230769,-0.9569292826923076,1.0,-0.6725416917067307,0.0,-1.9393969492307688,1.0,-0.6725416917067307,1.0,3.949703884634616,1.0,-0.6725416917067307,1.0,0.5042161207932693,1.0,-0.6725416917067307,0.0384615384615384,-0.63885498046875,1.0,-0.6725416917067307,0.9615384615384616,0.8621950206848291,1.0,-0.6725416917067307,0.1923076923076923,-0.3942964993990384,1.0,-0.6725416917067307,0.0,-4.561740550730769,1.0,-0.6725416917067307,0.0,-1.0943114326923076,1.0,-0.6725416917067307,1.0,14.847179807840767,1.0,-0.6725416917067307,0.0,-1.964072896884038,1.0,-0.6725416917067307,0.0384615384615384,-0.7222049740644602,1.0,-0.6725416917067307,0.0,-0.8834416316105769,1.0,-0.6725416917067307,0.0769230769230769,-3.899595637226923,1.0,-0.6725416917067307,1.0,0.5354614979945697,1.0,-0.6725416917067307,0.0,-1.7795317920769231,1.0,-0.6725416917067307,0.0384615384615384,-1.5332864444615386,1.0,-0.6725416917067307,0.0,-0.3851975661057692,1.0,-0.6725416917067307
