noun,LL_agent,LL_patient,semantic role,predicted,LL_delta,subj_ratio,human_rating,human_rating_var
busboy,-0.71923828125,-0.75048828125,agent,agent,0.03125,0.7171145685997171,0.8194444445,0.5653594771
businessman,-0.912109375,-0.755859375,agent,patient,-0.15625,0.8271439509954058,0.9027777777499999,0.4869281046
businesswoman,-0.771484375,-0.865234375,agent,agent,0.09375,0.7570036540803897,0.9305555555,0.3300653595
butcher,-0.673828125,-0.798828125,agent,agent,0.125,0.7276066412378339,0.9027777777499999,0.3692810458
cake,-0.77294921875,-0.67919921875,patient,patient,-0.09375,0.230019370690888,0.16666666675000003,0.7058823529
cameraman,-0.900390625,-0.587890625,agent,patient,-0.3125,0.705324074074074,0.875,0.6176470588
camper,-0.55517578125,-0.96142578125,agent,agent,0.40625,0.7956975142651014,0.8194444445,1.153594771
canvas,-1.2119140625,-0.3994140625,patient,patient,-0.8125,0.3871303934847232,0.125,0.3823529412
captain,-0.68798828125,-0.81298828125,agent,agent,0.125,0.7774360758884372,0.9027777777499999,0.3692810458
car,-0.8427734375,-0.6240234375,patient,patient,-0.21875,0.3570064841756182,0.52777777775,1.163398693
cardboard,-1.3212890625,-0.3525390625,patient,patient,-0.96875,0.3166576037701649,0.13888888900000002,0.7320261438
carpet,-0.990234375,-0.521484375,patient,patient,-0.46875,0.5206320574119812,0.13888888900000002,0.3790849673
carver,-1.087890625,-0.494140625,agent,patient,-0.59375,0.8386251851851851,0.888888889,0.3790849673
caterer,-0.98095703125,-0.60595703125,agent,patient,-0.375,0.5684324715241367,0.875,0.5
cd,-1.228515625,-0.416259765625,patient,patient,-0.812255859375,0.6047404328075499,0.25,0.8235294118
cellist,-0.89990234375,-0.58740234375,agent,patient,-0.3125,0.6043249561659848,0.9166666667500001,0.3529411765
cello,-1.0634765625,-0.469970703125,patient,patient,-0.593505859375,0.2123671183964943,0.26388888899999996,1.349673203
chauffeur,-0.923828125,-0.611328125,agent,patient,-0.3125,0.7000186396947015,0.8194444445,0.9183006536
chef,-0.806640625,-0.712890625,agent,patient,-0.09375,0.6582873608978369,0.9027777777499999,0.3692810458
choreography,-0.8974609375,-0.6162109375,patient,patient,-0.28125,0.661941251596424,0.3194444445,0.9183006536
clarinet,-0.86474609375,-0.61474609375,patient,patient,-0.25,0.3516357728380474,0.26388888899999996,1.349673203
clarinetist,-0.802734375,-0.677734375,agent,patient,-0.125,0.7790178571428571,0.875,0.9705882353
clay,-0.986328125,-0.517578125,patient,patient,-0.46875,0.72759543969391,0.09722222224999999,0.7222222222
cleaner,-0.572265625,-0.947265625,agent,agent,0.375,0.3573058275501473,0.7916666667500001,0.6176470588
clerk,-0.55322265625,-0.95947265625,agent,agent,0.40625,0.7568317979152734,0.8194444445,0.5653594771
cloth,-0.89794921875,-0.61669921875,patient,patient,-0.28125,0.2985090774863912,0.15277777775,0.9575163399
coat,-0.86572265625,-0.61572265625,patient,patient,-0.25,0.2074233122822833,0.18055555550000002,0.6830065359
code,-1.04296875,-0.54345703125,patient,patient,-0.49951171875,0.4440540805082204,0.47222222225,1.751633987
comedian,-1.0107421875,-0.51025390625,agent,patient,-0.50048828125,0.7264500011783838,0.9166666667500001,0.2352941176
concerto,-0.97705078125,-0.57080078125,patient,patient,-0.40625,0.3575925594705777,0.33333333325000003,1.294117647
confectioner,-0.8076171875,-0.6826171875,agent,patient,-0.125,0.788134135855546,0.888888889,0.3790849673
container,-0.9033203125,-0.6533203125,patient,patient,-0.25,0.4130819652046067,0.3055555555,0.8888888889
convertible,-0.94091796875,-0.56591796875,patient,patient,-0.375,0.333927888903045,0.40277777775,1.075163399
cook,-0.7998046875,-0.6748046875,agent,patient,-0.125,0.771662128955022,0.8472222222500001,0.9575163399
cotton,-1.02734375,-0.49609375,patient,patient,-0.53125,0.5096950117448502,0.11111111099999998,0.7320261438
countertop,-0.93017578125,-0.55517578125,patient,patient,-0.375,0.4369747899159664,0.06944444449999998,0.3300653595
crate,-0.9130859375,-0.5693359375,patient,patient,-0.34375,0.3601158910417259,0.13888888900000002,0.614379085
cushion,-1.029296875,-0.498291015625,patient,patient,-0.531005859375,0.2348091623636633,0.125,0.3823529412
cut,-0.81396484375,-0.65771484375,patient,patient,-0.15625,0.37019957940763,0.25,0.8235294118
dancer,-0.90283203125,-0.59033203125,agent,patient,-0.3125,0.7019863911947872,0.875,0.2647058824
dealer,-0.66796875,-0.91796875,agent,agent,0.25,0.7802627606935202,0.8472222222500001,0.6045751634
dish,-0.947265625,-0.541015625,patient,patient,-0.40625,0.3054778558808377,0.16666666675000003,0.7058823529
doctor,-0.9013671875,-0.6201171875,agent,patient,-0.28125,0.727197186722784,0.9166666667500001,0.3529411765
dough,-1.0078125,-0.50830078125,patient,patient,-0.49951171875,0.2847394090753257,0.22222222225,1.045751634
dressmaker,-0.81591796875,-0.69091796875,agent,patient,-0.125,0.7181686791925032,0.888888889,0.614379085
driver,-1.1875,-0.56201171875,agent,patient,-0.62548828125,0.7163646518408429,0.875,0.2647058824
drug,-1.056640625,-0.494140625,patient,patient,-0.5625,0.6016625445473285,0.41666666674999997,1.411764706
drummer,-1.259765625,-0.385009765625,agent,patient,-0.874755859375,0.6652377441314151,0.888888889,0.3790849673
duffle,-0.8046875,-0.6796875,patient,patient,-0.125,0.5681492109038737,0.125,0.3823529412
essay,-0.89306640625,-0.70556640625,patient,patient,-0.1875,0.4579251467157587,0.29166666674999997,0.9705882353
essayist,-0.99755859375,-0.59130859375,agent,patient,-0.40625,0.83241330502477,0.9166666667500001,0.3529411765
fabric,-0.94189453125,-0.59814453125,patient,patient,-0.34375,0.4367859577448622,0.08333333324999997,0.4705882353
fillet,-1.0,-0.53173828125,patient,patient,-0.46826171875,0.4050479800016128,0.06944444449999998,0.4477124183
fish,-1.1923828125,-0.411376953125,patient,patient,-0.781005859375,0.466691092091373,0.5694444445,0.8006535948
floor,-1.2177734375,-0.405517578125,patient,patient,-0.812255859375,0.3981600225925663,0.09722222224999999,0.3692810458
flute,-1.025390625,-0.494140625,patient,patient,-0.53125,0.2487283060154625,0.29166666674999997,0.9705882353
flutist,-1.216796875,-0.404541015625,agent,patient,-0.812255859375,0.5428265524625268,0.9027777777499999,0.3692810458
food,-1.1494140625,-0.4619140625,patient,patient,-0.6875,0.279496251612914,0.26388888899999996,0.8790849673
gem,-1.060546875,-0.466552734375,patient,patient,-0.593994140625,0.5298536940509476,0.11111111099999998,0.3790849673
glass,-1.02734375,-0.49609375,patient,patient,-0.53125,0.2116331277533039,0.27777777775,0.9281045752
hairdresser,-0.8515625,-0.6953125,agent,patient,-0.15625,0.7012600969305331,0.8472222222500001,1.075163399
handle,-1.140625,-0.453125,patient,patient,-0.6875,0.1769893706564569,0.125,0.3823529412
hat,-1.005859375,-0.505859375,patient,patient,-0.5,0.1611221420146439,0.13888888900000002,0.614379085
herb,-1.154296875,-0.435546875,patient,patient,-0.71875,0.4867927073263943,0.29166666674999997,1.088235294
hiker,-1.23828125,-0.39453125,agent,patient,-0.84375,0.7838630806845965,0.9027777777499999,0.3692810458
housekeeper,-0.86083984375,-0.67333984375,agent,patient,-0.1875,0.650714095426448,0.8472222222500001,0.4869281046
ice,-1.08203125,-0.457275390625,patient,patient,-0.624755859375,0.6086624118660292,0.25,1.176470588
illustrator,-1.091796875,-0.498291015625,agent,patient,-0.593505859375,0.62625,0.9444444445,0.1830065359
ingredient,-0.88623046875,-0.63623046875,patient,patient,-0.25,0.7034270613461989,0.29166666674999997,0.9705882353
instrument,-1.0234375,-0.5234375,patient,patient,-0.5,0.5326638456423025,0.3055555555,0.6535947712
item,-0.83984375,-0.77734375,patient,patient,-0.0625,0.5915449746229394,0.19444444449999998,0.7712418301
jacket,-0.74658203125,-0.71533203125,patient,patient,-0.03125,0.135252417636453,0.16666666675000003,0.4705882353
janitor,-0.71044921875,-0.77294921875,agent,agent,0.0625,0.7745593454851711,0.888888889,0.4967320261
jet,-1.0478515625,-0.485595703125,patient,patient,-0.562255859375,0.5624798191798515,0.58333333325,0.8235294118
jeweler,-0.9072265625,-0.6259765625,agent,patient,-0.28125,0.7374281609195402,0.875,0.5
jewelry,-0.966796875,-0.560546875,patient,patient,-0.40625,0.2255342095517772,0.09722222224999999,0.3692810458
journalist,-1.02734375,-0.71533203125,agent,patient,-0.31201171875,0.8138479170633187,0.9027777777499999,0.3692810458
kite,-1.001953125,-0.50146484375,patient,patient,-0.50048828125,0.4014406144197778,0.38888888899999996,0.8496732026
knob,-0.95166015625,-0.54541015625,patient,patient,-0.40625,0.2054009004520378,0.15277777775,0.7222222222
lady,-0.9677734375,-0.6240234375,agent,patient,-0.34375,0.7152875856411037,0.72222222225,0.5751633987
lake,-1.1728515625,-0.4228515625,patient,patient,-0.75,0.613765862101466,0.19444444449999998,0.8888888889
landscape,-1.0068359375,-0.53759765625,patient,patient,-0.46923828125,0.5124950705027649,0.125,0.9705882353
letter,-0.91845703125,-0.60595703125,patient,patient,-0.3125,0.2604193705903665,0.27777777775,1.281045752
line,-1.1533203125,-0.4345703125,patient,patient,-0.71875,0.4926438812469622,0.20833333324999997,0.9705882353
lotion,-0.7890625,-0.6640625,patient,patient,-0.125,0.3798640193967344,0.13888888900000002,0.8496732026
lunchbox,-0.8876953125,-0.6064453125,patient,patient,-0.28125,0.2488408037094281,0.13888888900000002,0.3790849673
machine,-0.8623046875,-0.6435546875,agent,patient,-0.21875,0.5131729950809574,0.625,0.9705882353
magazine,-0.9052734375,-0.5927734375,patient,patient,-0.3125,0.6617302627865612,0.20833333324999997,0.7352941176
maid,-0.60498046875,-0.91748046875,agent,agent,0.3125,0.6277443715239496,0.888888889,0.3790849673
make,-0.83984375,-0.65234375,patient,patient,-0.1875,0.527764830397101,0.15277777775,0.839869281
man,-0.78076171875,-0.68701171875,agent,patient,-0.09375,0.7554710730485904,0.736111111,0.6437908497
marble,-1.3125,-0.34375,patient,patient,-0.96875,0.5925970766927886,0.11111111099999998,0.7320261438
mason,-0.7919921875,-0.6669921875,agent,patient,-0.125,0.8182577761451758,0.763888889,1.820261438
material,-1.029296875,-0.56005859375,patient,patient,-0.46923828125,0.4244436794726096,0.18055555550000002,0.6830065359
meat,-0.9306640625,-0.5556640625,patient,patient,-0.375,0.2937742399320657,0.15277777775,0.6045751634
mirror,-1.08203125,-0.457275390625,patient,patient,-0.624755859375,0.4172552118154743,0.22222222225,0.5751633987
model,-0.98974609375,-0.55224609375,patient,patient,-0.4375,0.5225791591861056,0.8055555555,0.5359477124
motorcycle,-1.216796875,-0.404541015625,patient,patient,-0.812255859375,0.1839998305515547,0.513888889,1.114379085
motorist,-0.8994140625,-0.6181640625,agent,patient,-0.28125,0.7813624299616633,0.875,0.7352941176
mountain,-1.2314453125,-0.387939453125,patient,patient,-0.843505859375,0.5334323833930582,0.16666666675000003,0.5882352941
mover,-1.427734375,-0.33349609375,agent,patient,-1.09423828125,0.7995169979565299,0.8333333332499999,0.5882352941
mushroom,-1.5,-0.28125,patient,patient,-1.21875,0.6628412518115232,0.34722222225,0.7222222222
musician,-1.16015625,-0.441162109375,agent,patient,-0.718994140625,0.7683468135486773,0.8472222222500001,1.075163399
narrator,-1.220703125,-0.751953125,agent,patient,-0.46875,0.9301596095106904,0.875,0.3823529412
notetaker,-1.080078125,-0.51708984375,agent,patient,-0.56298828125,0.6521739130434783,0.888888889,0.3790849673
novel,-0.919921875,-0.576171875,patient,patient,-0.34375,0.5552851720679894,0.33333333325000003,1.294117647
novelist,-0.9296875,-0.5859375,agent,patient,-0.34375,0.8581502958270066,0.9305555555,0.3300653595
orator,-0.73779296875,-0.73779296875,agent,agent,0.0,0.7630716592682172,0.9027777777499999,0.3692810458
packaging,-1.03125,-0.53125,patient,patient,-0.5,0.7009678901262534,0.23611111099999998,1.114379085
painter,-0.9150390625,-0.5712890625,agent,patient,-0.34375,0.7821009251135986,0.888888889,0.4967320261
panel,-0.8779296875,-0.5966796875,patient,patient,-0.28125,0.6211102862989788,0.08333333324999997,0.3529411765
paper,-1.1962890625,-0.4150390625,patient,patient,-0.78125,0.4392133193897121,0.19444444449999998,0.6535947712
passage,-1.1484375,-0.461181640625,patient,patient,-0.687255859375,0.4899807559701843,0.26388888899999996,0.8790849673
pastry,-0.94775390625,-0.54150390625,patient,patient,-0.40625,0.2701681953599662,0.18055555550000002,0.8006535948
patissier,-1.0322265625,-0.5009765625,agent,patient,-0.53125,1.0,0.8333333332499999,1.058823529
pattern,-0.97509765625,-0.53759765625,patient,patient,-0.4375,0.4493490801876835,0.11111111099999998,0.3790849673
peddler,-1.10546875,-0.48046875,agent,patient,-0.625,0.8159688760395474,0.7916666667500001,1.441176471
pepper,-1.1640625,-0.41455078125,patient,patient,-0.74951171875,0.3222268887955574,0.25,1.411764706
person,-0.8154296875,-0.6904296875,agent,patient,-0.125,0.7692866697575119,0.72222222225,0.5751633987
photographer,-1.1748046875,-0.42529296875,agent,patient,-0.74951171875,0.8198028779152744,0.9305555555,0.2124183007
pianist,-1.0478515625,-0.485595703125,agent,patient,-0.562255859375,0.736492945359997,0.9166666667500001,0.2352941176
piano,-0.94580078125,-0.53955078125,patient,patient,-0.40625,0.2521461282627244,0.27777777775,0.9281045752
pie,-1.0595703125,-0.4658203125,patient,patient,-0.59375,0.2844567311909498,0.125,0.6176470588
pilot,-1.05859375,-0.495849609375,agent,patient,-0.562744140625,0.7922529936722077,0.9166666667500001,0.2352941176
pizza,-1.025390625,-0.493896484375,patient,patient,-0.531494140625,0.1931616041070905,0.20833333324999997,0.7352941176
plane,-1.087890625,-0.46337890625,patient,patient,-0.62451171875,0.5646949588633563,0.52777777775,0.9281045752
poem,-0.9326171875,-0.5888671875,patient,patient,-0.34375,0.5112425583228677,0.375,0.9705882353
poet,-0.966796875,-0.560546875,agent,patient,-0.40625,0.8393257931005206,0.9027777777499999,0.3692810458
portraitist,-0.970703125,-0.533203125,agent,patient,-0.4375,0.5025906735751295,0.9166666667500001,0.5882352941
pot,-1.0791015625,-0.4541015625,patient,patient,-0.625,0.2465232506696751,0.20833333324999997,0.6176470588
potato,-1.154296875,-0.404296875,patient,patient,-0.75,0.4906457200884057,0.16666666675000003,0.4705882353
potter,-1.064453125,-0.470703125,agent,patient,-0.59375,0.8048472398269155,0.8472222222500001,1.075163399
product,-0.8876953125,-0.7626953125,patient,patient,-0.125,0.578033384553348,0.18055555550000002,0.5653594771
professor,-1.041015625,-0.63427734375,agent,patient,-0.40673828125,0.5973223820861565,0.888888889,0.4967320261
proposal,-0.9482421875,-0.6669921875,patient,patient,-0.28125,0.4644766721689757,0.40277777775,1.310457516
pumpkin,-1.2021484375,-0.39013671875,patient,patient,-0.81201171875,0.3378143392188336,0.20833333324999997,0.8529411765
quilt,-0.88037109375,-0.59912109375,patient,patient,-0.28125,0.2468254853136111,0.15277777775,0.9575163399
racer,-1.15625,-0.4375,agent,patient,-0.71875,0.5700952751312464,0.9166666667500001,0.2352941176
report,-0.92138671875,-0.73388671875,patient,patient,-0.1875,0.5140173619638204,0.23611111099999998,1.114379085
roadtripper,-0.93994140625,-0.56494140625,agent,patient,-0.375,,0.8194444445,0.6830065359
routine,-1.5537109375,-0.30419921875,patient,patient,-1.24951171875,0.4310884235551161,0.26388888899999996,0.9967320261
salesman,-0.400146484375,-1.275390625,agent,agent,0.875244140625,0.8408144354298549,0.875,0.5
saleswoman,-0.3857421875,-1.3544921875,agent,agent,0.96875,0.6937556561085972,0.9027777777499999,0.4869281046
salmon,-1.078125,-0.453369140625,patient,patient,-0.624755859375,0.5145856694781662,0.4444444445,0.4183006536
scene,-0.6787109375,-0.9599609375,patient,agent,0.28125,0.5275790932701754,0.15277777775,0.4869281046
screw,-1.19921875,-0.41796875,patient,patient,-0.78125,0.3746328524819579,0.29166666674999997,1.323529412
scribe,-0.8740234375,-0.6240234375,agent,patient,-0.25,0.8289168243991286,0.66666666675,2.588235294
script,-0.91748046875,-0.60498046875,patient,patient,-0.3125,0.359241840356911,0.3055555555,1.477124183
sculptor,-1.05078125,-0.48876953125,agent,patient,-0.56201171875,0.8222244742353612,0.9027777777499999,0.4869281046
seamster,-0.791015625,-0.666015625,agent,patient,-0.125,0.4697508896797153,0.875,0.9705882353
seamstress,-0.90234375,-0.62109375,agent,patient,-0.28125,0.705175983436853,0.9166666667500001,0.3529411765
section,-0.62646484375,-0.93896484375,patient,agent,0.3125,0.6163031763845379,0.18055555550000002,0.8006535948
shirt,-0.78466796875,-0.69091796875,patient,patient,-0.09375,0.1470402120074231,0.16666666675000003,0.3529411765
shopkeeper,-0.7421875,-0.8046875,agent,agent,0.0625,0.8345768794862108,0.875,0.3823529412
sideburn,-1.41796875,-0.35546875,patient,patient,-1.0625,0.0,0.11111111099999998,0.4967320261
silk,-0.974609375,-0.537109375,patient,patient,-0.4375,0.4336928958218347,0.125,0.6176470588
silverware,-1.07421875,-0.480712890625,patient,patient,-0.593505859375,0.3993605580584217,0.16666666675000003,0.5882352941
singer,-0.82763671875,-0.70263671875,agent,patient,-0.125,0.7193847248894775,0.861111111,0.4967320261
snack,-0.94873046875,-0.54248046875,patient,patient,-0.40625,0.1100928575284781,0.09722222224999999,0.3692810458
soloist,-1.08984375,-0.65234375,agent,patient,-0.4375,0.8883019840247359,0.888888889,1.08496732
sonata,-1.0791015625,-0.48486328125,patient,patient,-0.59423828125,0.4617311122073388,0.3055555555,0.8888888889
song,-0.92822265625,-0.61572265625,patient,patient,-0.3125,0.3290354885986993,0.40277777775,1.89869281
steak,-0.94580078125,-0.53955078125,patient,patient,-0.40625,0.2259352888286574,0.15277777775,0.4869281046
stone,-1.302734375,-0.364990234375,patient,patient,-0.937744140625,0.4616362957782713,0.20833333324999997,0.7352941176
stubble,-1.0615234375,-0.53076171875,patient,patient,-0.53076171875,0.3544248512310968,0.11111111099999998,0.614379085
student,-1.0625,-1.03125,agent,patient,-0.03125,0.8308998593674339,0.8055555555,0.6535947712
suitcase,-0.6982421875,-0.7607421875,patient,agent,0.0625,0.0965088688139091,0.15277777775,0.839869281
surface,-1.3583984375,-0.358642578125,patient,patient,-0.999755859375,0.4936497931515636,0.11111111099999998,0.4967320261
surgeon,-1.0283203125,-0.5595703125,agent,patient,-0.46875,0.7767204590230489,0.9444444445,0.1830065359
suv,-1.33203125,-0.394775390625,patient,patient,-0.937255859375,0.4802790448081567,0.5,1.058823529
tailor,-0.9033203125,-0.5908203125,agent,patient,-0.3125,0.7073704655567419,0.9166666667500001,0.3529411765
tank,-1.052734375,-0.490234375,patient,patient,-0.5625,0.5643555656845368,0.54166666675,1.558823529
teacher,-0.92138671875,-0.92138671875,agent,agent,0.0,0.852903806887263,0.9027777777499999,0.4869281046
telemarketer,-0.71044921875,-0.74169921875,agent,agent,0.03125,0.9025641025641026,0.8472222222500001,0.6045751634
tent,-0.75732421875,-0.69482421875,patient,patient,-0.0625,0.2612349060126976,0.15277777775,0.4869281046
thread,-1.2216796875,-0.409423828125,patient,patient,-0.812255859375,0.4168559425526782,0.19444444449999998,1.124183007
toy,-1.26171875,-0.38671875,patient,patient,-0.875,0.2655919465578029,0.34722222225,1.428104575
tractor,-0.9150390625,-0.5712890625,patient,patient,-0.34375,0.4009795115274391,0.5,1.058823529
trader,-0.74267578125,-0.77392578125,agent,agent,0.03125,0.8477268334299788,0.9027777777499999,0.3692810458
traveller,-0.73583984375,-0.73583984375,agent,agent,0.0,0.7971025219023151,0.875,0.5
truck,-0.99609375,-0.55859375,patient,patient,-0.4375,0.4367212217297181,0.513888889,1.349673203
tub,-1.064453125,-0.470458984375,patient,patient,-0.593994140625,0.362541215707719,0.15277777775,0.6045751634
tuna,-1.3115234375,-0.3427734375,patient,patient,-0.96875,0.4628746594005449,0.3055555555,1.124183007
turkey,-0.83251953125,-0.64501953125,patient,patient,-0.1875,0.6600621741141711,0.11111111099999998,0.4967320261
upholsterer,-0.7451171875,-0.7138671875,agent,patient,-0.03125,0.7521718527878692,0.8194444445,1.506535948
valve,-1.2734375,-0.366943359375,patient,patient,-0.906494140625,0.5873641882485485,0.25,1.529411765
van,-0.939453125,-0.564453125,patient,patient,-0.375,0.6877960570037831,0.4444444445,0.7712418301
vegetable,-1.5283203125,-0.309326171875,patient,patient,-1.218994140625,0.4792890278649235,0.23611111099999998,1.232026144
vehicle,-1.0771484375,-0.5458984375,patient,patient,-0.53125,0.4678651645210992,0.54166666675,1.088235294
verse,-1.0625,-0.53125,patient,patient,-0.53125,0.5719814416545956,0.25,0.7058823529
view,-1.0869140625,-0.58642578125,patient,patient,-0.50048828125,0.3399770293139666,0.15277777775,0.4869281046
violin,-1.1083984375,-0.45263671875,patient,patient,-0.65576171875,0.1815926865430424,0.3055555555,1.124183007
violinist,-1.03515625,-0.50439453125,agent,patient,-0.53076171875,0.700546407738315,0.9166666667500001,0.2352941176
waiter,-1.01953125,-0.58154296875,agent,patient,-0.43798828125,0.7824631207164503,0.8472222222500001,0.4869281046
waitress,-0.9873046875,-0.5810546875,agent,patient,-0.40625,0.8388309993141745,0.875,0.5
wall,-1.1171875,-0.461181640625,patient,patient,-0.656005859375,0.4903841994584626,0.16666666675000003,0.5882352941
window,-0.892578125,-0.580078125,patient,patient,-0.3125,0.3977828955222731,0.15277777775,0.6045751634
windshield,-1.068359375,-0.47412109375,patient,patient,-0.59423828125,0.1865197807564986,0.20833333324999997,1.323529412
woman,-0.72705078125,-0.78955078125,agent,agent,0.0625,0.7307647710437403,0.75,0.7058823529
wood,-1.2099609375,-0.397216796875,patient,patient,-0.812744140625,0.5210197172202012,0.125,0.5
wool,-0.89404296875,-0.61279296875,patient,patient,-0.28125,0.4215360067403708,0.09722222224999999,0.3692810458
worker,-0.591796875,-1.060546875,agent,agent,0.46875,0.8575676370860542,0.8194444445,0.5653594771
wound,-0.85546875,-0.66796875,patient,patient,-0.1875,0.4096044928574695,0.26388888899999996,0.7614379085
yarn,-1.310546875,-0.372802734375,patient,patient,-0.937744140625,0.2836521840638988,0.125,0.3823529412
