id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta
24,sells,toy,well,This toy sells something well.,-0.00064645434,-11.158579,agent,agent,11.15793254566
25,sells,book,well,This book sells something well.,-0.0008371534,-8.345249,agent,agent,8.344411846600002
26,sells,novel,well,This novel sells something well.,-0.035201177,-3.9092574,agent,agent,3.874056223
27,sells,magazine,well,This magazine sells something well.,-0.0005061223,-13.709268,agent,agent,13.7087618777
28,sells,hat,well,This hat sells something well.,-0.0024178217,-6.590851,agent,agent,6.5884331783
29,sells,lotion,well,This lotion sells something well.,-0.0005373127,-10.89992,agent,agent,10.8993826873
30,sells,album,well,This album sells something well.,-0.006493428,-5.0534205,agent,agent,5.046927072
31,sells,car,well,This car sells something well.,-0.00044977036,-14.069687,agent,agent,14.06923722964
32,sells,suv,well,This SUV sells something well.,-0.0004625332,-15.664669,agent,agent,15.6642064668
33,sells,product,well,This product sells something well.,-0.00034059118,-13.104237,agent,agent,13.103896408819999
34,sells,make,well,This make sells something well.,-0.000923177,-9.92865,agent,agent,9.927726822999999
35,sells,item,well,This item sells something well.,-0.00048680295,-13.876306,agent,agent,13.87581919705
36,sells,cd,well,This CD sells something well.,-0.000608224,-11.07299,agent,agent,11.072381776
37,sells,drug,well,This drug sells something well.,-0.00051602407,-12.0826025,agent,agent,12.08208647593
38,sells,snack,well,This snack sells something well.,-0.008036358,-5.0436974,agent,agent,5.035661042
39,sells,salesman,well,This salesman sells something well.,-0.00037600833,-16.563412,agent,agent,16.56303599167
40,sells,saleswoman,well,This saleswoman sells something well.,-0.0005744072,-15.268007,agent,agent,15.2674325928
41,sells,businessman,well,This businessman sells something well.,-0.00046527592,-17.061739,agent,agent,17.06127372408
42,sells,businesswoman,well,This businesswoman sells something well.,-0.0006287392,-15.234658,agent,agent,15.2340292608
43,sells,trader,well,This trader sells something well.,-0.00048560995,-17.328125,agent,agent,17.32763939005
44,sells,peddler,well,This peddler sells something well.,-0.00070556306,-15.979732,agent,agent,15.97902643694
45,sells,telemarketer,well,This telemarketer sells something well.,-0.0006171703,-14.926413,agent,agent,14.9257958297
46,sells,dealer,well,This dealer sells something well.,-0.00041995506,-18.008802,agent,agent,18.00838204494
47,sells,shopkeeper,well,This shopkeeper sells something well.,-0.0005976088,-16.691387,agent,agent,16.6907893912
48,sells,toy,quickly,This toy sells something quickly.,-0.0006947066,-10.907583,agent,agent,10.906888293400002
49,sells,book,quickly,This book sells something quickly.,-0.0007404546,-8.677246,agent,agent,8.6765055454
50,sells,novel,quickly,This novel sells something quickly.,-0.020900697,-4.389988,agent,agent,4.369087303
51,sells,magazine,quickly,This magazine sells something quickly.,-0.0005510283,-13.452826,agent,agent,13.4522749717
52,sells,hat,quickly,This hat sells something quickly.,-0.0028175632,-6.2353826,agent,agent,6.2325650368000005
53,sells,lotion,quickly,This lotion sells something quickly.,-0.00060357206,-9.710575,agent,agent,9.709971427940001
54,sells,album,quickly,This album sells something quickly.,-0.005530524,-5.498197,agent,agent,5.492666476
55,sells,car,quickly,This car sells something quickly.,-0.00044309095,-13.873372,agent,agent,13.87292890905
56,sells,suv,quickly,This SUV sells something quickly.,-0.00047064314,-15.667797,agent,agent,15.66732635686
57,sells,product,quickly,This product sells something quickly.,-0.00034214277,-13.725077,agent,agent,13.72473485723
58,sells,make,quickly,This make sells something quickly.,-0.0014201474,-7.2316823,agent,agent,7.2302621526
59,sells,item,quickly,This item sells something quickly.,-0.0005299781,-13.2230835,agent,agent,13.2225535219
60,sells,cd,quickly,This CD sells something quickly.,-0.0006379849,-11.062031,agent,agent,11.061393015099998
61,sells,drug,quickly,This drug sells something quickly.,-0.000585442,-12.941193,agent,agent,12.940607558
62,sells,snack,quickly,This snack sells something quickly.,-0.002953676,-7.0328298,agent,agent,7.029876124
63,sells,salesman,quickly,This salesman sells something quickly.,-0.0004436879,-17.940191,agent,agent,17.9397473121
64,sells,saleswoman,quickly,This saleswoman sells something quickly.,-0.0006078664,-15.934886,agent,agent,15.934278133600001
65,sells,businessman,quickly,This businessman sells something quickly.,-0.00052532705,-16.967056,agent,agent,16.96653067295
66,sells,businesswoman,quickly,This businesswoman sells something quickly.,-0.0006116811,-15.763499,agent,agent,15.762887318899999
67,sells,trader,quickly,This trader sells something quickly.,-0.0005522222,-16.950722,agent,agent,16.9501697778
68,sells,peddler,quickly,This peddler sells something quickly.,-0.0007791692,-15.919038,agent,agent,15.918258830800001
69,sells,telemarketer,quickly,This telemarketer sells something quickly.,-0.0006476483,-15.724422,agent,agent,15.723774351700001
70,sells,dealer,quickly,This dealer sells something quickly.,-0.00047219192,-17.778801,agent,agent,17.77832880808
71,sells,shopkeeper,quickly,This shopkeeper sells something quickly.,-0.00060846336,-16.989119,agent,agent,16.98851053664
72,drives,car,nicely,This car drives something nicely.,-0.00029295182,-18.07351,agent,agent,18.07321704818
73,drives,suv,nicely,This SUV drives something nicely.,-0.00036074495,-17.676826,agent,agent,17.676465255049997
74,drives,truck,nicely,This truck drives something nicely.,-0.00037708215,-18.176165,agent,agent,18.175787917850002
75,drives,convertible,nicely,This convertible drives something nicely.,-0.00059271755,-15.608517,agent,agent,15.607924282450002
76,drives,vehicle,nicely,This vehicle drives something nicely.,-0.00027995434,-15.947831,agent,agent,15.947551045660001
77,drives,tank,nicely,This tank drives something nicely.,-0.00048167605,-17.119558,agent,agent,17.11907632395
78,drives,bus,nicely,This bus drives something nicely.,-0.0003632502,-19.03646,agent,agent,19.036096749800002
79,drives,tractor,nicely,This tractor drives something nicely.,-0.0003881742,-18.192678,agent,agent,18.1922898258
80,drives,van,nicely,This van drives something nicely.,-0.0003640856,-18.342207,agent,agent,18.341842914399997
81,drives,driver,nicely,This driver drives something nicely.,-0.00042794488,-17.269575,agent,agent,17.26914705512
82,drives,person,nicely,This person drives something nicely.,-0.0004049883,-17.12177,agent,agent,17.1213650117
83,drives,chauffeur,nicely,This chauffeur drives something nicely.,-0.00070258096,-17.176231,agent,agent,17.175528419040003
84,drives,car,smoothly,This car drives something smoothly.,-0.00029068594,-18.157183,agent,agent,18.15689231406
85,drives,suv,smoothly,This SUV drives something smoothly.,-0.0003345106,-17.17059,agent,agent,17.170255489400002
86,drives,truck,smoothly,This truck drives something smoothly.,-0.00040987958,-17.976429,agent,agent,17.97601912042
87,drives,convertible,smoothly,This convertible drives something smoothly.,-0.0005038554,-16.029966,agent,agent,16.0294621446
88,drives,vehicle,smoothly,This vehicle drives something smoothly.,-0.00026516683,-15.464273,agent,agent,15.464007833170001
89,drives,tank,smoothly,This tank drives something smoothly.,-0.00044392727,-16.954933,agent,agent,16.954489072730002
90,drives,bus,smoothly,This bus drives something smoothly.,-0.0003606248,-19.182,agent,agent,19.1816393752
91,drives,tractor,smoothly,This tractor drives something smoothly.,-0.0003426196,-18.338835,agent,agent,18.338492380399998
92,drives,van,smoothly,This van drives something smoothly.,-0.00035168228,-18.299603,agent,agent,18.29925131772
93,drives,driver,smoothly,This driver drives something smoothly.,-0.00045477995,-16.845257,agent,agent,16.84480222005
94,drives,person,smoothly,This person drives something smoothly.,-0.00044989053,-17.056404,agent,agent,17.05595410947
95,drives,chauffeur,smoothly,This chauffeur drives something smoothly.,-0.00066935836,-17.365034,agent,agent,17.36436464164
96,drives,car,well,This car drives something well.,-0.00029044657,-18.026056,agent,agent,18.025765553430002
97,drives,suv,well,This SUV drives something well.,-0.00036074495,-17.780785,agent,agent,17.78042425505
98,drives,truck,well,This truck drives something well.,-0.00043092694,-17.786825,agent,agent,17.786394073060002
99,drives,convertible,well,This convertible drives something well.,-0.0005946267,-15.428173,agent,agent,15.4275783733
100,drives,vehicle,well,This vehicle drives something well.,-0.00025896798,-16.932825,agent,agent,16.932566032020002
101,drives,tank,well,This tank drives something well.,-0.0005201964,-16.64993,agent,agent,16.6494098036
102,drives,bus,well,This bus drives something well.,-0.0003133412,-19.039352,agent,agent,19.039038658800003
103,drives,tractor,well,This tractor drives something well.,-0.00037231104,-18.154161,agent,agent,18.15378868896
104,drives,van,well,This van drives something well.,-0.0003506094,-18.315462,agent,agent,18.3151113906
105,drives,driver,well,This driver drives something well.,-0.000440229,-17.108444,agent,agent,17.108003771
106,drives,person,well,This person drives something well.,-0.0004589541,-16.79757,agent,agent,16.7971110459
107,drives,chauffeur,well,This chauffeur drives something well.,-0.0006425167,-17.57465,agent,agent,17.574007483299997
108,flies,plane,nicely,This plane flies something nicely.,-0.00039091698,-17.13949,agent,agent,17.13909908302
109,flies,kite,nicely,This kite flies something nicely.,-0.0005750042,-13.806469,agent,agent,13.8058939958
110,flies,jet,nicely,This jet flies something nicely.,-0.00035740712,-17.874342,agent,agent,17.87398459288
111,flies,aircraft,nicely,This aircraft flies something nicely.,-0.0003803027,-15.434283,agent,agent,15.4339026973
112,flies,pilot,nicely,This pilot flies something nicely.,-0.00045513758,-18.678316,agent,agent,18.677860862419998
113,flies,person,nicely,This person flies something nicely.,-0.00046372437,-16.03659,agent,agent,16.03612627563
114,flies,aviator,nicely,This aviator flies something nicely.,-0.00059748866,-16.525639,agent,agent,16.525041511340003
115,flies,captain,nicely,This captain flies something nicely.,-0.00048584928,-19.405918,agent,agent,19.40543215072
116,flies,plane,smoothly,This plane flies something smoothly.,-0.00035514025,-17.47957,agent,agent,17.479214859749998
117,flies,kite,smoothly,This kite flies something smoothly.,-0.0005401756,-13.7372,agent,agent,13.7366598244
118,flies,jet,smoothly,This jet flies something smoothly.,-0.00033200442,-17.5958,agent,agent,17.59546799558
119,flies,aircraft,smoothly,This aircraft flies something smoothly.,-0.00033027542,-15.320275,agent,agent,15.319944724580001
120,flies,pilot,smoothly,This pilot flies something smoothly.,-0.0004097594,-18.622318,agent,agent,18.6219082406
121,flies,person,smoothly,This person flies something smoothly.,-0.0005149503,-16.104368,agent,agent,16.1038530497
122,flies,aviator,smoothly,This aviator flies something smoothly.,-0.0005067193,-16.256542,agent,agent,16.2560352807
123,flies,captain,smoothly,This captain flies something smoothly.,-0.0005651034,-18.684391,agent,agent,18.683825896600002
124,flies,plane,well,This plane flies something well.,-0.00035227832,-18.124838,agent,agent,18.12448572168
125,flies,kite,well,This kite flies something well.,-0.0006079856,-13.404674,agent,agent,13.4040660144
126,flies,jet,well,This jet flies something well.,-0.00038948457,-17.559078,agent,agent,17.55868851543
127,flies,aircraft,well,This aircraft flies something well.,-0.00039640244,-15.560198,agent,agent,15.55980159756
128,flies,pilot,well,This pilot flies something well.,-0.000413515,-19.074266,agent,agent,19.073852485
129,flies,person,well,This person flies something well.,-0.00043402638,-15.930049,agent,agent,15.92961497362
130,flies,aviator,well,This aviator flies something well.,-0.0004841794,-16.435942,agent,agent,16.4354578206
131,flies,captain,well,This captain flies something well.,-0.0004834642,-18.928389,agent,agent,18.9279055358
132,cooks,mushroom,nicely,This mushroom cooks something nicely.,-0.001331932,-8.974542,agent,agent,8.973210068
133,cooks,pepper,nicely,This pepper cooks something nicely.,-0.00088875386,-8.088302,agent,agent,8.08741324614
134,cooks,fish,nicely,This fish cooks something nicely.,-0.0007708199,-10.311098,agent,agent,10.3103271801
135,cooks,salmon,nicely,This salmon cooks something nicely.,-0.0017351198,-7.091986,agent,agent,7.0902508802
136,cooks,tuna,nicely,This tuna cooks something nicely.,-0.005781506,-5.5334635,agent,agent,5.527681994
137,cooks,fillet,nicely,This fillet cooks something nicely.,-0.0011049176,-9.338908,agent,agent,9.3378030824
138,cooks,vegetable,nicely,This vegetable cooks something nicely.,-0.0012564928,-7.356167,agent,agent,7.3549105072000005
139,cooks,herb,nicely,This herb cooks something nicely.,-0.000682063,-11.414454,agent,agent,11.413771937
140,cooks,meat,nicely,This meat cooks something nicely.,-0.0014764353,-6.744387,agent,agent,6.7429105647
141,cooks,ingredient,nicely,This ingredient cooks something nicely.,-0.00053093175,-10.055404,agent,agent,10.05487306825
142,cooks,steak,nicely,This steak cooks something nicely.,-0.0042902655,-5.5713024,agent,agent,5.5670121345000005
143,cooks,chef,nicely,This chef cooks something nicely.,-0.0005379106,-16.256104,agent,agent,16.255566089400002
144,cooks,cook,nicely,This cook cooks something nicely.,-0.00037016338,-15.463846,agent,agent,15.46347583662
145,cooks,baker,nicely,This baker cooks something nicely.,-0.0005365965,-15.917804,agent,agent,15.9172674035
146,cooks,caterer,nicely,This caterer cooks something nicely.,-0.0005979664,-16.141054,agent,agent,16.1404560336
147,cooks,mushroom,well,This mushroom cooks something well.,-0.001327694,-7.488712,agent,agent,7.487384305999999
148,cooks,pepper,well,This pepper cooks something well.,-0.0010386826,-7.5772767,agent,agent,7.5762380174
149,cooks,fish,well,This fish cooks something well.,-0.0009045636,-10.845614,agent,agent,10.844709436399999
150,cooks,salmon,well,This salmon cooks something well.,-0.0014360857,-7.3816237,agent,agent,7.3801876143
151,cooks,tuna,well,This tuna cooks something well.,-0.003797071,-5.8245406,agent,agent,5.820743529
152,cooks,fillet,well,This fillet cooks something well.,-0.0011104669,-9.362424,agent,agent,9.3613135331
153,cooks,vegetable,well,This vegetable cooks something well.,-0.0012615643,-7.270443,agent,agent,7.2691814357
154,cooks,herb,well,This herb cooks something well.,-0.0006991211,-11.541652,agent,agent,11.540952878899999
155,cooks,meat,well,This meat cooks something well.,-0.0014199099,-6.853224,agent,agent,6.8518040901
156,cooks,ingredient,well,This ingredient cooks something well.,-0.00051351794,-11.301459,agent,agent,11.30094548206
157,cooks,steak,well,This steak cooks something well.,-0.0019058407,-6.7815857,agent,agent,6.7796798593
158,cooks,chef,well,This chef cooks something well.,-0.00055949675,-16.224821,agent,agent,16.22426150325
159,cooks,cook,well,This cook cooks something well.,-0.00041011896,-15.429828,agent,agent,15.429417881040001
160,cooks,baker,well,This baker cooks something well.,-0.00053874415,-15.581728,agent,agent,15.58118925585
161,cooks,caterer,well,This caterer cooks something well.,-0.0005323031,-16.545198,agent,agent,16.544665696899997
162,cooks,mushroom,terribly,This mushroom cooks something terribly.,-0.0016112322,-10.31338,agent,agent,10.3117687678
163,cooks,pepper,terribly,This pepper cooks something terribly.,-0.0014758995,-7.7230916,agent,agent,7.7216157005
164,cooks,fish,terribly,This fish cooks something terribly.,-0.0011395275,-11.5119705,agent,agent,11.5108309725
165,cooks,salmon,terribly,This salmon cooks something terribly.,-0.0013995552,-8.42339,agent,agent,8.421990444799999
166,cooks,tuna,terribly,This tuna cooks something terribly.,-0.006775016,-5.095883,agent,agent,5.089107984
167,cooks,fillet,terribly,This fillet cooks something terribly.,-0.0013919747,-11.435574,agent,agent,11.4341820253
168,cooks,vegetable,terribly,This vegetable cooks something terribly.,-0.0016852054,-7.1796203,agent,agent,7.1779350946
169,cooks,herb,terribly,This herb cooks something terribly.,-0.0006444259,-11.411468,agent,agent,11.4108235741
170,cooks,meat,terribly,This meat cooks something terribly.,-0.0011903713,-8.844932,agent,agent,8.8437416287
171,cooks,ingredient,terribly,This ingredient cooks something terribly.,-0.00057619537,-10.638331,agent,agent,10.637754804630001
172,cooks,steak,terribly,This steak cooks something terribly.,-0.001409582,-8.671258,agent,agent,8.669848417999999
173,cooks,chef,terribly,This chef cooks something terribly.,-0.00048525323,-16.76429,agent,agent,16.76380474677
174,cooks,cook,terribly,This cook cooks something terribly.,-0.00047183523,-16.642582,agent,agent,16.64211016477
175,cooks,baker,terribly,This baker cooks something terribly.,-0.0005528173,-16.15775,agent,agent,16.1571971827
176,cooks,caterer,terribly,This caterer cooks something terribly.,-0.000553771,-16.48388,agent,agent,16.483326229
177,bakes,pizza,nicely,This pizza bakes something nicely.,-0.00052818906,-8.611056,agent,agent,8.610527810939999
178,bakes,potato,nicely,This potato bakes something nicely.,-0.031803746,-3.2915843,agent,agent,3.2597805539999998
179,bakes,bread,nicely,This bread bakes something nicely.,-0.0057457765,-5.192362,agent,agent,5.1866162235
180,bakes,cake,nicely,This cake bakes something nicely.,-0.0006431137,-8.667867,agent,agent,8.667223886299999
181,bakes,pastry,nicely,This pastry bakes something nicely.,-0.0004045105,-12.979965,agent,agent,12.9795604895
182,bakes,dough,nicely,This dough bakes something nicely.,-0.00035502107,-11.268044,agent,agent,11.26768897893
183,bakes,pie,nicely,This pie bakes something nicely.,-0.00043879662,-11.3161,agent,agent,11.315661203380001
184,bakes,clay,nicely,This clay bakes something nicely.,-0.00048835546,-10.326994,agent,agent,10.32650564454
185,bakes,patissier,nicely,This patissier bakes something nicely.,-0.0006975704,-17.539,agent,agent,17.5383024296
186,bakes,chef,nicely,This chef bakes something nicely.,-0.0004523939,-16.61652,agent,agent,16.6160676061
187,bakes,cook,nicely,This cook bakes something nicely.,-0.0004528717,-16.88922,agent,agent,16.888767128300003
188,bakes,baker,nicely,This baker bakes something nicely.,-0.00048465535,-16.673874,agent,agent,16.67338934465
189,bakes,person,nicely,This person bakes something nicely.,-0.00043283522,-16.054373,agent,agent,16.05394016478
190,bakes,confectioner,nicely,This confectioner bakes something nicely.,-0.00077606883,-17.404617,agent,agent,17.40384093117
191,bakes,pizza,terribly,This pizza bakes something terribly.,-0.00070401334,-9.078119,agent,agent,9.07741498666
192,bakes,potato,terribly,This potato bakes something terribly.,-0.005826409,-5.267053,agent,agent,5.261226591
193,bakes,bread,terribly,This bread bakes something terribly.,-0.0010843911,-7.2449427,agent,agent,7.2438583089
194,bakes,cake,terribly,This cake bakes something terribly.,-0.0003438117,-10.419759,agent,agent,10.4194151883
195,bakes,pastry,terribly,This pastry bakes something terribly.,-0.0004337889,-11.340467,agent,agent,11.3400332111
196,bakes,dough,terribly,This dough bakes something terribly.,-0.00032836714,-11.041782,agent,agent,11.04145363286
197,bakes,pie,terribly,This pie bakes something terribly.,-0.000670909,-12.815572,agent,agent,12.814901091
198,bakes,clay,terribly,This clay bakes something terribly.,-0.00045144022,-11.768831,agent,agent,11.76837955978
199,bakes,patissier,terribly,This patissier bakes something terribly.,-0.00067579845,-16.714054,agent,agent,16.71337820155
200,bakes,chef,terribly,This chef bakes something terribly.,-0.00044702762,-17.549292,agent,agent,17.54884497238
201,bakes,cook,terribly,This cook bakes something terribly.,-0.00044476078,-17.155767,agent,agent,17.155322239220002
202,bakes,baker,terribly,This baker bakes something terribly.,-0.00042019345,-18.23898,agent,agent,18.23855980655
203,bakes,person,terribly,This person bakes something terribly.,-0.00046336767,-17.254747,agent,agent,17.254283632329997
204,bakes,confectioner,terribly,This confectioner bakes something terribly.,-0.0007405738,-16.715221,agent,agent,16.714480426199998
205,bakes,pizza,well,This pizza bakes something well.,-0.00048370167,-9.049654,agent,agent,9.04917029833
206,bakes,potato,well,This potato bakes something well.,-0.07275151,-2.7804432,agent,agent,2.7076916900000003
207,bakes,bread,well,This bread bakes something well.,-0.0023108155,-6.0281124,agent,agent,6.025801584500001
208,bakes,cake,well,This cake bakes something well.,-0.0010304535,-6.841217,agent,agent,6.8401865465
209,bakes,pastry,well,This pastry bakes something well.,-0.0004290187,-13.294575,agent,agent,13.2941459813
210,bakes,dough,well,This dough bakes something well.,-0.0003534704,-10.738718,agent,agent,10.7383645296
211,bakes,pie,well,This pie bakes something well.,-0.0004920491,-8.955474,agent,agent,8.9549819509
212,bakes,clay,well,This clay bakes something well.,-0.00049610215,-10.244511,agent,agent,10.244014897849999
213,bakes,patissier,well,This patissier bakes something well.,-0.0007458246,-17.872894,agent,agent,17.8721481754
214,bakes,chef,well,This chef bakes something well.,-0.00052938296,-16.756556,agent,agent,16.75602661704
215,bakes,cook,well,This cook bakes something well.,-0.0004368883,-17.022726,agent,agent,17.022289111699997
216,bakes,baker,well,This baker bakes something well.,-0.00043796306,-15.729123,agent,agent,15.72868503694
217,bakes,person,well,This person bakes something well.,-0.000436174,-16.292183,agent,agent,16.291746826
218,bakes,confectioner,well,This confectioner bakes something well.,-0.00079843693,-17.385675,agent,agent,17.384876563069998
219,reads,passage,nicely,This passage reads something nicely.,-0.5806575,-0.8165526,agent,agent,0.2358950999999999
220,reads,poem,nicely,This poem reads something nicely.,-0.0023902168,-6.4098353,agent,agent,6.4074450832
221,reads,verse,nicely,This verse reads something nicely.,-0.38534,-1.650049,agent,agent,1.264709
222,reads,line,nicely,This line reads something nicely.,-0.018987397,-4.1866345,agent,agent,4.167647103
223,reads,passage,nicely,This passage reads something nicely.,-0.45624134,-0.6759977,agent,agent,0.21975636000000004
224,reads,script,nicely,This script reads something nicely.,-0.0004197157,-13.7383175,agent,agent,13.737897784300001
225,reads,abstract,nicely,This abstract reads something nicely.,-0.07665399,-3.3667974,agent,agent,3.2901434099999998
226,reads,essay,nicely,This essay reads something nicely.,-0.00081668893,-8.795308,agent,agent,8.79449131107
227,reads,letter,nicely,This letter reads something nicely.,-0.0015925446,-6.599612,agent,agent,6.598019455399999
228,reads,report,nicely,This report reads something nicely.,-0.0008138261,-8.366497,agent,agent,8.3656831739
229,reads,student,nicely,This student reads something nicely.,-0.000579537,-11.953748,agent,agent,11.953168462999999
230,reads,orator,nicely,This orator reads something nicely.,-0.000809053,-13.820806,agent,agent,13.819996947
231,reads,person,nicely,This person reads something nicely.,-0.00050373527,-15.542495,agent,agent,15.541991264730001
232,reads,narrator,nicely,This narrator reads something nicely.,-0.00051220664,-15.357794,agent,agent,15.35728179336
233,reads,announcer,nicely,This announcer reads something nicely.,-0.00044201897,-15.910876,agent,agent,15.91043398103
234,reads,broadcaster,nicely,This broadcaster reads something nicely.,-0.00048036288,-16.004826,agent,agent,16.00434563712
235,reads,teacher,nicely,This teacher reads something nicely.,-0.00057190296,-15.325958,agent,agent,15.325386097039999
236,reads,passage,well,This passage reads something well.,-0.02997578,-3.3290186,agent,agent,3.29904282
237,reads,poem,well,This poem reads something well.,-0.0012029015,-7.3447223,agent,agent,7.3435193985
238,reads,verse,well,This verse reads something well.,-0.0664218,-2.6894882,agent,agent,2.6230664
239,reads,line,well,This line reads something well.,-0.0011777775,-6.967657,agent,agent,6.9664792225
240,reads,passage,well,This passage reads something well.,-0.03708542,-3.3290186,agent,agent,3.29193318
241,reads,script,well,This script reads something well.,-0.00038960468,-14.2596445,agent,agent,14.25925489532
242,reads,abstract,well,This abstract reads something well.,-0.042406917,-3.2013214,agent,agent,3.1589144829999998
243,reads,essay,well,This essay reads something well.,-0.00079939154,-8.175567,agent,agent,8.17476760846
244,reads,letter,well,This letter reads something well.,-0.0017714852,-6.6955895,agent,agent,6.6938180148
245,reads,report,well,This report reads something well.,-0.0006279047,-10.111083,agent,agent,10.1104550953
246,reads,student,well,This student reads something well.,-0.0005222258,-11.656381,agent,agent,11.6558587742
247,reads,orator,well,This orator reads something well.,-0.0006963783,-13.485125,agent,agent,13.4844286217
248,reads,person,well,This person reads something well.,-0.0005249685,-15.69085,agent,agent,15.690325031499999
249,reads,narrator,well,This narrator reads something well.,-0.0005249685,-16.372623,agent,agent,16.372098031500002
250,reads,announcer,well,This announcer reads something well.,-0.0004034395,-15.824142,agent,agent,15.8237385605
251,reads,broadcaster,well,This broadcaster reads something well.,-0.0004933604,-16.05098,agent,agent,16.0504866396
252,reads,teacher,well,This teacher reads something well.,-0.0005344489,-15.675282,agent,agent,15.6747475511
253,paints,wall,easily,This wall paints something easily.,-0.00058759056,-14.539947,agent,agent,14.53935940944
254,paints,fabric,easily,This fabric paints something easily.,-0.0012171653,-7.555797,agent,agent,7.5545798347
255,paints,glass,easily,This glass paints something easily.,-0.000980093,-8.503642,agent,agent,8.502661906999998
256,paints,canvas,easily,This canvas paints something easily.,-0.0006408487,-12.969624,agent,agent,12.9689831513
257,paints,wood,easily,This wood paints something easily.,-0.0008365564,-8.475118,agent,agent,8.4742814436
258,paints,surface,easily,This surface paints something easily.,-0.00053969875,-14.584037,agent,agent,14.58349730125
259,paints,panel,easily,This panel paints something easily.,-0.0005375511,-15.925747,agent,agent,15.925209448899999
260,paints,painter,easily,This painter paints something easily.,-0.00044941274,-17.598103,agent,agent,17.597653587259998
261,paints,artist,easily,This artist paints something easily.,-0.00046169595,-17.281048,agent,agent,17.280586304049997
262,paints,person,easily,This person paints something easily.,-0.0004533485,-16.339401,agent,agent,16.3389476515
263,paints,illustrator,easily,This illustrator paints something easily.,-0.0006103726,-15.754095,agent,agent,15.753484627399999
264,paints,portraitist,easily,This portraitist paints something easily.,-0.0006862372,-14.349175,agent,agent,14.3484887628
265,paints,wall,terribly,This wall paints something terribly.,-0.000541011,-15.10386,agent,agent,15.103318989
266,paints,fabric,terribly,This fabric paints something terribly.,-0.000962972,-8.558331,agent,agent,8.557368028
267,paints,glass,terribly,This glass paints something terribly.,-0.0016080078,-8.132039,agent,agent,8.1304309922
268,paints,canvas,terribly,This canvas paints something terribly.,-0.0005739304,-14.551165,agent,agent,14.5505910696
269,paints,wood,terribly,This wood paints something terribly.,-0.00091816555,-10.081103,agent,agent,10.08018483445
270,paints,surface,terribly,This surface paints something terribly.,-0.00060512277,-13.857031,agent,agent,13.856425877229999
271,paints,panel,terribly,This panel paints something terribly.,-0.0005504303,-16.02384,agent,agent,16.0232895697
272,paints,painter,terribly,This painter paints something terribly.,-0.00048286718,-18.892488,agent,agent,18.89200513282
273,paints,artist,terribly,This artist paints something terribly.,-0.0004683754,-17.946205,agent,agent,17.9457366246
274,paints,person,terribly,This person paints something terribly.,-0.00054148876,-17.458515,agent,agent,17.45797351124
275,paints,illustrator,terribly,This illustrator paints something terribly.,-0.0005292629,-16.81655,agent,agent,16.8160207371
