noun,semantic role,gpt3-davinci_acc,gpt3-davinci_avg_LL_delta,gpt3-babbage_acc,gpt3-babbage_avg_LL_delta,text-davinci-001_acc,text-davinci-001_avg_LL_delta,bloom-1b1_acc,bloom-1b1_avg_LL_delta,bloom-3b_acc,bloom-3b_avg_LL_delta,gpt2-x_acc,gpt2-x_avg_LL_delta,bloom-560m_acc,bloom-560m_avg_LL_delta,gpt3-ada_acc,gpt3-ada_avg_LL_delta,gpt3-curie_acc,gpt3-curie_avg_LL_delta,text-davinci-003_acc,text-davinci-003_avg_LL_delta,gpt2-medium_acc,gpt2-medium_avg_LL_delta,gpt2-xl_acc,gpt2-xl_avg_LL_delta,bloom-1b7_acc,bloom-1b7_avg_LL_delta,text-ada-001_acc,text-ada-001_avg_LL_delta,gpt2-large_acc,gpt2-large_avg_LL_delta,text-curie-001_acc,text-curie-001_avg_LL_delta,text-babbage-001_acc,text-babbage-001_avg_LL_delta,bloom-7b1_acc,bloom-7b1_avg_LL_delta
backpack,patient,1.0,-0.627513,1.0,-1.2295428,0.0,3.0204465755000003,0.0,0.078125,0.0,2.273040771484375,0.0,1.1054497063159945,1.0,-1.7501220703125,1.0,-2.465648543,1.0,-0.7085076349999999,0.0,6.86933136615,1.0,-0.20672607421875,0.0,0.6056065708398819,0.0,0.6248779296875,1.0,-1.26709558,0.0,0.9886360317468644,1.0,-0.4646549099999999,0.0,1.921172915,0.0,0.7186279296875
backpacker,agent,1.0,0.3851815049999999,0.0,-0.733781925,1.0,6.49438776965,1.0,0.1484375,1.0,2.3905029296875,1.0,2.051994316279888,0.0,-1.62493896484375,0.0,-1.4667757849999998,0.0,-0.4305563849999999,1.0,14.1905955053,1.0,0.5129470229148865,1.0,0.7771801948547363,1.0,1.25030517578125,0.5,0.02690887,1.0,2.070015899837017,0.0,-0.5415212299999999,1.0,0.49448016,1.0,0.6878662109375
bag,patient,1.0,-1.580400965,1.0,-1.60474109,0.0,3.1419007635,0.0,0.1015625,0.0,2.398345947265625,0.5,-0.1044254302978515,1.0,-1.25,1.0,-3.538684101,1.0,-0.7215157,0.0,0.75910003,1.0,-0.6512375026941298,0.0,0.1616311073303222,0.0,0.8282470703125,1.0,-1.387078195,0.0,0.6412505954504013,1.0,-0.4341374,0.0,1.6465547850000002,0.0,0.8355712890625
baker,agent,1.0,1.6268109533333333,0.0,-0.8368147466666668,0.6666666666666666,6.933084622300001,0.0,-0.1458333333333333,1.0,2.1012166341145835,1.0,2.374051400770744,0.0,-0.8334554036458334,0.0,-1.97502483,0.0,-0.5420296933333334,1.0,17.169103886823333,1.0,0.857109064857165,1.0,0.3548742930094401,1.0,1.3696695963541667,0.5,-0.18497122,1.0,2.5062548903127517,0.0,-1.8452478426666663,0.6666666666666666,0.7172892416666667,1.0,0.5885416666666666
barber,agent,1.0,1.7969268728571426,0.0,-0.4124124242857143,1.0,9.492634746185717,0.0,-0.6360560825892857,1.0,2.2237112862723216,1.0,1.4074794437204088,0.0,-0.9285714285714286,0.0,-1.876730448571429,0.0,-0.5312846,1.0,16.851403817871432,1.0,0.6661420719964164,1.0,0.8851577256407056,1.0,1.3571254185267858,1.0,2.764022435142857,1.0,2.25961316802672,0.0,-0.8581636842857143,0.8571428571428571,1.0334900071428572,1.0,0.6249651227678571
basket,patient,1.0,-1.515946365,1.0,-1.80063532,0.0,1.95005394,1.0,-0.09375,0.0,2.22625732421875,0.0,0.3408660888671875,1.0,-1.62493896484375,1.0,-3.52126298,1.0,-0.7686186100000001,1.0,-5.1171717615,1.0,-0.1612091064453125,1.0,-0.2616610527038574,0.0,0.65625,1.0,-4.50958401575,0.0,1.1971764713525772,1.0,-0.702035925,0.0,0.966620935,0.0,0.8590087890625
beard,patient,1.0,-0.5673534466666665,1.0,-1.0042763,0.0,5.804584334833334,0.6666666666666666,-0.0052083333333333,0.0,2.0415445963541665,1.0,-1.3148295084635415,1.0,-0.9168294270833334,1.0,-3.051515403333333,1.0,-0.6746755566666667,1.0,-12.166184549696666,1.0,-0.0782368977864583,0.0,0.645452489455541,0.0,0.95849609375,0.3333333333333333,0.5667654333333333,0.0,1.6587553123633068,1.0,-0.9284177366666668,0.0,0.9527896333333334,0.0,0.44775390625
bedding,patient,1.0,-1.8195232,1.0,-1.2162772939999995,0.6,0.0086503509999999,0.0,0.23125,0.0,2.47181396484375,0.0,1.2402023017406465,1.0,-1.00009765625,1.0,-2.132503426,1.0,-0.95478936,1.0,-14.739043631314,1.0,-0.1013031005859375,0.0,0.4739944458007811,0.0,0.95615234375,0.2,1.2006185500000002,0.0,2.1741764426231383,1.0,-0.4908259999999999,0.0,2.2601573522,0.0,0.46259765625
bike,patient,0.5,-0.127947835,1.0,-0.9827651475,0.25,1.7823747455,0.0,0.31640625,0.0,2.48870849609375,0.5,0.0208587646484375,1.0,-0.75006103515625,1.0,-2.6731342775,1.0,-0.4562263775,1.0,-2.4221951469,1.0,-0.5753364562988281,0.0,0.6696414649486542,0.0,0.84356689453125,1.0,-0.7096914475,0.0,1.655325923115015,1.0,-1.2762202575,0.0,2.35655510975,0.0,0.58209228515625
blanket,patient,1.0,-1.25591136,1.0,-1.6145313300000002,0.5,-1.499990363,1.0,-0.234375,0.0,2.1170654296875,0.0,1.1484536975622175,1.0,-1.2498779296875,1.0,-2.18301289,1.0,-1.069155685,1.0,-14.73066941871,1.0,-0.1093521118164062,0.0,0.2422051429748535,0.0,0.5933837890625,1.0,-4.209595794,0.0,1.574660263955593,1.0,-1.008671675,0.0,2.37104308,0.0,0.773193359375
blogger,agent,1.0,1.4972747599999998,0.0,-0.527345635,1.0,10.7610522865,1.0,0.476318359375,1.0,2.9686431884765625,1.0,2.963974066078663,0.5,0.0,0.0,-0.839264845,0.0,-0.261910465,1.0,16.3437254381,1.0,1.0542373955249786,1.0,1.5065407752990725,1.0,1.922607421875,0.5,0.190332875,1.0,2.79340036213398,0.5,0.0210606999999999,1.0,1.400388635,1.0,1.2421875
board,patient,0.5,-0.13484682,1.0,-0.80911397,0.0,4.930664029,1.0,-0.16015625,0.0,2.136932373046875,1.0,-0.627171516418457,1.0,-0.81243896484375,1.0,-2.575001646,1.0,-0.5874133324999999,0.25,3.640203669425,1.0,-0.3779564052820205,0.0,0.6858942583203316,0.0,0.40618896484375,0.0,1.5529954362499998,0.0,1.3161275312304497,1.0,-0.76341562,0.25,0.68820876,0.0,0.58209228515625
book,patient,0.3333333333333333,0.2062835933333333,1.0,-0.7580890433333334,0.0,5.609240850533333,0.0,0.6612141927083334,0.0,2.5050048828125,0.0,1.0224939783414204,1.0,-0.999755859375,1.0,-2.371415368333333,1.0,-0.08371993,1.0,-5.910785952333334,0.0,1.145924876133601,0.0,1.030902882417043,0.0,0.9794921875,0.0,1.3082631133333331,0.0,3.180852249264717,0.0,0.3702081666666666,0.0,3.2753083613333334,0.0,0.6458333333333334
bottle,patient,1.0,-1.03526655,1.0,-1.47566502,0.5,0.68759207,0.0,0.1953125,0.0,2.313140869140625,0.0,0.0873680114746093,1.0,-0.8751220703125,1.0,-2.490605184,1.0,-0.60791683,1.0,-12.26119658818,1.0,-0.4888915717601776,0.0,0.3435072898864746,0.0,0.562744140625,1.0,-1.34592252,0.0,1.686613030731678,1.0,-0.3856369149999999,0.0,3.21497053,0.0,0.8597412109375
bowl,patient,1.0,-1.36734643,1.0,-1.5137519300000002,1.0,-1.2902321799999998,0.5,-0.015625,0.0,2.367034912109375,0.0,0.8097534328699113,1.0,-1.125,1.0,-2.692100528,1.0,-1.03107072,1.0,-12.332738651645,1.0,-0.357940673828125,0.0,0.2030620574951171,0.0,0.640625,1.0,-2.8514812875,0.0,1.8690686374902727,1.0,-1.052076285,0.0,3.776576743,0.0,0.7733154296875
bread,patient,1.0,-0.2999540533333333,1.0,-1.2655906033333333,0.3333333333333333,-0.1662484033333333,0.0,0.15625,0.0,2.313069661458333,0.6666666666666666,-0.0755894978841146,1.0,-0.833251953125,1.0,-3.726861746666666,1.0,-0.8936341566666667,1.0,-9.66261908026,1.0,-0.2853597005208333,0.0,0.2582820256551106,0.0,1.1669921875,1.0,-5.232700349333333,0.0,1.246190369129181,1.0,-2.00368025,0.3333333333333333,0.5350008199999999,0.0,0.6095377604166666
broadcaster,agent,1.0,1.132883825,0.0,-1.0434876350000002,1.0,9.93393737085,0.0,-0.1796875,1.0,2.17181396484375,1.0,2.9501790925860405,0.0,-0.75,0.0,-0.5847959599999999,0.0,-0.172008545,1.0,15.1809075635,1.0,0.7154922634363173,1.0,0.8190612494945526,1.0,1.51605224609375,1.0,2.320198875,1.0,1.9057321101427085,0.5,0.15211777,1.0,1.267081295,1.0,0.695556640625
building,patient,1.0,-0.76693474,1.0,-1.0853176000000002,0.0,3.596260728,0.0,0.53125,0.0,1.60980224609375,0.0,1.9568329006433487,0.0,0.125,1.0,-2.05790034,1.0,-0.496155735,1.0,-13.80291047587,1.0,-0.2263412475585936,0.0,0.4677968025207519,0.0,1.59356689453125,1.0,-2.057261895,0.0,0.6377629637718201,1.0,-0.1354326449999999,0.0,2.9845946725,0.0,0.3671875
bus,patient,0.0,0.1996716999999999,1.0,-0.8991336533333333,0.0,6.8682470339,0.0,0.6092122395833334,0.0,2.6824747721354165,0.0,0.9862899879614512,1.0,-0.41650390625,1.0,-2.25693138,1.0,-0.8457965833333333,0.0,12.715768173723331,1.0,-0.176971435546875,0.0,0.4608786900838216,0.0,1.0833333333333333,0.0,2.3766904513333333,0.0,2.5891297683119774,1.0,-1.1495104066666666,0.0,3.6495229896666666,0.0,0.453125
busboy,agent,0.6,0.180384998,0.0,-0.611234786,1.0,8.72188119214,0.4,-0.071875,1.0,2.90279541015625,1.0,1.368331918120384,0.0,-0.74990234375,0.0,-1.3511458939999998,0.0,-0.40509565,1.0,13.513441849159998,0.0,-0.14171142578125,1.0,0.948483455181122,1.0,1.44365234375,1.0,1.6868591000000002,1.0,3.242547670006752,0.0,-0.657199902,1.0,1.9918185392,1.0,0.5658203125
businessman,agent,1.0,0.9828116166666666,0.3333333333333333,0.0555343766666667,1.0,11.544690555,1.0,0.4845377604166667,1.0,2.224365234375,1.0,3.217066432038943,1.0,0.0833333333333333,1.0,2.301184956666667,0.0,-0.3858706366666666,1.0,16.97900641024,1.0,0.6190541783968608,1.0,1.277616173028946,1.0,1.2498779296875,1.0,6.748015192866667,1.0,3.594720876465241,1.0,0.2244115233333332,1.0,3.3030835773333336,1.0,0.9893391927083334
businesswoman,agent,1.0,2.0878365933333334,0.0,-0.32220202,1.0,11.402932409666668,1.0,0.5103352864583334,1.0,2.5313720703125,1.0,2.639399141073227,0.0,-0.5000813802083334,0.0,-0.70459938,0.0,-0.13249151,1.0,17.398205829393333,1.0,0.7668914993604025,1.0,1.1604897181193037,1.0,1.5625,1.0,2.27889569,1.0,3.055931732058525,1.0,1.2849753333333334,1.0,1.8049942133333328,1.0,0.9271647135416666
butcher,agent,1.0,1.7623940700000005,0.0,-0.6082749150000001,1.0,9.453386259775,0.0,-0.5078125,1.0,1.85540771484375,1.0,1.0802154541015625,0.0,-1.0001220703125,0.0,-2.1775033375,0.0,-0.362672335,1.0,16.9353228253875,1.0,0.1502532958984375,1.0,0.773551717400551,1.0,1.14019775390625,1.0,3.0737708300000004,1.0,1.909314397722483,0.0,-0.60106362,1.0,1.80983754775,1.0,0.6602783203125
cake,patient,1.0,-0.76272113,1.0,-1.4277120666666665,0.3333333333333333,-0.5123077500000002,1.0,-0.1458333333333333,0.0,2.5154825846354165,0.6666666666666666,0.0290069580078125,1.0,-1.250244140625,1.0,-4.035782460333333,1.0,-1.37452494,1.0,-8.863002645979998,1.0,-0.3149617513020833,0.3333333333333333,0.0249814987182617,0.0,1.0935872395833333,1.0,-5.825815255199999,0.0,1.02686404188474,1.0,-2.4641113036666664,0.3333333333333333,0.45459967,0.0,0.6145833333333334
cameraman,agent,1.0,1.902651715,0.0,-0.52380841,1.0,13.2103508086,1.0,0.1171875,1.0,2.046600341796875,1.0,3.7953872866928577,1.0,0.125,0.0,-1.22075549,0.0,-0.4090786049999999,1.0,15.94181882062,1.0,0.3809661865234376,0.0,-0.0710158348083495,1.0,1.015625,1.0,1.727462155,1.0,2.747718803584576,0.0,-0.1177640449999999,1.0,2.25479539,1.0,0.601806640625
camper,agent,0.0,-0.7158714749999999,0.0,-0.98939501,1.0,2.06587996,1.0,0.28125,1.0,3.108917236328125,1.0,1.8439712449908257,0.0,-0.9998779296875,0.0,-1.74192241,0.0,-0.540269855,1.0,10.7950103702,1.0,0.5959930419921876,1.0,0.7556257098913193,1.0,1.3436279296875,0.5,-0.1801909999999999,1.0,2.624899920076132,0.0,-0.709170225,1.0,0.6534228049999999,1.0,0.5548095703125
canvas,patient,1.0,-0.751030875,1.0,-1.664250055,0.25,4.066452931925,0.0,0.14453125,0.0,2.363616943359375,0.0,0.2988052368164062,1.0,-1.312286376953125,1.0,-3.983725797750001,1.0,-0.92170669,1.0,-10.7340481928275,1.0,-0.1020278930664062,0.75,-0.0449085235595703,0.0,0.375,1.0,-2.78032719675,0.0,0.4925427436828611,1.0,-0.9140474125,0.25,1.0031311075,0.0,0.71087646484375
captain,agent,1.0,1.63883948,0.3333333333333333,-0.0166492433333333,1.0,10.179762622766669,1.0,1.2760416666666667,1.0,2.7394205729166665,1.0,3.488782281676928,0.0,-0.7501627604166666,0.0,-1.4039725800000002,0.0,-0.24481015,1.0,17.3463100101,1.0,1.0817464292049408,1.0,0.993214597304662,1.0,1.2083333333333333,1.0,4.30285026,1.0,2.037329609195392,0.0,-0.3380008733333333,1.0,3.155735525666667,1.0,0.687744140625
car,patient,0.4166666666666667,0.1675363483333333,1.0,-0.8310189416666668,0.0833333333333333,4.3394665474,0.0,0.7903035481770834,0.0,2.28033447265625,0.1666666666666666,0.572082508355379,0.6666666666666666,-0.1875,1.0,-1.9281738099166663,1.0,-0.5967195866666667,0.5,1.7396176510749994,0.5,0.1069908142089843,0.0,0.5312617644667625,0.0,0.92181396484375,0.0,2.30411596625,0.0,1.9912373057256143,1.0,-0.911828885,0.0,3.8141475841666663,0.0,0.6327311197916666
cardboard,patient,0.75,-0.0898734299999999,1.0,-1.10749104,0.25,1.6300302525,0.75,-0.0625,0.0,1.847442626953125,1.0,-0.2371425628662108,1.0,-1.12493896484375,1.0,-3.47063975225,1.0,-0.90956071,1.0,-5.159527502,1.0,-0.5655631795525551,0.0,0.5670752450823784,0.0,0.390625,1.0,-3.7802246165,0.25,0.0719320774078368,0.75,-0.52697565375,0.25,0.4653235049999999,0.0,0.761962890625
carpet,patient,1.0,-1.27715963,1.0,-1.18755713,0.0,2.4050324360000004,0.0,0.3229166666666667,0.0,2.7447713216145835,0.0,1.1382090151309967,1.0,-0.7498372395833334,1.0,-2.337629262,1.0,-0.8036384599999998,1.0,-14.765712093083332,1.0,-0.3952178955078125,0.0,0.754075676202774,0.0,0.9059244791666666,0.6666666666666666,-0.2290529,0.0,1.8139756719271336,1.0,-0.7227796066666666,0.0,2.25631072,0.0,0.9219563802083334
carver,agent,1.0,2.2010114442857147,0.0,-0.7178938300000002,1.0,10.628120692542856,0.0,-0.5222865513392857,1.0,2.2587890625,1.0,1.9005759017808097,0.0,-0.4641462053571428,0.0,-2.487221387142857,0.0,-0.5501106514285715,1.0,17.545650187,0.8571428571428571,0.1318043300083705,1.0,0.4945646013532366,1.0,0.9685756138392856,0.1428571428571428,-0.9172483357142855,1.0,1.7024435464824947,0.0,-1.2572246357142858,1.0,2.2176880534285712,1.0,0.8147670200892857
caterer,agent,1.0,1.5002559966666666,0.0,-0.64566815,1.0,6.770645689766668,0.0,-0.2395833333333333,1.0,2.245320638020833,1.0,2.316529562075933,0.0,-1.25,0.0,-2.3889362366666664,0.0,-0.7880922633333333,1.0,15.552661477,1.0,0.1395060221354166,1.0,0.606030136346817,1.0,0.9686686197916666,0.3333333333333333,-0.7054700866666667,1.0,2.19149645169576,0.0,-1.13354308,0.6666666666666666,0.7930587233333334,1.0,0.5572102864583334
cd,patient,0.3333333333333333,-0.01536232,1.0,-0.9507082766666668,0.0,4.6019789263333335,0.0,0.125,0.0,2.37982177734375,0.6666666666666666,-0.0392735799153645,1.0,-0.83349609375,1.0,-2.8656543866666664,1.0,-0.6569331966666666,1.0,-12.865371074876668,1.0,-0.5138905843098959,0.0,0.8214817047119141,0.0,0.562255859375,1.0,-0.8412665899999999,0.0,2.42113940914472,0.3333333333333333,-0.0319588833333333,0.0,2.994604245666667,0.0,0.6876627604166666
cellist,agent,1.0,1.746162745,0.0,-0.598254085,1.0,8.22388401625,0.0,-0.1953125,1.0,2.601715087890625,1.0,1.0576400756835938,0.0,-1.1248779296875,0.0,-4.952227121,0.0,-0.23364733,1.0,16.081541776515003,1.0,0.4875793159008026,1.0,1.2120647132396696,1.0,1.359375,0.0,-0.1523438149999999,1.0,1.6791224628686905,0.0,-0.695559015,1.0,2.3076788725,1.0,0.640380859375
cello,patient,0.0,0.66616775,1.0,-1.06716346,0.0,4.2337582715,1.0,-0.34375,0.0,2.703643798828125,0.0,0.3377838134765625,1.0,-1.6248779296875,1.0,-5.386872346500001,1.0,-0.5220851649999999,1.0,-6.0532161008,1.0,-0.30035400390625,0.0,0.7560581862926483,0.0,0.8436279296875,1.0,-2.01597342,0.0,0.4799780994653702,1.0,-0.50255808,0.0,2.410657075,0.0,0.5860595703125
chauffeur,agent,1.0,1.70928433,0.0,-0.1072266666666666,1.0,11.156717487266668,1.0,0.6148274739583334,1.0,2.6666056315104165,1.0,2.0315347462892537,0.3333333333333333,-0.1666666666666666,0.0,-1.8112048866666663,0.0,-0.6274439566666667,1.0,17.670642754613336,1.0,0.8754374285538992,1.0,0.8531904518604279,1.0,1.3642985026041667,1.0,4.171314306666667,1.0,3.0277303705612817,0.0,-0.6201045933333333,1.0,2.9788751406666667,1.0,0.859375
chef,agent,1.0,1.7999524175,0.0,-0.2440923499999999,1.0,8.86147809649,0.0,-0.1203125,1.0,2.681341552734375,1.0,2.736836244910956,0.0,-0.474951171875,0.0,-2.437389397,0.0,-0.369939643,1.0,17.117715422026002,1.0,0.4922760009765625,1.0,1.0018547892570495,1.0,1.37484130859375,1.0,3.1710033267,1.0,2.629990749806166,0.1,-0.7044258084000001,0.9,1.8251081186,1.0,0.6343994140625
choreography,patient,0.0,0.1427359,1.0,-1.11464113,0.0,5.764958827999999,1.0,-0.140625,0.0,2.17138671875,0.0,0.3238754272460937,1.0,-0.999755859375,1.0,-3.213273842,1.0,-0.6717585700000002,0.0,0.8889636700000001,0.0,0.4166031479835508,0.0,0.8814783394336703,0.0,1.5308837890625,0.0,1.4970549,0.0,2.2890978157520294,0.0,0.15400689,0.0,4.716401865,0.0,0.703125
clarinet,patient,0.0,1.27499111,1.0,-1.3011693599999998,0.0,6.82346749225,1.0,-0.4609375,0.0,2.390777587890625,0.0,1.3107986897230148,1.0,-1.2501220703125,1.0,-4.57914794,1.0,-0.4562921249999999,1.0,-1.449769215,1.0,-0.4711609184741973,0.0,0.4340910911560058,0.0,1.124755859375,1.0,-2.514654915,0.0,0.9117421805858612,0.5,0.02879549,0.0,1.54895722,0.0,0.8824462890625
clarinetist,agent,1.0,1.82052592,0.0,-0.83364483,1.0,10.17763677775,0.0,-0.4609375,1.0,2.280792236328125,1.0,2.305282548069954,0.0,-1.12548828125,0.0,-3.591210725,0.0,-0.217969905,1.0,16.985928621615,1.0,0.39447021484375,1.0,0.7695068866014481,1.0,1.6094970703125,1.0,2.027331337,1.0,1.8645897433161736,0.5,-0.106155425,1.0,1.6283262349999998,1.0,0.820068359375
clay,patient,1.0,-0.7601312116666666,1.0,-1.511775085,0.1666666666666666,1.7380205085,0.0,0.2239583333333333,0.0,1.9560139973958333,0.5,-0.085950215657552,1.0,-1.1251220703125,1.0,-2.990505723,1.0,-1.107068368333333,0.8333333333333334,-7.096437048273333,1.0,-0.49853515625,0.5,0.0392322540283203,0.0,0.703125,1.0,-4.260300625199999,0.0,0.7349217782417933,1.0,-1.2441153170000003,0.1666666666666666,0.0583680583333333,0.0,0.8543294270833334
cleaner,agent,1.0,1.118756486,0.0,-0.91385801,1.0,10.031338626659998,1.0,0.45,1.0,2.44051513671875,1.0,0.9266502141952516,0.0,-0.45029296875,0.0,-0.7454959980000001,0.0,-0.5750896799999999,1.0,16.077058519974,0.2,-0.029443359375,1.0,1.525522416830063,1.0,1.6751708984375,1.0,4.5621894236000005,1.0,1.6715783774852748,0.0,-0.521612188,1.0,2.7560900792000007,1.0,0.868603515625
clerk,agent,0.5,-0.064554955,0.0,-0.3688285799999999,1.0,8.4404495248,0.0,-0.1171875,1.0,2.2662353515625,1.0,2.387924194335937,0.0,-0.625244140625,0.0,-0.428005285,0.0,-0.38432122,1.0,15.13932486795,1.0,1.7485046982765198,1.0,1.245932638645172,1.0,1.0782470703125,1.0,3.2646628935,1.0,2.744948834180832,0.0,-1.06102557,1.0,1.019828275,1.0,0.7576904296875
cloth,patient,0.75,-0.518117005,1.0,-1.62956587,0.375,0.6638409536874998,0.5,-0.0390625,0.0,1.9179000854492188,1.0,-1.008499126881361,1.0,-0.968658447265625,1.0,-3.027373212875,1.0,-0.703156965,1.0,-13.79363479429125,0.375,0.1364421844482422,0.0,0.393864281475544,0.0,0.609405517578125,1.0,-1.686480672375,0.0,0.9536175653338432,1.0,-0.81349847425,0.25,1.1405409457500002,0.0,0.85552978515625
coat,patient,1.0,-1.367512925,1.0,-1.61676948,0.0,2.800266283,0.0,0.09375,0.0,2.67205810546875,0.0,1.1391725689172745,1.0,-0.8751220703125,1.0,-2.87322869,1.0,-0.6834306450000001,1.0,-11.6220905314,1.0,-0.092041015625,0.0,0.0919184684753417,0.0,0.7657470703125,1.0,-1.939217408,0.0,0.1088862419128417,1.0,-1.222032505,0.0,1.16914852,0.0,0.9688720703125
code,patient,0.0,0.8152335299999999,1.0,-1.035548855,0.0,9.192973072,0.0,0.796875,0.0,2.461212158203125,0.0,0.2537193298339844,0.0,0.0,1.0,-2.8847273325,0.0,0.2278098349999999,0.5,-0.5904141414999999,0.0,0.0390853881835937,0.0,0.913861781358719,0.0,1.2032470703125,1.0,-1.22085857,0.0,1.9400148689746857,0.0,0.53053655,0.0,3.1744332555,0.0,0.718994140625
