noun,semantic role,gpt3-davinci,gpt3-babbage,text-davinci-001,bloom-1b1,bloom-3b,gpt2-x,bloom-560m,gpt3-ada,gpt3-curie,text-davinci-003,gpt2-medium,gpt2-xl,bloom-1b7,text-ada-001,gpt2-large,text-curie-001,text-babbage-001,bloom-7b1
backpacker,agent,0.17641068,-1.4146768,2.12775997,0.21875,2.0618896484375,0.8904991745948792,-2.0006103515625,-2.16671762,0.8496609399999999,12.3167702199,-0.1119918823242188,1.05742746591568,-0.15625,-1.44256217,-0.4043655395507814,0.7491150000000002,-3.33058903,0.593505859375
bag,patient,-0.490083,-1.7847824,2.56120349,0.1875,1.62548828125,0.0962867736816406,-1.249755859375,-2.79734018,0.94975082,-8.0274164854,-0.4933814406394958,0.6775302886962891,-0.0625,-4.204376911000001,-1.226582556962967,-0.3822627,-4.8763735,0.67236328125
baker,agent,1.45108436,-1.3984049399999998,5.3462685575,0.29736328125,2.187744140625,0.7114657759666443,-1.25,-2.3642347,0.4921321000000001,16.3226417952,0.0748863220214843,0.9250087738037112,0.28125,-3.60549919,-0.6088666319847107,-0.4643632599999999,-4.17285344,0.54638671875
barber,agent,0.92338934,-1.99756596,4.286700657,-0.50048828125,1.656005859375,0.6854272484779358,-1.500244140625,-2.1039372,-0.13263716,12.6841326538,-0.0227661132812498,1.4022111892700195,-0.0625,-2.1855373250000003,-0.9317770600318908,-1.87050222,-5.589352030000001,0.21875
basket,patient,-0.5343819799999999,-2.01299675,2.3562314,-0.46875,1.390380859375,0.2092971801757812,-2.2498779296875,-3.63085373,0.5364379,-11.5201011506,-0.1773872375488281,0.5605583190917969,-0.3125,-6.3806496647,-0.7500333786010742,-2.89492829,-5.161348846,0.672119140625
beard,patient,-0.1451492999999999,-2.30268096,1.19305193,0.171875,1.7652587890625,-0.0200443267822265,-1.500244140625,-2.50688541,0.34000014,-1.4969633100000002,-0.0687007904052734,0.8835878670215607,-0.56298828125,-7.4255443022,-0.6883049011230467,-2.53841289,-5.03526126,0.796630859375
bedding,patient,-0.65207854,-2.7493418000000003,1.94793965,-0.46826171875,0.79736328125,0.8920288085937498,-1.99951171875,-2.49059078,0.4943009,-13.1808587622,-0.3061790466308596,0.4834146499633789,-0.40625,-4.798965703,-1.0565318763256073,-0.33096886,-5.54612135,0.265625
bike,patient,0.1433843999999999,-1.0809211,2.60034028,-0.40625,1.484375,0.1488571166992187,-1.49951171875,-3.02647104,1.37300483,3.822259433,-0.4429664611816406,0.7132644057273865,-0.6875,-4.238817157,-1.0114755928516388,-1.64992335,-6.466441124499999,0.70361328125
blanket,patient,-0.5241192000000001,-3.03165988,1.28548627,-0.171875,0.922119140625,1.0405558943748474,-2.5006103515625,-2.42484659,-0.11623567,-14.399983813,-0.2772884964942934,0.7835245728492737,-0.53076171875,-4.638930652,-1.025874137878418,-2.67816312,-6.52303943,0.624755859375
blogger,agent,0.8730927,-1.1826993,4.538035113,0.140625,2.687744140625,2.94013586640358,-0.25,-2.75069132,1.5043011,15.8938535289,0.0234003067016599,1.1812591850757597,-0.62548828125,-2.4430521,0.4336776733398437,2.55240716,-6.16957203,0.765625
board,patient,-0.1483883,-1.3762702999999998,3.25340068,-0.37451171875,1.59326171875,0.5518131256103516,-1.5,-1.63517843,0.7409096499999999,-9.0215211499,-0.4120721817016601,0.5039711594581604,-0.65625,-1.24337864,-0.7719563841819763,-0.7069854499999999,-3.9789694,0.15625
book,patient,-0.11100007,-1.3077086000000002,2.832898368,-0.265625,1.874267578125,0.9986037611961364,-1.749755859375,-2.34877211,1.06415362,-10.0824134883,-0.0052165985107421,0.7327060699462891,-0.125,-4.915734374,-0.2588872909545899,-0.7410067,-5.03035672,0.797119140625
bottle,patient,-0.16525464,-1.78436954,2.55954029,-0.40576171875,0.984619140625,0.3661956787109375,-2.000244140625,-2.94971425,0.5091134,-10.7963021778,-0.3908976912498474,0.6400557160377502,-0.375,-5.5621955257,-1.3915119767189026,-1.93561938,-4.24997391,0.4375
bowl,patient,-0.3887158500000001,-2.18287354,3.125524813,-0.56201171875,0.90625,0.6001815795898438,-2.250732421875,-3.032825124,0.44507785,-13.2388086664,-0.1534595489501952,0.5438127517700195,-0.74951171875,-6.3699098172,-0.9444923400878904,-2.31153663,-3.4925768,0.5
bread,patient,-0.1061365,-1.39973047,2.640460264,-0.046875,1.875,0.4605827331542969,-1.500244140625,-2.91765102,0.4446868899999999,-10.698756772,-0.3281192183494568,0.6847476959228516,0.0,-7.1760476146,-0.8384295105934143,-0.8746145000000001,-3.44340078,0.781005859375
broadcaster,agent,1.1145073600000002,-1.6800593399999997,6.3850559405,0.17919921875,3.18701171875,2.129955351352691,-0.75048828125,-1.30233376,1.2134397300000002,16.0045599586,0.2774238586425781,0.7224903106689453,-0.3125,2.4146098,-0.1229743361473083,4.0141446,-5.83406613,0.671875
building,patient,0.30605746,-1.2039651,2.9294548120000004,0.74169921875,1.96875,0.1125984191894531,-1.24951171875,-1.97087956,1.00541673,-10.4381093686,-0.1417312622070311,0.7325829863548279,0.125,-2.99636543,-1.2737341523170471,-0.8298384599999999,-3.169567664,0.0625
bus,patient,0.20648802,-1.5439379,4.647042841,0.78076171875,1.875732421875,0.6201038360595703,-1.499755859375,-2.3839271500000003,0.52876484,0.53719804,-0.1025772094726562,0.3810519576072693,-0.34375,-2.46587557,-0.44751638174057,-3.4060696,-5.42598597,0.609375
busboy,agent,0.4687461,-1.33740475,3.891426286,0.17236328125,1.968017578125,0.7670192718505859,-1.499755859375,-2.39429364,0.8400879000000001,13.84713554,-0.1856269836425781,0.8656348884105682,0.03125,-2.18915176,-0.3972520232200622,-0.2014449999999998,-3.4858533000000005,0.28125
businessman,agent,0.96072524,-0.3329066,4.734848414,0.140625,3.0321044921875,2.141270101070404,0.25048828125,-0.5551653000000001,0.7233123,16.981842890600003,0.3152777552604675,0.9819813072681428,-0.15625,4.7386295,0.2499914169311522,1.7143431,-3.6715994,0.203125
businesswoman,agent,1.45566204,-0.4299995000000001,5.150524296,0.125,3.328857421875,1.6075227856636047,-0.5,-1.787919,0.6742286000000001,16.645241029700003,0.0773444175720216,1.270203560590744,0.09375,-0.4127560999999999,0.0179224014282227,3.16912843,-3.7187078,0.625244140625
butcher,agent,1.28454746,-1.86359306,4.301938891,-0.23486328125,2.48431396484375,0.7757768630981445,-1.74951171875,-2.91474625,0.1653138,14.6653799821,-0.1608276367187501,1.0048217475414278,0.125,-3.045929986,-1.0755881667137146,-1.5810643,-4.6479422,0.171875
cake,patient,0.0167408,-2.0980119200000003,1.89745875,-0.35986328125,2.078857421875,0.1636742949485778,-2.000244140625,-3.5013014,0.0418663499999999,-10.1742498301,-0.1985511779785156,0.4575968384742737,-0.09375,-11.89758323068,-0.991102248430252,-2.17452235,-6.22370923,0.702880859375
cameraman,agent,1.41687387,-0.9520949,6.971173200599999,0.171875,2.344482421875,2.695001542568207,-0.25,-2.2363205300000004,0.6185341000000001,14.243918155,-0.2328691482543945,0.4057044982910156,-0.3125,0.8760414000000001,-0.2807569503784179,-0.3032524999999999,-3.9950578,0.57763671875
camper,agent,-0.03673544,-1.69075185,1.25590517,0.92919921875,1.828369140625,0.9690914750099182,-1.249755859375,-2.22940895,0.557867,9.740436525100002,-0.4082660675048828,0.8181342780590055,0.40625,-0.25698654,-0.0819873809814453,-1.36422093,-4.92760449,-0.015625
canvas,patient,0.07084685,-1.99127367,3.981933123,-0.28125,0.984619140625,0.3455896377563476,-1.99951171875,-3.12461175,0.38147156,-13.5740792207,-0.3124923706054687,0.6120853424072266,-0.8125,-6.0915327042,-1.2863091826438904,-0.4518614999999999,-6.111683484,0.65673828125
captain,agent,1.0776153,-0.8637914599999998,5.814289822299999,1.640380859375,2.515380859375,2.2629261016845703,-0.5,-2.42781993,0.67312434,18.0444645832,-0.0122509002685547,1.3338899612426758,0.125,3.55951208,0.2831935286521909,-3.2074283,-2.8207175,0.359375
car,patient,0.4580841,-0.7881423,3.291556463,0.640625,2.687744140625,0.1903457045555114,-0.75,-1.80458652,0.6960413000000001,3.82727692,-0.163553237915039,0.7931432127952576,-0.21875,0.8053855,-1.126130998134613,-2.96207411,-4.6046084,0.35986328125
cardboard,patient,-0.42135624,-2.31265055,2.21722815,-0.65625,1.546875,0.0837402939796447,-2.2501220703125,-2.97963785,0.1376551299999999,-13.3252891099,-0.4380626082420349,0.5012130737304688,-0.96875,-6.884467149400001,-1.3450508415699003,-0.5532807999999999,-6.806234915,0.734130859375
carpet,patient,-0.4684562399999999,-1.5894956000000002,1.94927249,-0.265625,1.938232421875,1.0799465775489807,-1.9993896484375,-2.52778908,0.61803054,-14.6348895182,-0.1947345733642578,0.8109445571899414,-0.46875,-7.3410545519,-0.7970466017723081,-0.7779236,-4.514791600000001,0.640625
carver,agent,0.93277355,-1.3612413,3.27502559,-0.35986328125,1.999755859375,0.7911272048950195,-1.0,-2.02030863,0.0803413299999999,14.478566056,-0.092672348022461,1.237325698137283,-0.59375,-3.222855386,-0.8248881995677948,-1.7146785400000002,-5.00671801,0.484375
caterer,agent,0.8606070400000001,-0.4586831,5.2780276696,0.109375,2.4849853515625,1.5274447202682495,-1.249755859375,-2.81136318,0.24052633,15.70611964325,-0.2473067641258239,0.9410247802734376,-0.375,-4.161343623,-0.5888605117797852,2.621891,-0.9628056000000004,0.171875
cd,patient,0.2108545699999999,-1.4753760000000002,5.481569214299999,0.0,1.7041015625,-0.0580577254295349,-1.75,-2.0710896,0.90344615,-7.461360659099999,-1.0721346735954285,0.2712545394897462,-0.812255859375,-3.14295774,-1.2305192947387695,-0.9062214000000002,-7.492248849999999,0.8125
cellist,agent,0.8500917700000001,-1.3679772,5.1397387333,0.078125,2.014892578125,0.5552559494972229,-1.750244140625,-2.80404825,0.6241532000000001,12.644361489,0.1031379699707031,1.4960394203662872,-0.3125,-5.4687178963,-0.7048320770263672,-0.5184935999999998,-6.54328446,0.92236328125
cello,patient,-0.4535738,-1.86167528,3.958160907,-0.71923828125,1.843994140625,0.3067760467529297,-2.25048828125,-3.14800171,0.3576927,-7.357197141,-0.3225440382957458,0.59930419921875,-0.593505859375,-4.293481328,-1.3135738670825958,-2.14249968,-7.47933746,1.124755859375
chauffeur,agent,1.31037152,-0.4748841,7.4374796646,1.171875,2.42138671875,2.111305296421051,-0.75,-1.2787677,0.71231077,15.5469961334,0.1754894852638244,1.5413341820240023,-0.3125,2.82329756,-0.2900256514549255,-1.0995946,-1.921909,-0.046875
chef,agent,1.48032765,-0.90278966,5.7311393935,1.09375,2.89056396484375,1.3720855116844175,-0.25,-2.4152623600000003,0.0712700299999999,16.734513448,0.1218223571777344,1.19891357421875,-0.09375,2.09662534,-0.5419425964355469,-0.8023698000000001,-2.2996913999999995,0.1875
choreography,patient,0.67979828,-0.5959587000000002,5.554847328,-0.3671875,1.53173828125,0.085113525390625,-1.5,-2.83507523,0.6914956699999999,7.340078403000001,-0.4444260597229001,1.0097017884254458,-0.28125,-0.99199306,0.1048517227172851,-0.5030711000000001,-4.102766600000001,0.765380859375
clarinet,patient,0.34437786,-1.79238026,5.124012102,-0.49951171875,1.70361328125,0.7392978072166443,-1.750244140625,-3.13490095,0.7928619699999999,-4.422444162,-0.533994734287262,0.6772317290306091,-0.25,-7.9406274185,-1.0828237235546112,-1.10998156,-6.59254803,1.437744140625
clarinetist,agent,1.1757808,-1.2107868000000002,6.063636496,-0.21923828125,2.04638671875,1.3176708817481992,-1.49951171875,-2.64781922,1.27080716,14.0800005255,-0.511198103427887,1.0269069075584414,-0.125,-5.050752525,-0.8565863966941833,0.7920992,-5.6113742,1.23486328125
clay,patient,-0.1864815399999999,-1.5936753200000002,3.344099996,-0.421875,1.452880859375,-0.3036574721336365,-2.2490234375,-2.62108334,0.6432686,-13.216210114,-0.287017822265625,0.5838451385498047,-0.46875,-6.4156678104,-0.9302492141723632,1.13708718,-5.436394668,0.671875
cleaner,agent,1.2531731,-1.16062455,3.714912897,0.65625,3.07745361328125,1.0891780853271484,-1.0,-2.26676949,1.16445522,15.3615415998,0.1487928032875061,1.930993050336837,0.375,-1.0648851,-0.3707590699195862,2.9205768,-2.1169276,0.765869140625
clerk,agent,1.2342162,-0.940835,3.90355108,0.4375,2.67120361328125,1.3047370314598083,-0.75,-1.6438676,1.7335795800000002,14.9392091265,0.7628346085548401,1.2390584647655487,0.40625,1.95771713,0.5257158279418943,2.0717679,-3.4841022,0.65576171875
cloth,patient,-0.11587412,-1.9303569,3.043513172,-0.42138671875,1.608642578125,0.4272308349609375,-1.9991455078125,-2.44084532,0.75473408,-13.1014322593,0.3154286742210388,1.1388006806373596,-0.28125,-6.00738863,-0.6859627366065977,-1.0515432999999998,-4.3708367,1.077880859375
coat,patient,-0.1099335,-1.56313055,2.4576625,0.21875,2.25,0.901470184326172,-1.250244140625,-2.49409087,0.1760025599999999,-9.9613079904,0.1202797889709472,0.332442283630371,-0.25,-3.08034686,-0.5205564498901367,-2.73263068,-4.64999786,1.031494140625
code,patient,0.2937235,-2.1373412000000003,2.807968637,0.421875,2.390625,0.2457447052001954,-0.75048828125,-3.0839326500000004,1.5117035,4.521554473,-0.5930805206298828,0.9985865950584412,-0.49951171875,-5.3179768,-0.2285537719726562,3.3117618,-7.875592950000001,-0.328125
comedian,agent,0.8234976799999999,-1.10333245,5.587336866699999,0.0,2.375732421875,2.356693148612976,-1.0,-1.7516202500000002,0.4420469999999999,15.3191125737,-0.1523666381835936,0.8686676025390625,-0.50048828125,3.2342683999999995,-0.1780614852905272,0.0046404999999998,-2.6245920000000003,0.3125
concerto,patient,0.6723798400000001,-1.0658034399999998,7.5192255767,-0.53125,1.8125,0.7064857482910156,-2.2491455078125,-2.61276524,1.533617,-3.133862476,-0.6708984374999998,0.7535515427589417,-0.40625,-4.301983573999999,-0.9811821281909944,-0.2642901000000002,-6.789022166,1.281494140625
confectioner,agent,1.39112852,-1.3333683,3.759753902,-0.34326171875,2.14111328125,0.8303585052490237,-0.75,-2.84130835,0.4570122000000001,14.6098362208,-0.1314697265625001,0.659395158290863,-0.125,-5.767131996,-0.8188571929931641,2.5533131300000003,-5.29628142,0.71923828125
container,patient,-0.10571836,-1.2470159,2.76901646,-0.1875,1.35888671875,-0.2074813842773437,-2.5003662109375,-2.99489476,0.5087204,-9.2820552328,-0.3052844405174255,0.6787261962890623,-0.25,-0.01232244,-1.4718541502952576,-1.22019,-3.8806428,0.3125
convertible,patient,0.2892914399999999,-1.53773404,4.287136084,0.375,1.42236328125,0.0384674072265622,-1.75,-1.6800420400000002,1.06901176,-2.75232102,-0.8423919677734375,0.7942924499511719,-0.375,-0.9306879,-0.7710866928100584,0.1059931999999999,-5.85746607,0.42236328125
cook,agent,1.22529092,-1.42814918,5.375154507,0.53125,2.0941162109375,0.8810862898826601,-1.499755859375,-2.63440895,0.12811865,17.085193392,0.179859161376953,1.0125979781150818,-0.125,-0.5692272,-0.2757654190063476,-0.9454820000000002,-4.80417316,0.359375
cotton,patient,-0.1180864,-2.4650486500000004,2.057374684,-0.74951171875,1.23388671875,0.6456284523010256,-2.00048828125,-2.75756609,1.33132556,-12.7134449045,-0.0946922302246093,0.5692586898803711,-0.53125,-4.736906484,-0.6851244568824768,0.2380637999999999,-5.739465771,0.890625
countertop,patient,-0.22760397,-1.9201474,2.4859980100000003,0.34375,1.46923828125,1.012166976928711,-1.750244140625,-1.99471445,0.6321981000000001,-13.0997324868,-0.4456444382667539,0.9723129272460936,-0.375,-3.45817981,-0.7556447982788084,-1.1107082,-7.39235342,0.43701171875
crate,patient,-0.3869969999999999,-2.59343312,3.547576864,-0.578125,2.01513671875,0.411590576171875,-2.0006103515625,-3.30643725,0.7983397999999999,-10.2744272727,-0.3461838364601135,0.6109133362770081,-0.34375,-4.034651465,-1.6976985931396482,-1.2022137,-7.700033192,0.56298828125
cushion,patient,-0.3585063699999999,-2.65171893,2.03520034,-0.28125,1.531005859375,0.9420661330223083,-2.5,-3.0737330700000003,-0.0894661499999999,-13.9423526384,-0.1436405181884766,0.4546881318092348,-0.531005859375,-6.0460208592,-0.9201145470142365,-1.73081102,-4.743306489999999,0.53076171875
cut,patient,0.0767207,-2.8875407,2.92499436,-0.15625,2.8427734375,0.0231895446777343,-2.249755859375,-2.22546474,0.5622994,8.504115224,-0.5297603607177734,0.7883720397949219,-0.15625,-1.843466,-1.0030450522899628,-1.35745805,-5.96600246,0.84326171875
dancer,agent,0.7879981600000001,-1.00629034,4.7933005280000005,-0.10986328125,2.43701171875,1.4656620621681211,-1.250244140625,-2.2606145,0.9049512,17.438630989500002,0.193643629550934,1.0927295386791231,-0.3125,-0.18529713,-0.0257987976074219,0.1614208999999999,-4.97640578,0.65625
dealer,agent,1.66406127,-1.0733863,4.8832806500000006,1.616455078125,2.7177734375,1.8436203598976133,0.49951171875,-1.59803364,0.8052137,17.2759035783,0.5180758833885193,1.1538380980491638,0.25,0.9954635,-0.0705490112304687,1.680322,-5.873810300000001,-0.125
dish,patient,-0.0840546,-1.98999982,2.893521875,-0.140625,1.203369140625,0.4477920532226564,-1.75,-2.96855078,0.2900697,-10.8249722356,-0.0658226013183593,0.7626085281372073,-0.40625,-2.84087527,-0.9436111450195312,-1.2352036999999998,-4.851491056,0.421875
doctor,agent,1.8622016,-2.39709074,5.3922853446,-0.53125,1.171630859375,0.4460702538490295,-0.999755859375,-2.220745,0.0157241999999999,17.5487248253,0.1008749008178711,0.551793098449707,-0.28125,1.3322858000000002,-0.4118337035179138,-1.0004267000000002,-6.60209833,0.265625
dough,patient,0.0661918999999999,-0.6467611,3.774377524,0.078125,2.35888671875,0.0712051391601562,-2.000244140625,-2.5842057,0.5889891600000001,-8.8630560767,-0.3004742264747619,0.7282552719116211,-0.49951171875,-1.5887793,-0.5532894730567932,-0.0644551999999998,-4.4407033,1.28125
dressmaker,agent,1.79031739,-0.7954684000000001,4.898521442,-0.15625,1.999267578125,1.36146342754364,-0.99951171875,-2.74347191,0.93043515,11.9755340095,0.2279539108276367,0.7577486038208006,-0.125,-3.812021326,-0.583440840244293,1.4690061600000002,-5.5409692,0.875244140625
driver,agent,1.37014764,-0.8832844999999999,5.573587409,0.79736328125,2.31201171875,0.7348880767822266,0.0,-2.36846434,0.7076569999999999,17.310143094,0.0722732543945313,1.1072282791137695,-0.62548828125,3.9859752,-0.5263729095458984,-0.9212626,-3.91645615,-0.15625
drug,patient,0.4642486000000001,-2.5845314,4.195511184,0.26513671875,1.64111328125,0.9312744736671448,-1.249755859375,-1.68551638,0.1685332699999999,3.824609699,0.093903064727783,0.8560943603515627,-0.5625,-3.795723884,-0.7644538879394531,-1.57987776,-7.380243923,0.078125
drummer,agent,0.8975249699999999,-1.10469044,5.1584615725,-0.78857421875,1.82763671875,1.0747966766357422,-1.750732421875,-2.99877454,0.75213063,17.586299313,-0.3693237900733948,0.3216667175292967,-0.874755859375,-0.8299349,-1.026600807905197,-1.6399811,-5.45410356,0.765625
duffle,patient,-0.5078391499999999,-2.74955792,2.13883671,0.03125,1.702880859375,0.6048088073730469,-1.75,-3.10247197,0.6193636,-7.490044978,-0.424293577671051,0.794490784406662,-0.125,-1.1042288999999998,-0.9903049170970916,-2.25851055,-6.484725200000001,0.749755859375
essay,patient,0.3317793,-1.6297587999999998,4.644804291,0.421875,2.1416015625,1.2817440629005434,-0.49951171875,-2.5362624,1.4099808,-3.240876774,0.2496796250343325,1.2775449752807615,-0.1875,-6.0249817,0.3597583770751953,3.10990152,-4.49264301,1.28125
essayist,agent,1.51227579,-1.3513363000000005,4.914351566,0.42236328125,2.7802734375,2.144827932119369,-0.25,-1.7459002,1.84731287,15.3194485009,0.2565717101097109,1.288832634687424,-0.40625,-1.63029952,0.5270729064941406,3.1288395600000003,-4.9114754,1.234130859375
fabric,patient,0.04481297,-1.9321784,3.335776015,-0.39013671875,1.468505859375,0.8691635131835938,-1.7490234375,-2.59412173,1.26616293,-13.8523195163,-0.1884708404541016,0.7543286681175232,-0.34375,-3.429658805,-0.4181299209594726,-0.2743309999999999,-5.594248500000001,0.84326171875
fillet,patient,-0.7793044,-1.57112122,1.7956314,-0.546875,1.390380859375,0.5319538712501526,-2.5003662109375,-3.32203174,0.57358738,-5.4561782792,-0.425142288208008,0.5218238830566406,-0.46826171875,-4.211127988,-1.1533021330833435,-3.07401418,-6.53122091,0.51611328125
fish,patient,-0.4420204099999999,-2.35413638,2.214086434,0.0,1.781982421875,0.536710798740387,-2.00048828125,-2.4366682,0.5123786,-4.08414671,0.0435390472412109,0.6253213882446291,-0.781005859375,-3.46846386,-1.2326096892356873,-2.0021171200000003,-5.283733208,0.1875
floor,patient,-0.40115398,-0.8733098,1.82526493,-0.26611328125,1.890869140625,0.9160308837890628,-1.9993896484375,-1.90548897,0.6725368199999999,-9.914809576800002,-0.584665834903717,0.6740065217018127,-0.812255859375,-2.02597788,-0.7731609344482422,-0.7519977,-3.3684291,0.125
flute,patient,0.019183,-2.4042607,4.933606567999999,-0.484375,1.17138671875,0.5484905242919922,-2.5008544921875,-2.98748462,0.4012681,0.60992128,-0.6405505537986755,0.8926267921924591,-0.53125,-6.672098039,-0.7911739945411682,-2.27797305,-8.402229958,0.671630859375
flutist,agent,1.0206641,-1.4140769000000002,5.9089682228,-0.203125,1.3125,0.7052555084228516,-1.749755859375,-2.67942886,0.8028717,14.5346599442,-0.2389793395996093,1.3028612136840825,-0.812255859375,-5.108834878,-0.7600088119506836,-1.1817092,-6.50700756,0.65576171875
food,patient,0.3738699399999999,-1.82463745,2.53497713,0.109375,2.266357421875,0.7921142578125,-1.50048828125,-2.69619767,0.1792259,-7.781304965,-0.107712745666504,0.9768028855323792,-0.6875,-6.19031065,-0.9704017937183378,-2.88654744,-5.646411838000001,0.39013671875
gem,patient,-0.4813550999999999,-2.04408638,3.449153866,-0.890869140625,2.60986328125,0.294012188911438,-1.75048828125,-2.70625397,0.72829827,-12.602924396,-0.3141155242919922,0.6832247376441956,-0.593994140625,-7.8779833194,-0.757412910461426,-1.20600323,-7.664182354,0.797119140625
glass,patient,0.2698117999999999,-2.1515922,3.368112404,-0.48388671875,0.671875,-0.04338264465332,-1.999755859375,-2.6449222,0.4742623000000001,-10.5055666939,-0.2034111022949218,0.5909595489501951,-0.53125,-4.804137686000001,-1.4128293991088867,-2.04816244,-6.822912073,0.53076171875
hairdresser,agent,1.35645063,-1.6005466300000002,6.6960573207000005,0.0,2.0772705078125,1.3320751190185545,-0.75,-2.33637143,0.5131205999999999,10.4199448802,0.0642471313476562,1.0762186348438263,-0.15625,-2.394746784,-0.6828298568725586,2.32684508,-5.66641653,0.359375
handle,patient,0.27030944,-1.66323074,5.239836427,0.03125,2.234130859375,0.8519249558448792,-1.500244140625,-2.92896568,1.35775378,5.1126994552000005,-0.1061067581176756,0.93011474609375,-0.6875,-3.593924206,-0.979156494140625,0.2320941999999999,-3.9880029,0.28125
hat,patient,-0.20177667,-1.8722535,2.19396787,-0.171875,1.531494140625,0.3209495544433594,-1.5,-2.4437274,0.6963902000000001,-5.1780945723,0.0811710357666015,0.7040261924266817,-0.5,-4.345699152,-0.7853984236717224,-1.75755828,-5.209438346,0.9375
herb,patient,-0.0806502999999999,-1.8665541,3.22625621,0.265625,1.625244140625,0.4517250061035155,-1.25048828125,-2.20740596,0.7099704,-10.9394612315,0.005044937133789,1.3009452521800997,-0.71875,-4.8668972435,-0.2741661071777344,-1.1534081500000002,-6.654862675,0.8125
hiker,agent,0.0832888399999999,-1.7736052,2.78586706,0.0625,1.76611328125,1.181104063987732,-2.2496337890625,-2.96611581,0.5391577700000001,16.2557033461,-0.1912908554077148,1.3340378105640411,-0.84375,-3.3981170240000003,-0.7131872177124023,-2.1052107,-3.1410225,0.4375
housekeeper,agent,1.35019697,-0.7631319999999999,4.562486578,0.375,2.96923828125,1.382648468017578,-0.99951171875,-2.43823436,0.5465298000000001,14.2124872637,0.1404963135719299,1.2449283301830292,-0.1875,-0.2975616,-0.4518328309059141,1.3838346,-1.3999187999999998,0.546875
ice,patient,-0.6298305399999999,-2.28013974,3.458058148,-0.140625,1.484375,-0.0817246437072753,-1.5,-2.36777664,0.29758076,-11.8703002866,-0.4302558898925781,0.8444051742553711,-0.624755859375,-5.295216923,-0.6915435791015625,-2.5325749,-7.764417967,0.265625
