id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta
36,sells,cd,well,Something sells this CD well.,-0.049466375,-3.6519291,patient,agent,3.6024627249999996
37,sells,drug,well,Something sells this drug well.,-0.056674078,-3.328181,patient,agent,3.271506922
38,sells,snack,well,Something sells this snack well.,-0.13596691,-2.303742,patient,agent,2.16777509
39,sells,salesman,well,Something sells this salesman well.,-0.03545447,-4.1763673,patient,agent,4.1409128299999995
40,sells,saleswoman,well,Something sells this saleswoman well.,-0.09347701,-2.8085468,patient,agent,2.71506979
41,sells,businessman,well,Something sells this businessman well.,-0.05766737,-4.0102344,patient,agent,3.95256703
42,sells,businesswoman,well,Something sells this businesswoman well.,-0.08981566,-2.9200983,patient,agent,2.8302826399999996
43,sells,trader,well,Something sells this trader well.,-0.05162801,-3.6894386,patient,agent,3.63781059
44,sells,peddler,well,Something sells this peddler well.,-0.081591,-2.8178482,patient,agent,2.7362572
45,sells,telemarketer,well,Something sells this telemarketer well.,-0.06674244,-3.268448,patient,agent,3.2017055599999997
46,sells,dealer,well,Something sells this dealer well.,-0.043122888,-4.2437053,patient,agent,4.200582412
47,sells,shopkeeper,well,Something sells this shopkeeper well.,-0.14634667,-2.245917,patient,agent,2.0995703299999997
48,sells,toy,quickly,Something sells this toy quickly.,-0.14038882,-2.2313368,patient,agent,2.0909479799999997
49,sells,book,quickly,Something sells this book quickly.,-0.07931376,-3.0562022,patient,agent,2.97688844
50,sells,novel,quickly,Something sells this novel quickly.,-0.037289754,-4.0669565,patient,agent,4.029666746
51,sells,magazine,quickly,Something sells this magazine quickly.,-0.129228,-2.3767762,patient,agent,2.2475482
52,sells,hat,quickly,Something sells this hat quickly.,-0.108725,-2.5688252,patient,agent,2.4601002
53,sells,lotion,quickly,Something sells this lotion quickly.,-0.3013948,-1.4571764,patient,agent,1.1557816
54,sells,album,quickly,Something sells this album quickly.,-0.08352546,-2.9425426,patient,agent,2.8590171399999997
55,sells,car,quickly,Something sells this car quickly.,-0.060717724,-3.5041971,patient,agent,3.443479376
56,sells,suv,quickly,Something sells this SUV quickly.,-0.0774841,-3.1752253,patient,agent,3.0977412
57,sells,product,quickly,Something sells this product quickly.,-0.063353084,-3.4772556,patient,agent,3.413902516
58,sells,make,quickly,Something sells this make quickly.,-0.042427007,-3.8889434,patient,agent,3.846516393
59,sells,item,quickly,Something sells this item quickly.,-0.03828177,-4.103456,patient,agent,4.06517423
60,sells,cd,quickly,Something sells this CD quickly.,-0.08053699,-3.0546038,patient,agent,2.97406681
61,sells,drug,quickly,Something sells this drug quickly.,-0.13869673,-2.2674189,patient,agent,2.12872217
62,sells,snack,quickly,Something sells this snack quickly.,-0.22743066,-1.7868644,patient,agent,1.55943374
63,sells,salesman,quickly,Something sells this salesman quickly.,-0.054361317,-3.627565,patient,agent,3.573203683
64,sells,saleswoman,quickly,Something sells this saleswoman quickly.,-0.16170777,-2.1925619,patient,agent,2.03085413
65,sells,businessman,quickly,Something sells this businessman quickly.,-0.07807514,-3.5076864,patient,agent,3.4296112599999997
66,sells,businesswoman,quickly,Something sells this businesswoman quickly.,-0.1535561,-2.2534535,patient,agent,2.0998974
67,sells,trader,quickly,Something sells this trader quickly.,-0.07961985,-3.1238656,patient,agent,3.04424575
68,sells,peddler,quickly,Something sells this peddler quickly.,-0.12802538,-2.3643,patient,agent,2.23627462
69,sells,telemarketer,quickly,Something sells this telemarketer quickly.,-0.1069283,-2.6986146,patient,agent,2.5916863
70,sells,dealer,quickly,Something sells this dealer quickly.,-0.0662027,-3.5843956,patient,agent,3.5181929000000003
71,sells,shopkeeper,quickly,Something sells this shopkeeper quickly.,-0.21057108,-1.8811597,patient,agent,1.67058862
72,drives,car,nicely,Something drives this car nicely.,-0.026754135,-5.1792245,patient,agent,5.152470365
73,drives,suv,nicely,Something drives this SUV nicely.,-0.030842695,-4.825132,patient,agent,4.794289305
74,drives,truck,nicely,Something drives this truck nicely.,-0.027726114,-4.9630237,patient,agent,4.935297586
75,drives,convertible,nicely,Something drives this convertible nicely.,-0.025326882,-4.6123805,patient,agent,4.5870536180000006
76,drives,vehicle,nicely,Something drives this vehicle nicely.,-0.024797792,-5.741373,patient,agent,5.716575208
77,drives,tank,nicely,Something drives this tank nicely.,-0.043122765,-4.0225425,patient,agent,3.979419735
78,drives,bus,nicely,Something drives this bus nicely.,-0.027487826,-4.363825,patient,agent,4.3363371740000005
79,drives,tractor,nicely,Something drives this tractor nicely.,-0.019595116,-5.1805425,patient,agent,5.160947384
80,drives,van,nicely,Something drives this van nicely.,-0.031574648,-4.576592,patient,agent,4.5450173519999995
81,drives,driver,nicely,Something drives this driver nicely.,-0.017993277,-6.1742716,patient,agent,6.1562783229999996
82,drives,person,nicely,Something drives this person nicely.,-0.07046781,-3.14772,patient,agent,3.0772521900000003
83,drives,chauffeur,nicely,Something drives this chauffeur nicely.,-0.020952433,-5.121361,patient,agent,5.100408567000001
84,drives,car,smoothly,Something drives this car smoothly.,-0.022206217,-5.3597693,patient,agent,5.337563083
85,drives,suv,smoothly,Something drives this SUV smoothly.,-0.024416108,-5.021968,patient,agent,4.997551892000001
86,drives,truck,smoothly,Something drives this truck smoothly.,-0.02214558,-5.399315,patient,agent,5.3771694199999995
87,drives,convertible,smoothly,Something drives this convertible smoothly.,-0.021616222,-4.7922115,patient,agent,4.770595278
88,drives,vehicle,smoothly,Something drives this vehicle smoothly.,-0.020275826,-5.8539,patient,agent,5.8336241740000006
89,drives,tank,smoothly,Something drives this tank smoothly.,-0.033423718,-4.5229387,patient,agent,4.489514982
90,drives,bus,smoothly,Something drives this bus smoothly.,-0.01966818,-4.816651,patient,agent,4.79698282
91,drives,tractor,smoothly,Something drives this tractor smoothly.,-0.018756704,-5.1855044,patient,agent,5.166747696
92,drives,van,smoothly,Something drives this van smoothly.,-0.02520334,-4.7820477,patient,agent,4.75684436
93,drives,driver,smoothly,Something drives this driver smoothly.,-0.01649756,-6.16109,patient,agent,6.144592439999999
94,drives,person,smoothly,Something drives this person smoothly.,-0.05574978,-3.4399793,patient,agent,3.38422952
95,drives,chauffeur,smoothly,Something drives this chauffeur smoothly.,-0.02099571,-4.967139,patient,agent,4.94614329
96,drives,car,well,Something drives this car well.,-0.024270207,-5.2827,patient,agent,5.258429793
97,drives,suv,well,Something drives this SUV well.,-0.027732182,-5.0202894,patient,agent,4.992557218
98,drives,truck,well,Something drives this truck well.,-0.02732322,-5.12148,patient,agent,5.09415678
99,drives,convertible,well,Something drives this convertible well.,-0.023990918,-4.640768,patient,agent,4.616777082
100,drives,vehicle,well,Something drives this vehicle well.,-0.021919096,-5.8704987,patient,agent,5.848579603999999
101,drives,tank,well,Something drives this tank well.,-0.033031397,-4.784577,patient,agent,4.751545602999999
102,drives,bus,well,Something drives this bus well.,-0.022443313,-4.6796594,patient,agent,4.657216087
103,drives,tractor,well,Something drives this tractor well.,-0.020152297,-5.34974,patient,agent,5.329587703
104,drives,van,well,Something drives this van well.,-0.025728175,-5.070972,patient,agent,5.045243825
105,drives,driver,well,Something drives this driver well.,-0.017955774,-5.994888,patient,agent,5.976932226000001
106,drives,person,well,Something drives this person well.,-0.07436225,-2.9968703,patient,agent,2.92250805
107,drives,chauffeur,well,Something drives this chauffeur well.,-0.023566464,-4.752822,patient,agent,4.729255536
108,flies,plane,nicely,Something flies this plane nicely.,-0.026443917,-4.7006154,patient,agent,4.674171483
109,flies,kite,nicely,Something flies this kite nicely.,-0.10739392,-2.542526,patient,agent,2.4351320800000003
110,flies,jet,nicely,Something flies this jet nicely.,-0.026096046,-5.22676,patient,agent,5.2006639539999995
111,flies,aircraft,nicely,Something flies this aircraft nicely.,-0.0203195,-5.49462,patient,agent,5.4743005
112,flies,pilot,nicely,Something flies this pilot nicely.,-0.030898632,-4.312366,patient,agent,4.2814673679999995
113,flies,person,nicely,Something flies this person nicely.,-0.11861194,-2.4642587,patient,agent,2.3456467599999997
114,flies,aviator,nicely,Something flies this aviator nicely.,-0.01934982,-5.3281302,patient,agent,5.30878038
115,flies,captain,nicely,Something flies this captain nicely.,-0.04269756,-4.5097613,patient,agent,4.46706374
116,flies,plane,smoothly,Something flies this plane smoothly.,-0.019789033,-5.009886,patient,agent,4.9900969669999995
117,flies,kite,smoothly,Something flies this kite smoothly.,-0.09645291,-2.6406012,patient,agent,2.54414829
118,flies,jet,smoothly,Something flies this jet smoothly.,-0.019038184,-5.73897,patient,agent,5.719931816
119,flies,aircraft,smoothly,Something flies this aircraft smoothly.,-0.015331333,-5.9862933,patient,agent,5.970961967
120,flies,pilot,smoothly,Something flies this pilot smoothly.,-0.029839626,-4.254916,patient,agent,4.2250763739999995
121,flies,person,smoothly,Something flies this person smoothly.,-0.0903775,-2.7536638,patient,agent,2.6632863
122,flies,aviator,smoothly,Something flies this aviator smoothly.,-0.017413523,-5.338855,patient,agent,5.321441477
123,flies,captain,smoothly,Something flies this captain smoothly.,-0.037189405,-4.6408105,patient,agent,4.603621094999999
124,flies,plane,well,Something flies this plane well.,-0.022925049,-4.81722,patient,agent,4.7942949509999995
125,flies,kite,well,Something flies this kite well.,-0.1318728,-2.295037,patient,agent,2.1631642
126,flies,jet,well,Something flies this jet well.,-0.02245276,-5.418994,patient,agent,5.3965412399999995
127,flies,aircraft,well,Something flies this aircraft well.,-0.018610712,-5.483501,patient,agent,5.464890288
128,flies,pilot,well,Something flies this pilot well.,-0.02848738,-4.3949785,patient,agent,4.36649112
129,flies,person,well,Something flies this person well.,-0.14148423,-2.245552,patient,agent,2.10406777
130,flies,aviator,well,Something flies this aviator well.,-0.017029673,-5.4405656,patient,agent,5.4235359270000005
131,flies,captain,well,Something flies this captain well.,-0.039341535,-4.7647023,patient,agent,4.725360765
132,cooks,mushroom,nicely,Something cooks this mushroom nicely.,-0.10152368,-2.5428402,patient,agent,2.44131652
133,cooks,pepper,nicely,Something cooks this pepper nicely.,-0.108036496,-2.534225,patient,agent,2.426188504
134,cooks,fish,nicely,Something cooks this fish nicely.,-0.0828224,-2.8741229,patient,agent,2.7913005
135,cooks,salmon,nicely,Something cooks this salmon nicely.,-0.07032642,-2.9969072,patient,agent,2.92658078
136,cooks,tuna,nicely,Something cooks this tuna nicely.,-0.15339857,-2.1903772,patient,agent,2.03697863
137,cooks,fillet,nicely,Something cooks this fillet nicely.,-0.06687161,-3.0724285,patient,agent,3.00555689
138,cooks,vegetable,nicely,Something cooks this vegetable nicely.,-0.052643597,-3.501864,patient,agent,3.449220403
139,cooks,herb,nicely,Something cooks this herb nicely.,-0.056496337,-3.2865405,patient,agent,3.230044163
140,cooks,meat,nicely,Something cooks this meat nicely.,-0.050578456,-3.4998083,patient,agent,3.449229844
141,cooks,ingredient,nicely,Something cooks this ingredient nicely.,-0.06551151,-3.2433887,patient,agent,3.1778771900000002
142,cooks,steak,nicely,Something cooks this steak nicely.,-0.03957932,-3.785195,patient,agent,3.74561568
143,cooks,chef,nicely,Something cooks this chef nicely.,-0.046465617,-3.707711,patient,agent,3.6612453830000002
144,cooks,cook,nicely,Something cooks this cook nicely.,-0.038895257,-3.919766,patient,agent,3.880870743
145,cooks,baker,nicely,Something cooks this baker nicely.,-0.09974398,-2.5450022,patient,agent,2.44525822
146,cooks,caterer,nicely,Something cooks this caterer nicely.,-0.14269707,-2.2372565,patient,agent,2.09455943
147,cooks,mushroom,well,Something cooks this mushroom well.,-0.1323014,-2.2475653,patient,agent,2.1152639000000004
148,cooks,pepper,well,Something cooks this pepper well.,-0.19197682,-1.8884747,patient,agent,1.69649788
149,cooks,fish,well,Something cooks this fish well.,-0.09203798,-2.7615888,patient,agent,2.66955082
150,cooks,salmon,well,Something cooks this salmon well.,-0.06853008,-3.0199525,patient,agent,2.95142242
151,cooks,tuna,well,Something cooks this tuna well.,-0.15559855,-2.1974113,patient,agent,2.04181275
152,cooks,fillet,well,Something cooks this fillet well.,-0.07962314,-2.843209,patient,agent,2.76358586
153,cooks,vegetable,well,Something cooks this vegetable well.,-0.05617205,-3.4020598,patient,agent,3.34588775
154,cooks,herb,well,Something cooks this herb well.,-0.08044952,-2.8137171,patient,agent,2.7332675799999997
155,cooks,meat,well,Something cooks this meat well.,-0.05061551,-3.4756165,patient,agent,3.42500099
156,cooks,ingredient,well,Something cooks this ingredient well.,-0.06285324,-3.2628975,patient,agent,3.20004426
157,cooks,steak,well,Something cooks this steak well.,-0.04008383,-3.7516954,patient,agent,3.71161157
158,cooks,chef,well,Something cooks this chef well.,-0.05796874,-3.341845,patient,agent,3.28387626
159,cooks,cook,well,Something cooks this cook well.,-0.04481608,-3.6485605,patient,agent,3.60374442
160,cooks,baker,well,Something cooks this baker well.,-0.12914471,-2.2534797,patient,agent,2.1243349900000004
161,cooks,caterer,well,Something cooks this caterer well.,-0.20924981,-1.8041508,patient,agent,1.59490099
162,cooks,mushroom,terribly,Something cooks this mushroom terribly.,-0.2848655,-1.4849999,patient,agent,1.2001344
163,cooks,pepper,terribly,Something cooks this pepper terribly.,-0.26981214,-1.56603,patient,agent,1.29621786
164,cooks,fish,terribly,Something cooks this fish terribly.,-0.24206479,-1.6659843,patient,agent,1.4239195100000002
165,cooks,salmon,terribly,Something cooks this salmon terribly.,-0.22911318,-1.6939816,patient,agent,1.4648684200000002
166,cooks,tuna,terribly,Something cooks this tuna terribly.,-0.39906904,-1.206856,patient,agent,0.8077869599999999
167,cooks,fillet,terribly,Something cooks this fillet terribly.,-0.22840214,-1.7069691,patient,agent,1.47856696
168,cooks,vegetable,terribly,Something cooks this vegetable terribly.,-0.18550852,-1.9590137,patient,agent,1.7735051800000001
169,cooks,herb,terribly,Something cooks this herb terribly.,-0.18313062,-1.9248277,patient,agent,1.74169708
170,cooks,meat,terribly,Something cooks this meat terribly.,-0.13416336,-2.2935023,patient,agent,2.15933894
171,cooks,ingredient,terribly,Something cooks this ingredient terribly.,-0.3024088,-1.4693522,patient,agent,1.1669434
172,cooks,steak,terribly,Something cooks this steak terribly.,-0.14317901,-2.173025,patient,agent,2.02984599
173,cooks,chef,terribly,Something cooks this chef terribly.,-0.19621208,-1.9147274,patient,agent,1.71851532
174,cooks,cook,terribly,Something cooks this cook terribly.,-0.15121321,-2.1481683,patient,agent,1.9969550900000002
175,cooks,baker,terribly,Something cooks this baker terribly.,-0.44021043,-1.0928621,patient,agent,0.65265167
176,cooks,caterer,terribly,Something cooks this caterer terribly.,-0.5550194,-0.9206353,patient,agent,0.3656159
177,bakes,pizza,nicely,Something bakes this pizza nicely.,-0.13329814,-2.3231087,patient,agent,2.18981056
178,bakes,potato,nicely,Something bakes this potato nicely.,-0.12874545,-2.265801,patient,agent,2.1370555500000004
179,bakes,bread,nicely,Something bakes this bread nicely.,-0.09717212,-2.6792424,patient,agent,2.58207028
180,bakes,cake,nicely,Something bakes this cake nicely.,-0.106743716,-2.5465546,patient,agent,2.439810884
181,bakes,pastry,nicely,Something bakes this pastry nicely.,-0.13610363,-2.2671127,patient,agent,2.13100907
182,bakes,dough,nicely,Something bakes this dough nicely.,-0.07883891,-2.9062304,patient,agent,2.82739149
183,bakes,pie,nicely,Something bakes this pie nicely.,-0.088347346,-2.7197263,patient,agent,2.631378954
184,bakes,clay,nicely,Something bakes this clay nicely.,-0.16422577,-2.0113688,patient,agent,1.84714303
185,bakes,patissier,nicely,Something bakes this patissier nicely.,-0.37232584,-1.2297772,patient,agent,0.85745136
186,bakes,chef,nicely,Something bakes this chef nicely.,-0.06363749,-3.2804837,patient,agent,3.21684621
187,bakes,cook,nicely,Something bakes this cook nicely.,-0.06550057,-3.0984042,patient,agent,3.03290363
188,bakes,baker,nicely,Something bakes this baker nicely.,-0.069785,-2.9838464,patient,agent,2.9140614
189,bakes,person,nicely,Something bakes this person nicely.,-0.40445015,-1.1917607,patient,agent,0.7873105499999999
190,bakes,confectioner,nicely,Something bakes this confectioner nicely.,-0.12958117,-2.2917895,patient,agent,2.1622083300000003
191,bakes,pizza,terribly,Something bakes this pizza terribly.,-0.49970385,-1.0058007,patient,agent,0.50609685
192,bakes,potato,terribly,Something bakes this potato terribly.,-0.44904098,-1.0827708,patient,agent,0.6337298200000001
193,bakes,bread,terribly,Something bakes this bread terribly.,-0.32843354,-1.3768945,patient,agent,1.0484609599999999
194,bakes,cake,terribly,Something bakes this cake terribly.,-0.39039207,-1.2014062,patient,agent,0.8110141300000001
195,bakes,pastry,terribly,Something bakes this pastry terribly.,-0.48413706,-1.0208392,patient,agent,0.5367021399999999
196,bakes,dough,terribly,Something bakes this dough terribly.,-0.2922796,-1.4760678,patient,agent,1.1837882
197,bakes,pie,terribly,Something bakes this pie terribly.,-0.3742524,-1.2288685,patient,agent,0.8546160999999999
198,bakes,clay,terribly,Something bakes this clay terribly.,-0.49131012,-1.0058031,patient,agent,0.51449298
199,bakes,patissier,terribly,Something bakes this patissier terribly.,-1.4024256,-0.30173197,patient,patient,-1.1006936299999999
200,bakes,chef,terribly,Something bakes this chef terribly.,-0.2284088,-1.778439,patient,agent,1.5500302000000001
201,bakes,cook,terribly,Something bakes this cook terribly.,-0.25678003,-1.6173129,patient,agent,1.36053287
202,bakes,baker,terribly,Something bakes this baker terribly.,-0.41363123,-1.153115,patient,agent,0.7394837699999999
203,bakes,person,terribly,Something bakes this person terribly.,-0.9927459,-0.5021329,patient,patient,-0.49061299999999997
204,bakes,confectioner,terribly,Something bakes this confectioner terribly.,-0.5302225,-0.94139147,patient,agent,0.41116896999999997
205,bakes,pizza,well,Something bakes this pizza well.,-0.12031869,-2.4043286,patient,agent,2.28400991
206,bakes,potato,well,Something bakes this potato well.,-0.12686205,-2.2808661,patient,agent,2.1540040499999997
207,bakes,bread,well,Something bakes this bread well.,-0.09364568,-2.6605673,patient,agent,2.56692162
208,bakes,cake,well,Something bakes this cake well.,-0.09108948,-2.6700442,patient,agent,2.57895472
209,bakes,pastry,well,Something bakes this pastry well.,-0.15598421,-2.0897887,patient,agent,1.9338044900000002
210,bakes,dough,well,Something bakes this dough well.,-0.086759716,-2.7384634,patient,agent,2.651703684
211,bakes,pie,well,Something bakes this pie well.,-0.082297914,-2.7426543,patient,agent,2.6603563859999997
212,bakes,clay,well,Something bakes this clay well.,-0.35063627,-1.2798545,patient,agent,0.9292182299999998
213,bakes,patissier,well,Something bakes this patissier well.,-0.6834106,-0.73621935,patient,agent,0.05280875000000007
214,bakes,chef,well,Something bakes this chef well.,-0.06960458,-3.1225848,patient,agent,3.05298022
215,bakes,cook,well,Something bakes this cook well.,-0.075440384,-2.8863952,patient,agent,2.8109548159999997
216,bakes,baker,well,Something bakes this baker well.,-0.08965684,-2.655278,patient,agent,2.56562116
217,bakes,person,well,Something bakes this person well.,-0.41873989,-1.1506953,patient,agent,0.73195541
218,bakes,confectioner,well,Something bakes this confectioner well.,-0.20807049,-1.7767198,patient,agent,1.56864931
219,reads,passage,nicely,Something reads this passage nicely.,-0.105811894,-3.6090016,patient,agent,3.503189706
220,reads,poem,nicely,Something reads this poem nicely.,-0.11337768,-2.6188443,patient,agent,2.50546662
221,reads,verse,nicely,Something reads this verse nicely.,-0.05782777,-3.9285207,patient,agent,3.87069293
222,reads,line,nicely,Something reads this line nicely.,-0.09916494,-3.2906024,patient,agent,3.19143746
223,reads,passage,nicely,Something reads this passage nicely.,-0.105811894,-3.6090016,patient,agent,3.503189706
224,reads,script,nicely,Something reads this script nicely.,-0.0675918,-3.333661,patient,agent,3.2660692
225,reads,abstract,nicely,Something reads this abstract nicely.,-0.05203367,-4.5041885,patient,agent,4.45215483
226,reads,essay,nicely,Something reads this essay nicely.,-0.04063498,-3.9126372,patient,agent,3.8720022199999997
227,reads,letter,nicely,Something reads this letter nicely.,-0.08203455,-3.3346741,patient,agent,3.25263955
228,reads,report,nicely,Something reads this report nicely.,-0.09674722,-2.8601384,patient,agent,2.7633911799999997
229,reads,student,nicely,Something reads this student nicely.,-0.21151246,-1.7955378,patient,agent,1.58402534
230,reads,orator,nicely,Something reads this orator nicely.,-0.13637985,-2.3890557,patient,agent,2.25267585
231,reads,person,nicely,Something reads this person nicely.,-0.22687943,-1.8468899,patient,agent,1.62001047
232,reads,narrator,nicely,Something reads this narrator nicely.,-0.17813386,-2.2813938,patient,agent,2.10325994
233,reads,announcer,nicely,Something reads this announcer nicely.,-0.14096822,-2.5048618,patient,agent,2.36389358
234,reads,broadcaster,nicely,Something reads this broadcaster nicely.,-0.2171687,-1.8393745,patient,agent,1.6222058
235,reads,teacher,nicely,Something reads this teacher nicely.,-0.16578998,-2.1174245,patient,agent,1.9516345199999998
236,reads,passage,well,Something reads this passage well.,-0.07926285,-3.545161,patient,agent,3.4658981499999997
237,reads,poem,well,Something reads this poem well.,-0.13266513,-2.319944,patient,agent,2.18727887
238,reads,verse,well,Something reads this verse well.,-0.0580427,-3.5463533,patient,agent,3.4883105999999997
239,reads,line,well,Something reads this line well.,-0.10553187,-2.8305016,patient,agent,2.7249697299999998
240,reads,passage,well,Something reads this passage well.,-0.07926285,-3.545161,patient,agent,3.4658981499999997
241,reads,script,well,Something reads this script well.,-0.06692011,-3.1648366,patient,agent,3.0979164900000002
242,reads,abstract,well,Something reads this abstract well.,-0.05033227,-4.281319,patient,agent,4.23098673
243,reads,essay,well,Something reads this essay well.,-0.037622172,-3.7791572,patient,agent,3.7415350280000004
244,reads,letter,well,Something reads this letter well.,-0.0782061,-3.1114652,patient,agent,3.0332591
245,reads,report,well,Something reads this report well.,-0.08865275,-2.846198,patient,agent,2.7575452499999997
246,reads,student,well,Something reads this student well.,-0.1748561,-1.9570749,patient,agent,1.7822188
247,reads,orator,well,Something reads this orator well.,-0.14770713,-2.2132635,patient,agent,2.06555637
248,reads,person,well,Something reads this person well.,-0.1916074,-1.9522065,patient,agent,1.7605990999999999
249,reads,narrator,well,Something reads this narrator well.,-0.16649574,-2.240019,patient,agent,2.07352326
250,reads,announcer,well,Something reads this announcer well.,-0.13757798,-2.4273224,patient,agent,2.28974442
251,reads,broadcaster,well,Something reads this broadcaster well.,-0.32826984,-1.3839787,patient,agent,1.05570886
252,reads,teacher,well,Something reads this teacher well.,-0.14179319,-2.2285538,patient,agent,2.08676061
253,paints,wall,easily,Something paints this wall easily.,-0.032619096,-3.9647076,patient,agent,3.932088504
254,paints,fabric,easily,Something paints this fabric easily.,-0.03253178,-4.027541,patient,agent,3.9950092200000005
255,paints,glass,easily,Something paints this glass easily.,-0.07319172,-2.9192991,patient,agent,2.84610738
256,paints,canvas,easily,Something paints this canvas easily.,-0.047973275,-3.455893,patient,agent,3.407919725
257,paints,wood,easily,Something paints this wood easily.,-0.06810671,-2.9561596,patient,agent,2.88805289
258,paints,surface,easily,Something paints this surface easily.,-0.02306124,-4.455753,patient,agent,4.43269176
259,paints,panel,easily,Something paints this panel easily.,-0.07027571,-3.0477247,patient,agent,2.9774489899999996
260,paints,painter,easily,Something paints this painter easily.,-0.030913329,-4.112581,patient,agent,4.081667671
261,paints,artist,easily,Something paints this artist easily.,-0.04528022,-3.561583,patient,agent,3.51630278
262,paints,person,easily,Something paints this person easily.,-0.17945091,-1.9441346,patient,agent,1.76468369
263,paints,illustrator,easily,Something paints this illustrator easily.,-0.056907304,-3.2503417,patient,agent,3.193434396
264,paints,portraitist,easily,Something paints this portraitist easily.,-0.07720809,-2.9152038,patient,agent,2.83799571
265,paints,wall,terribly,Something paints this wall terribly.,-0.33198637,-1.3453645,patient,agent,1.01337813
266,paints,fabric,terribly,Something paints this fabric terribly.,-0.21667308,-1.7611324,patient,agent,1.5444593199999999
267,paints,glass,terribly,Something paints this glass terribly.,-0.53348553,-0.94623286,patient,agent,0.41274732999999997
268,paints,canvas,terribly,Something paints this canvas terribly.,-0.6693077,-0.7613507,patient,agent,0.0920430000000001
269,paints,wood,terribly,Something paints this wood terribly.,-0.3891534,-1.1998903,patient,agent,0.8107369000000001
270,paints,surface,terribly,Something paints this surface terribly.,-0.24815688,-1.6173768,patient,agent,1.36921992
271,paints,panel,terribly,Something paints this panel terribly.,-0.41148692,-1.1749471,patient,agent,0.76346018
272,paints,painter,terribly,Something paints this painter terribly.,-0.27476007,-1.5339011,patient,agent,1.2591410299999999
273,paints,artist,terribly,Something paints this artist terribly.,-0.32234758,-1.3779411,patient,agent,1.05559352
