id,verb,noun,adverb,sentence,LL_agent,LL_patient,semantic role,predicted,LL_delta
51,sells,magazine,quickly,This magazine sells something quickly.,-3.6404955,-1.2352841,agent,patient,-2.4052113999999998
52,sells,hat,quickly,This hat sells something quickly.,-7.4577947,-0.01409714,agent,patient,-7.44369756
53,sells,lotion,quickly,This lotion sells something quickly.,-5.2318525,-0.061689205,agent,patient,-5.170163294999999
54,sells,album,quickly,This album sells something quickly.,-3.970521,-0.096534766,agent,patient,-3.873986234
55,sells,car,quickly,This car sells something quickly.,-1.623723,-0.7838956,agent,patient,-0.8398274
56,sells,suv,quickly,This SUV sells something quickly.,-1.0234711,-0.9332802,agent,patient,-0.09019090000000007
57,sells,product,quickly,This product sells something quickly.,-3.7845662,-0.6896749,agent,patient,-3.0948913
58,sells,make,quickly,This make sells something quickly.,-2.939506,-2.3832262,agent,patient,-0.5562798
59,sells,item,quickly,This item sells something quickly.,-1.0333463,-0.6143705,agent,patient,-0.4189758
60,sells,cd,quickly,This CD sells something quickly.,-7.2425413,-0.29059583,agent,patient,-6.95194547
61,sells,drug,quickly,This drug sells something quickly.,-1.8734373,-2.3494637,agent,agent,0.47602639999999985
62,sells,snack,quickly,This snack sells something quickly.,-8.474835,-0.016225524,agent,patient,-8.458609476000001
63,sells,salesman,quickly,This salesman sells something quickly.,-2.2997804,-7.7446976,agent,agent,5.444917200000001
64,sells,saleswoman,quickly,This saleswoman sells something quickly.,-3.2454813,-0.9622676,agent,patient,-2.2832136999999997
65,sells,businessman,quickly,This businessman sells something quickly.,-1.559277,-4.507237,agent,agent,2.94796
66,sells,businesswoman,quickly,This businesswoman sells something quickly.,-4.1190085,-0.879395,agent,patient,-3.2396134999999995
67,sells,trader,quickly,This trader sells something quickly.,-0.2399352,-2.3827193,agent,agent,2.1427841
68,sells,peddler,quickly,This peddler sells something quickly.,-2.0134745,-0.40674993,agent,patient,-1.6067245700000001
69,sells,telemarketer,quickly,This telemarketer sells something quickly.,-0.32663086,-2.5684044,agent,agent,2.24177354
70,sells,dealer,quickly,This dealer sells something quickly.,-1.0336485,-3.9224567,agent,agent,2.8888082
71,sells,shopkeeper,quickly,This shopkeeper sells something quickly.,-3.2804823,-2.2891967,agent,patient,-0.9912855999999999
72,drives,car,nicely,This car drives something nicely.,-7.673882,-0.013738128,agent,patient,-7.660143872
73,drives,suv,nicely,This SUV drives something nicely.,-4.5388303,-0.035698682,agent,patient,-4.503131618
74,drives,truck,nicely,This truck drives something nicely.,-4.4433,-0.029302252,agent,patient,-4.413997748
75,drives,convertible,nicely,This convertible drives something nicely.,-7.420329,-0.0056941,agent,patient,-7.414634899999999
76,drives,vehicle,nicely,This vehicle drives something nicely.,-4.919994,-0.027115706,agent,patient,-4.892878294
77,drives,tank,nicely,This tank drives something nicely.,-10.873877,-0.000968343,agent,patient,-10.872908657
78,drives,bus,nicely,This bus drives something nicely.,-6.359825,-0.0040735323,agent,patient,-6.3557514677
79,drives,tractor,nicely,This tractor drives something nicely.,-5.6665688,-0.009773313,agent,patient,-5.656795487
80,drives,van,nicely,This van drives something nicely.,-7.7384,-0.009674186,agent,patient,-7.728725814000001
81,drives,driver,nicely,This driver drives something nicely.,-4.2214313,-0.06672416,agent,patient,-4.15470714
82,drives,person,nicely,This person drives something nicely.,-5.173704,-0.53063387,agent,patient,-4.64307013
83,drives,chauffeur,nicely,This chauffeur drives something nicely.,-0.6050111,-1.0806446,agent,agent,0.47563350000000004
84,drives,car,smoothly,This car drives something smoothly.,-4.5670986,-0.04666438,agent,patient,-4.520434219999999
85,drives,suv,smoothly,This SUV drives something smoothly.,-1.2291888,-0.47562015,agent,patient,-0.75356865
86,drives,truck,smoothly,This truck drives something smoothly.,-1.7948439,-0.24670438,agent,patient,-1.54813952
87,drives,convertible,smoothly,This convertible drives something smoothly.,-5.072499,-0.020945435,agent,patient,-5.051553565
88,drives,vehicle,smoothly,This vehicle drives something smoothly.,-1.9585203,-0.27733752,agent,patient,-1.6811827799999999
89,drives,tank,smoothly,This tank drives something smoothly.,-6.8225355,-0.0036498364,agent,patient,-6.8188856636
90,drives,bus,smoothly,This bus drives something smoothly.,-0.77228045,-0.69611335,agent,patient,-0.07616710000000004
91,drives,tractor,smoothly,This tractor drives something smoothly.,-1.6815813,-0.26074204,agent,patient,-1.42083926
92,drives,van,smoothly,This van drives something smoothly.,-4.1542373,-0.041695192,agent,patient,-4.112542108
93,drives,driver,smoothly,This driver drives something smoothly.,-1.7443044,-2.510084,agent,agent,0.7657795999999999
94,drives,person,smoothly,This person drives something smoothly.,-4.6356306,-1.3474153,agent,patient,-3.2882153
95,drives,chauffeur,smoothly,This chauffeur drives something smoothly.,-0.17183192,-2.681506,agent,agent,2.5096740800000004
96,drives,car,well,This car drives something well.,-5.7619367,-0.027998481,agent,patient,-5.733938219
97,drives,suv,well,This SUV drives something well.,-3.281324,-0.08114096,agent,patient,-3.20018304
98,drives,truck,well,This truck drives something well.,-2.2692277,-0.17205305,agent,patient,-2.09717465
99,drives,convertible,well,This convertible drives something well.,-6.526428,-0.011602841,agent,patient,-6.514825159
100,drives,vehicle,well,This vehicle drives something well.,-2.7154207,-0.12427822,agent,patient,-2.5911424800000002
101,drives,tank,well,This tank drives something well.,-9.426756,-0.0010769317,agent,patient,-9.4256790683
102,drives,bus,well,This bus drives something well.,-3.8384628,-0.02639716,agent,patient,-3.8120656399999997
103,drives,tractor,well,This tractor drives something well.,-3.0579784,-0.07346257,agent,patient,-2.9845158300000003
104,drives,van,well,This van drives something well.,-5.1293364,-0.027818654,agent,patient,-5.101517746
105,drives,driver,well,This driver drives something well.,-1.2657144,-0.56387204,agent,patient,-0.70184236
106,drives,person,well,This person drives something well.,-3.733433,-0.6794788,agent,patient,-3.0539541999999997
107,drives,chauffeur,well,This chauffeur drives something well.,-0.07497027,-3.499626,agent,agent,3.42465573
108,flies,plane,nicely,This plane flies something nicely.,-6.3041825,-0.008969195,agent,patient,-6.295213305
109,flies,kite,nicely,This kite flies something nicely.,-10.577083,-0.0008618484,agent,patient,-10.5762211516
110,flies,jet,nicely,This jet flies something nicely.,-8.618282,-0.0028084212,agent,patient,-8.615473578800001
111,flies,aircraft,nicely,This aircraft flies something nicely.,-3.168937,-0.11949881,agent,patient,-3.04943819
112,flies,pilot,nicely,This pilot flies something nicely.,-5.0848675,-0.074304916,agent,patient,-5.010562584
113,flies,person,nicely,This person flies something nicely.,-5.203299,-0.21584646,agent,patient,-4.9874525400000005
114,flies,aviator,nicely,This aviator flies something nicely.,-4.7581353,-0.024038171,agent,patient,-4.734097129
115,flies,captain,nicely,This captain flies something nicely.,-4.535834,-1.2873018,agent,patient,-3.2485322000000005
116,flies,plane,smoothly,This plane flies something smoothly.,-4.028013,-0.042475823,agent,patient,-3.9855371769999994
117,flies,kite,smoothly,This kite flies something smoothly.,-9.174205,-0.0011879836,agent,patient,-9.173017016400001
118,flies,jet,smoothly,This jet flies something smoothly.,-6.643519,-0.006510946,agent,patient,-6.637008054000001
119,flies,aircraft,smoothly,This aircraft flies something smoothly.,-1.4450792,-0.5396665,agent,patient,-0.9054126999999998
120,flies,pilot,smoothly,This pilot flies something smoothly.,-5.0201893,-0.28444317,agent,patient,-4.73574613
121,flies,person,smoothly,This person flies something smoothly.,-4.3100586,-0.6191217,agent,patient,-3.6909368999999996
122,flies,aviator,smoothly,This aviator flies something smoothly.,-2.7763646,-0.10041462,agent,patient,-2.67594998
123,flies,captain,smoothly,This captain flies something smoothly.,-5.6423526,-2.469396,agent,patient,-3.1729565999999996
124,flies,plane,well,This plane flies something well.,-5.3177404,-0.02720488,agent,patient,-5.29053552
125,flies,kite,well,This kite flies something well.,-10.577925,-0.0007671188,agent,patient,-10.5771578812
126,flies,jet,well,This jet flies something well.,-7.4254594,-0.004794786,agent,patient,-7.4206646140000005
127,flies,aircraft,well,This aircraft flies something well.,-1.8386117,-0.46313587,agent,patient,-1.37547583
128,flies,pilot,well,This pilot flies something well.,-3.9183924,-0.15209296,agent,patient,-3.76629944
129,flies,person,well,This person flies something well.,-4.899535,-0.20881163,agent,patient,-4.690723370000001
130,flies,aviator,well,This aviator flies something well.,-3.3934476,-0.07248681,agent,patient,-3.32096079
131,flies,captain,well,This captain flies something well.,-5.1353216,-2.7490234,agent,patient,-2.3862982
132,cooks,mushroom,nicely,This mushroom cooks something nicely.,-12.407625,-0.00045167864,agent,patient,-12.40717332136
133,cooks,pepper,nicely,This pepper cooks something nicely.,-11.9296875,-0.0005800119,agent,patient,-11.9291074881
134,cooks,fish,nicely,This fish cooks something nicely.,-10.969557,-0.00097365293,agent,patient,-10.96858334707
135,cooks,salmon,nicely,This salmon cooks something nicely.,-15.399293,-0.00029998703,agent,patient,-15.398993012970001
136,cooks,tuna,nicely,This tuna cooks something nicely.,-12.526105,-0.0010757406,agent,patient,-12.5250292594
137,cooks,fillet,nicely,This fillet cooks something nicely.,-12.50061,-0.0007570377,agent,patient,-12.4998529623
138,cooks,vegetable,nicely,This vegetable cooks something nicely.,-14.5020485,-0.0010999034,agent,patient,-14.5009485966
139,cooks,herb,nicely,This herb cooks something nicely.,-13.839407,-0.00030368532,agent,patient,-13.839103314679999
140,cooks,meat,nicely,This meat cooks something nicely.,-9.931682,-0.0010880904,agent,patient,-9.9305939096
141,cooks,ingredient,nicely,This ingredient cooks something nicely.,-6.2598143,-0.019900722,agent,patient,-6.239913578
142,cooks,steak,nicely,This steak cooks something nicely.,-7.2746286,-0.008824086,agent,patient,-7.265804514
143,cooks,chef,nicely,This chef cooks something nicely.,-5.5552955,-0.11180804,agent,patient,-5.44348746
144,cooks,cook,nicely,This cook cooks something nicely.,-11.49599,-0.01777064,agent,patient,-11.47821936
145,cooks,baker,nicely,This baker cooks something nicely.,-8.4277115,-0.004049653,agent,patient,-8.423661847
146,cooks,caterer,nicely,This caterer cooks something nicely.,-9.595917,-0.008557975,agent,patient,-9.587359025
147,cooks,mushroom,well,This mushroom cooks something well.,-12.39488,-0.00039043918,agent,patient,-12.39448956082
148,cooks,pepper,well,This pepper cooks something well.,-12.781268,-0.00045787936,agent,patient,-12.78081012064
149,cooks,fish,well,This fish cooks something well.,-12.173156,-0.00051530695,agent,patient,-12.17264069305
150,cooks,salmon,well,This salmon cooks something well.,-15.561685,-0.00027947655,agent,patient,-15.56140552345
151,cooks,tuna,well,This tuna cooks something well.,-12.910429,-0.00068218034,agent,patient,-12.90974681966
152,cooks,fillet,well,This fillet cooks something well.,-12.895455,-0.00041923978,agent,patient,-12.89503576022
153,cooks,vegetable,well,This vegetable cooks something well.,-14.507631,-0.0007722504,agent,patient,-14.5068587496
154,cooks,herb,well,This herb cooks something well.,-13.579958,-0.0002824577,agent,patient,-13.5796755423
155,cooks,meat,well,This meat cooks something well.,-10.846594,-0.0006459766,agent,patient,-10.8459480234
156,cooks,ingredient,well,This ingredient cooks something well.,-4.754559,-0.0414113,agent,patient,-4.7131477
157,cooks,steak,well,This steak cooks something well.,-7.7974615,-0.0034310264,agent,patient,-7.7940304735999995
158,cooks,chef,well,This chef cooks something well.,-3.921639,-0.2579772,agent,patient,-3.6636618
159,cooks,cook,well,This cook cooks something well.,-10.9500265,-0.011183298,agent,patient,-10.938843202
160,cooks,baker,well,This baker cooks something well.,-7.1103544,-0.004168994,agent,patient,-7.106185406000001
161,cooks,caterer,well,This caterer cooks something well.,-8.961773,-0.012344691,agent,patient,-8.949428309000002
162,cooks,mushroom,terribly,This mushroom cooks something terribly.,-11.779093,-0.00037934902,agent,patient,-11.77871365098
163,cooks,pepper,terribly,This pepper cooks something terribly.,-11.672503,-0.00046372437,agent,patient,-11.67203927563
164,cooks,fish,terribly,This fish cooks something terribly.,-10.871733,-0.0005006368,agent,patient,-10.8712323632
165,cooks,salmon,terribly,This salmon cooks something terribly.,-15.218757,-0.000176637,agent,patient,-15.218580363000001
166,cooks,tuna,terribly,This tuna cooks something terribly.,-12.612199,-0.00060488336,agent,patient,-12.611594116640001
167,cooks,fillet,terribly,This fillet cooks something terribly.,-12.011312,-0.00066685217,agent,patient,-12.010645147830001
168,cooks,vegetable,terribly,This vegetable cooks something terribly.,-14.263368,-0.0006913669,agent,patient,-14.2626766331
169,cooks,herb,terribly,This herb cooks something terribly.,-13.034723,-0.00025157514,agent,patient,-13.03447142486
170,cooks,meat,terribly,This meat cooks something terribly.,-9.110588,-0.0010780066,agent,patient,-9.1095099934
171,cooks,ingredient,terribly,This ingredient cooks something terribly.,-3.9373293,-0.11092098,agent,patient,-3.82640832
172,cooks,steak,terribly,This steak cooks something terribly.,-7.358582,-0.010448332,agent,patient,-7.348133668
173,cooks,chef,terribly,This chef cooks something terribly.,-2.9735365,-0.9368224,agent,patient,-2.0367140999999997
174,cooks,cook,terribly,This cook cooks something terribly.,-8.7148485,-0.1753428,agent,patient,-8.539505700000001
175,cooks,baker,terribly,This baker cooks something terribly.,-5.4361534,-0.014561812,agent,patient,-5.421591588
176,cooks,caterer,terribly,This caterer cooks something terribly.,-9.04461,-0.019376377,agent,patient,-9.025233623
177,bakes,pizza,nicely,This pizza bakes something nicely.,-12.181827,-0.0013936466,agent,patient,-12.1804333534
178,bakes,potato,nicely,This potato bakes something nicely.,-15.636173,-0.0005617646,agent,patient,-15.635611235399999
179,bakes,bread,nicely,This bread bakes something nicely.,-12.245626,-0.0048625264,agent,patient,-12.2407634736
180,bakes,cake,nicely,This cake bakes something nicely.,-14.895367,-0.0009182857,agent,patient,-14.894448714300001
181,bakes,pastry,nicely,This pastry bakes something nicely.,-16.79507,-0.0017108173,agent,patient,-16.793359182699998
182,bakes,dough,nicely,This dough bakes something nicely.,-13.919888,-0.00088672637,agent,patient,-13.91900127363
183,bakes,pie,nicely,This pie bakes something nicely.,-15.792665,-0.00060631573,agent,patient,-15.79205868427
184,bakes,clay,nicely,This clay bakes something nicely.,-12.736037,-0.0005853219,agent,patient,-12.7354516781
185,bakes,patissier,nicely,This patissier bakes something nicely.,-10.624035,-0.0029118329,agent,patient,-10.621123167099999
186,bakes,chef,nicely,This chef bakes something nicely.,-5.838528,-0.10936623,agent,patient,-5.72916177
187,bakes,cook,nicely,This cook bakes something nicely.,-12.329173,-0.00470651,agent,patient,-12.32446649
188,bakes,baker,nicely,This baker bakes something nicely.,-7.663276,-0.0036049108,agent,patient,-7.6596710892
189,bakes,person,nicely,This person bakes something nicely.,-6.5436206,-0.4403451,agent,patient,-6.1032755
190,bakes,confectioner,nicely,This confectioner bakes something nicely.,-12.399658,-0.0015439517,agent,patient,-12.3981140483
191,bakes,pizza,terribly,This pizza bakes something terribly.,-10.766537,-0.0012810224,agent,patient,-10.765255977599999
192,bakes,potato,terribly,This potato bakes something terribly.,-14.209548,-0.00030809414,agent,patient,-14.20923990586
193,bakes,bread,terribly,This bread bakes something terribly.,-8.720741,-0.0062949914,agent,patient,-8.7144460086
194,bakes,cake,terribly,This cake bakes something terribly.,-12.766364,-0.0005653418,agent,patient,-12.7657986582
195,bakes,pastry,terribly,This pastry bakes something terribly.,-15.387511,-0.00035215908,agent,patient,-15.38715884092
196,bakes,dough,terribly,This dough bakes something terribly.,-11.67682,-0.00049610215,agent,patient,-11.676323897849999
197,bakes,pie,terribly,This pie bakes something terribly.,-14.039381,-0.00045513758,agent,patient,-14.038925862420001
198,bakes,clay,terribly,This clay bakes something terribly.,-9.7161875,-0.00068122573,agent,patient,-9.71550627427
199,bakes,patissier,terribly,This patissier bakes something terribly.,-9.231543,-0.0053566075,agent,patient,-9.2261863925
200,bakes,chef,terribly,This chef bakes something terribly.,-3.8660796,-0.68640465,agent,patient,-3.17967495
201,bakes,cook,terribly,This cook bakes something terribly.,-10.141933,-0.02511917,agent,patient,-10.11681383
202,bakes,baker,terribly,This baker bakes something terribly.,-4.462288,-0.032285266,agent,patient,-4.430002734
203,bakes,person,terribly,This person bakes something terribly.,-6.2411103,-0.42180657,agent,patient,-5.81930373
204,bakes,confectioner,terribly,This confectioner bakes something terribly.,-10.071841,-0.002691808,agent,patient,-10.069149192
205,bakes,pizza,well,This pizza bakes something well.,-12.698017,-0.0006569513,agent,patient,-12.6973600487
206,bakes,potato,well,This potato bakes something well.,-14.905149,-0.00042889945,agent,patient,-14.90472010055
207,bakes,bread,well,This bread bakes something well.,-12.476592,-0.0016474124,agent,patient,-12.4749445876
208,bakes,cake,well,This cake bakes something well.,-14.481887,-0.0004789305,agent,patient,-14.4814080695
209,bakes,pastry,well,This pastry bakes something well.,-16.937569,-0.0005986817,agent,patient,-16.9369703183
210,bakes,dough,well,This dough bakes something well.,-13.732839,-0.00047600848,agent,patient,-13.73236299152
211,bakes,pie,well,This pie bakes something well.,-15.706097,-0.00030356515,agent,patient,-15.70579343485
212,bakes,clay,well,This clay bakes something well.,-13.001428,-0.00043724783,agent,patient,-13.00099075217
213,bakes,patissier,well,This patissier bakes something well.,-10.06497,-0.0020827423,agent,patient,-10.0628872577
214,bakes,chef,well,This chef bakes something well.,-4.9051113,-0.15682328,agent,patient,-4.7482880199999995
215,bakes,cook,well,This cook bakes something well.,-12.443018,-0.0017800812,agent,patient,-12.4412379188
216,bakes,baker,well,This baker bakes something well.,-8.192631,-0.0020268373,agent,patient,-8.1906041627
217,bakes,person,well,This person bakes something well.,-6.0330806,-0.29084966,agent,patient,-5.74223094
218,bakes,confectioner,well,This confectioner bakes something well.,-11.904532,-0.0009572444,agent,patient,-11.9035747556
219,reads,passage,nicely,This passage reads something nicely.,-5.346215,-0.008027883,agent,patient,-5.338187117
220,reads,poem,nicely,This poem reads something nicely.,-7.5823693,-0.05282066,agent,patient,-7.52954864
221,reads,verse,nicely,This verse reads something nicely.,-7.5756884,-0.024234237,agent,patient,-7.551454163
222,reads,line,nicely,This line reads something nicely.,-6.3522167,-0.2926907,agent,patient,-6.059526
223,reads,passage,nicely,This passage reads something nicely.,-5.346215,-0.008027883,agent,patient,-5.338187117
224,reads,script,nicely,This script reads something nicely.,-6.029258,-0.0049356003,agent,patient,-6.0243223997
225,reads,abstract,nicely,This abstract reads something nicely.,-7.2239785,-0.00358499,agent,patient,-7.22039351
226,reads,essay,nicely,This essay reads something nicely.,-5.392454,-0.008981944,agent,patient,-5.383472056
227,reads,letter,nicely,This letter reads something nicely.,-7.8817134,-0.013930129,agent,patient,-7.8677832709999995
228,reads,report,nicely,This report reads something nicely.,-3.993008,-0.05193547,agent,patient,-3.94107253
229,reads,student,nicely,This student reads something nicely.,-4.1404066,-0.47558886,agent,patient,-3.66481774
230,reads,orator,nicely,This orator reads something nicely.,-1.9360276,-0.40618077,agent,patient,-1.52984683
231,reads,person,nicely,This person reads something nicely.,-4.6279364,-0.6236125,agent,patient,-4.0043239
232,reads,narrator,nicely,This narrator reads something nicely.,-4.4512687,-0.4611888,agent,patient,-3.9900799
233,reads,announcer,nicely,This announcer reads something nicely.,-0.3794417,-4.2450757,agent,agent,3.865634
234,reads,broadcaster,nicely,This broadcaster reads something nicely.,-3.1130908,-0.08651545,agent,patient,-3.0265753500000003
235,reads,teacher,nicely,This teacher reads something nicely.,-7.155501,-2.792871,agent,patient,-4.36263
236,reads,passage,well,This passage reads something well.,-5.6684575,-0.006531526,agent,patient,-5.661925974
237,reads,poem,well,This poem reads something well.,-8.313391,-0.05196706,agent,patient,-8.261423939999998
238,reads,verse,well,This verse reads something well.,-8.03294,-0.016159251,agent,patient,-8.016780749
239,reads,line,well,This line reads something well.,-7.189022,-0.2291661,agent,patient,-6.9598559
240,reads,passage,well,This passage reads something well.,-5.6684575,-0.006531526,agent,patient,-5.661925974
241,reads,script,well,This script reads something well.,-5.4706492,-0.00661612,agent,patient,-5.46403308
242,reads,abstract,well,This abstract reads something well.,-5.9625707,-0.008431016,agent,patient,-5.954139683999999
243,reads,essay,well,This essay reads something well.,-3.878597,-0.027511476,agent,patient,-3.851085524
244,reads,letter,well,This letter reads something well.,-7.3607664,-0.017275065,agent,patient,-7.343491335
245,reads,report,well,This report reads something well.,-3.06537,-0.112559,agent,patient,-2.952811
246,reads,student,well,This student reads something well.,-3.4064853,-0.8821381,agent,patient,-2.5243472
247,reads,orator,well,This orator reads something well.,-1.4050995,-0.7098272,agent,patient,-0.6952723
248,reads,person,well,This person reads something well.,-3.233574,-0.5473453,agent,patient,-2.6862287
249,reads,narrator,well,This narrator reads something well.,-4.05919,-0.64758146,agent,patient,-3.41160854
250,reads,announcer,well,This announcer reads something well.,-0.29869446,-5.3102155,agent,agent,5.01152104
251,reads,broadcaster,well,This broadcaster reads something well.,-0.68910414,-1.1914586,agent,agent,0.5023544600000001
252,reads,teacher,well,This teacher reads something well.,-7.529448,-4.833153,agent,patient,-2.696295
253,paints,wall,easily,This wall paints something easily.,-6.796387,-0.00843342,agent,patient,-6.78795358
254,paints,fabric,easily,This fabric paints something easily.,-9.646462,-0.004343004,agent,patient,-9.642118995999999
255,paints,glass,easily,This glass paints something easily.,-7.4663267,-0.018337067,agent,patient,-7.447989633
256,paints,canvas,easily,This canvas paints something easily.,-9.081159,-0.0034815078,agent,patient,-9.0776774922
257,paints,wood,easily,This wood paints something easily.,-6.755681,-0.01339495,agent,patient,-6.74228605
258,paints,surface,easily,This surface paints something easily.,-6.75403,-0.0054759844,agent,patient,-6.7485540156
259,paints,panel,easily,This panel paints something easily.,-7.3012953,-0.010921317,agent,patient,-7.290373982999999
260,paints,painter,easily,This painter paints something easily.,-6.9133735,-0.020519948,agent,patient,-6.892853552
261,paints,artist,easily,This artist paints something easily.,-1.0627444,-0.5628989,agent,patient,-0.49984549999999994
262,paints,person,easily,This person paints something easily.,-5.033828,-0.6252209,agent,patient,-4.408607099999999
263,paints,illustrator,easily,This illustrator paints something easily.,-2.4074333,-0.13669933,agent,patient,-2.27073397
264,paints,portraitist,easily,This portraitist paints something easily.,-4.2421274,-0.03138095,agent,patient,-4.21074645
265,paints,wall,terribly,This wall paints something terribly.,-7.382219,-0.006877456,agent,patient,-7.375341544
266,paints,fabric,terribly,This fabric paints something terribly.,-9.937899,-0.0033785151,agent,patient,-9.9345204849
267,paints,glass,terribly,This glass paints something terribly.,-8.144233,-0.00858064,agent,patient,-8.13565236
268,paints,canvas,terribly,This canvas paints something terribly.,-9.974784,-0.0021147588,agent,patient,-9.9726692412
269,paints,wood,terribly,This wood paints something terribly.,-7.412467,-0.00974984,agent,patient,-7.402717160000001
270,paints,surface,terribly,This surface paints something terribly.,-7.1776824,-0.0045145927,agent,patient,-7.1731678073000005
271,paints,panel,terribly,This panel paints something terribly.,-7.2313695,-0.009716074,agent,patient,-7.221653426
272,paints,painter,terribly,This painter paints something terribly.,-7.671717,-0.02494469,agent,patient,-7.64677231
273,paints,artist,terribly,This artist paints something terribly.,-1.9235663,-0.37134215,agent,patient,-1.55222415
