noun,semantic role,gpt3-davinci,gpt3-babbage,text-davinci-001,bloom-1b1,bloom-3b,gpt2-x,bloom-560m,gpt3-ada,gpt3-curie,text-davinci-003,gpt2-medium,gpt2-xl,bloom-1b7,text-ada-001,gpt2-large,text-curie-001,text-babbage-001,bloom-7b1
bowl,patient,-0.50062945,-1.6505012,0.48461488,-0.609375,-1.25048828125,0.1648902893066406,-1.9993896484375,-1.80988776,-0.7355806300000001,-15.2854200521,-0.0792770385742188,-1.5401419997215269,-2.437744140625,-12.44457482097,-1.7671555429697037,-2.5055823,-5.990606039999999,-0.078125
bread,patient,-0.5338201,-0.7954130399999999,-0.4929894299999999,-0.03125,0.046875,-0.0441741943359372,-1.25,-1.72885607,-0.7493515700000001,-14.4835142879,-0.1781254410743713,-1.261936217546463,-1.625,-12.38241003286,-1.5802001655101778,-2.5555302,-5.4541172,-0.0625
broadcaster,agent,0.2969554,-1.0177211000000002,1.7605841,0.35986328125,0.859375,1.368671417236328,-0.25048828125,-0.6116991,-0.5153274599999998,12.3230776586,0.4608888626098633,-1.5094985961914062,-1.28173828125,-4.0641686,-0.3249988555908203,-0.3557888999999998,-7.32143774,0.125
building,patient,0.0128454,-0.7594833999999999,-0.2015172,0.60205078125,-0.296875,-0.5768165588378908,-1.0,-1.35863675,-0.22812284,-12.3139564829,0.0412126183509826,-0.8564291000366211,-1.562744140625,-7.446630064,-1.2871246635913849,-3.053703406,-6.74650624,-0.54638671875
bus,patient,-0.6012611,-1.23631396,-0.73763657,0.703125,-0.75048828125,0.0940608978271486,-1.5009765625,-1.40003402,-0.3356665999999999,-5.3604487693,-0.001053810119629,-1.456526815891266,-1.7498779296875,-8.353147277000001,-1.0987958908081057,-3.37755574,-6.849747,-0.25
busboy,agent,-0.1252822599999999,-0.8087034500000001,0.1963948999999999,0.171875,-0.203125,0.5402203202247621,-1.00048828125,-1.35933106,-0.7419128700000001,9.4012903837,0.0659542083740234,-0.8327884376049042,-1.125244140625,-4.685082606,-1.006313353776932,-1.4250995,-5.418474699999999,-0.390625
businessman,agent,0.29119206,-0.0289345,1.15191496,0.53173828125,0.39013671875,1.508417010307312,0.75048828125,-0.1288775999999999,-0.8694743999999999,11.6560492279,0.6276322007179262,-0.776946097612381,-1.46875,1.0158405999999998,0.0553941726684571,-2.4013978,-6.690892999999999,0.046875
businesswoman,agent,0.5976808499999999,0.2107078,0.46849033,0.265625,0.67138671875,1.127771258354187,0.0,-1.1504173,-0.58455274,10.394446595700002,0.2332758903503416,-0.4041814804077148,-1.062744140625,-2.6570437,-0.239084243774414,-3.91337612,-5.8670607,-0.09375
butcher,agent,0.42647755,-1.4766684,0.27709549,-0.46875,-0.34423828125,0.186553955078125,-1.99951171875,-2.11625572,-1.40428166,13.40381076187,0.0066976547241212,-1.27342888712883,-1.4375,-8.519959625,-1.5777110755443573,-3.93816367,-7.6529215,-0.40625
cake,patient,-0.22537664,-1.6136845000000002,-1.11508695,-0.45361328125,0.15576171875,-0.2618412375450132,-1.750732421875,-2.05666354,-1.35141745,-16.393826602,-0.253179609775543,-1.7552632987499242,-1.9058837890625,-14.4458940784,-1.9061440229415887,-3.806845126,-7.9005441,-0.125
cameraman,agent,0.25736465,-0.3948085999999999,2.188205756,0.171875,0.0,2.094398558139801,0.24951171875,-1.30348205,-0.92839227,11.6816446813,-0.0182943344116212,-1.431388795375824,-1.5316162109375,-3.632222224,-0.6739730834960938,-3.2270175,-5.3095203,0.046875
camper,agent,-0.22074295,-1.2808599,-1.16595167,0.88232421875,-0.453125,0.5213852524757384,-1.00048828125,-0.95027913,-0.79614462,3.39859948,-0.0349874496459962,-1.1975736618041992,-1.25048828125,-4.383521955,-0.8866328597068787,-3.5196846500000003,-6.69622352,-0.625
canvas,patient,-0.0815285,-1.4702878,1.20456814,-0.296875,-0.51513671875,-0.3105474114418027,-1.49951171875,-2.03104402,-0.97305688,-15.7937810343,-0.2588915228843689,-1.295554131269455,-2.3116455078125,-13.97550982536,-2.3354587256908417,-1.6455727,-7.443297159999999,-0.046875
captain,agent,0.2165443999999999,-0.472396,0.64284333,1.91357421875,0.0,1.6640644073486328,-0.25048828125,-1.148448,-0.77223964,15.663762552,0.4290289878845212,-0.3881645798683166,-1.31298828125,-2.7730075,0.0830812454223632,-4.528033,-3.9231967,0.171875
car,patient,-0.0427457999999999,-0.4807566999999999,-0.8633766699999998,0.328125,-0.203125,-0.2738990783691404,-1.00048828125,-0.8725367600000001,-0.30064195,-1.19558964,0.1296015381813048,-1.1868180632591248,-1.53076171875,-7.3794507643,-1.7290907055139542,-3.71720507,-6.709143200000001,-0.4375
cardboard,patient,-0.4670155,-1.60702987,0.0733108599999999,-0.718505859375,-0.109375,-0.2735471725463865,-2.50048828125,-1.88471313,-1.0786019,-15.00334912223,-0.2684001326560974,-1.1141700744628906,-2.125244140625,-10.3015701623,-2.150094985961914,-1.8517317,-8.278058699999999,0.046875
carpet,patient,-0.6410171,-0.8874666,-0.4050223699999999,-0.328125,-0.1875,0.6391048431396484,-1.999267578125,-1.40853702,-0.64043603,-16.065556800499998,0.0983563065528869,-1.0118865668773651,-1.84375,-12.41294839444,-1.6952295750379562,-2.10390504,-6.007040199999999,-0.25
carver,agent,-0.01023549,-0.8149298399999999,0.8799753,-0.484375,-0.45361328125,0.4684410095214844,-0.49951171875,-1.217744,-1.3443716,9.3943522503,0.265268325805664,-1.1866426765918732,-2.062255859375,-7.281364528,-1.2899856865406036,-3.67726704,-7.39730985,-0.21875
caterer,agent,-0.0624962,0.1501733,1.41718708,-0.265625,0.03173828125,0.9282665252685548,-0.24951171875,-1.73888204,-1.40377035,11.950076995,-0.1571007370948791,-1.1184721291065216,-2.062744140625,-10.599022456,-1.0893001556396484,-2.222715200000001,-3.5558513000000005,-0.51513671875
cd,patient,-0.2438039599999999,-0.8575792999999998,0.78861052,0.0,0.125,-0.4883155822753906,-1.249755859375,-1.4308397,0.1313170999999999,-12.3631112832,-0.5939204096794128,-1.0033769011497498,-1.9056396484375,-6.98779035,-1.391710251569748,-2.46087216,-9.7780547,0.34375
cellist,agent,0.2690332999999999,-0.7138997,0.6385934,-0.203125,-0.09375,0.333221435546875,-1.24951171875,-1.96555602,-1.1097112,8.2072274223,0.2446984648704528,-0.8777561783790588,-1.53173828125,-11.6056296564,-1.184952735900879,-3.8281821,-7.46277146,0.40625
cello,patient,-0.5600763999999999,-1.23058795,-0.0651442999999999,-0.81201171875,-0.359375,0.14691162109375,-2.0,-2.1700391000000003,-0.6908626999999999,-8.3276993636,-0.0297107696533203,-1.4388751685619354,-1.65673828125,-10.1664808201,-1.693735092878342,-1.9797037,-7.96119682,0.578125
chauffeur,agent,0.16749256,0.1083727999999999,2.632035015,0.90625,-0.59326171875,1.6973933577537537,-0.5,-0.6696929000000001,-1.0071544,12.46679550616,0.3862190246582033,-0.5735129714012146,-1.7813720703125,-3.5209117,-0.9199990928173064,-3.7682551,-4.0919443,-0.46826171875
chef,agent,0.35937555,-0.7118798,1.0237889,1.15673828125,-0.15625,0.6471290588378905,0.5,-1.5800066,-1.60464085,15.8855205654,0.0461206436157226,-1.0016794204711914,-1.6878662109375,-5.45532768,-0.8776827454566956,-4.27370113,-5.742078,-0.1875
choreography,patient,0.39114439,0.3777216999999999,1.45403215,-0.4609375,-0.234375,-0.3498954772949214,-0.75,-1.5164424,-0.7950248000000001,2.865967112,-0.4085862636566161,-0.6310338973999023,-1.40576171875,-5.362749600000001,-0.0949077606201171,-2.1222845,-5.490182900000001,-0.15625
clarinet,patient,-0.0595498599999999,-1.1704663599999998,0.2540008499999999,-0.43701171875,-0.484375,0.2947501540184022,-1.7501220703125,-2.07431769,-0.7914695300000001,-7.780035693399999,-0.2670536637306213,-1.3907279670238497,-1.249755859375,-10.92050501,-1.582705497741699,-1.65835948,-7.38795394,0.70361328125
clarinetist,agent,0.50456327,-0.404074,1.2201517,-0.421875,0.03125,0.94541734457016,-1.25,-1.7723256,-0.6429577,8.0041896446,-0.2885971665382385,-1.1120281517505646,-1.06201171875,-9.88035586,-1.1427622437477112,-2.75445397,-6.076299199999999,0.656494140625
clay,patient,-0.09732814,-1.1526815,1.17020937,-0.546875,0.18798828125,-0.5898418426513672,-1.499755859375,-1.466485,-0.8667412400000001,-14.5200398547,-0.1498851776123048,-1.0463170409202576,-1.6875,-10.77342753198,-1.7138805240392685,0.0098105699999999,-5.67915227,0.0
cleaner,agent,0.3335857999999999,-0.7784511000000001,0.7814318299999998,0.390625,0.20361328125,0.3401260375976562,-1.00048828125,-1.5123738,-0.0220318999999999,11.73792959105,0.4432897567749022,-0.2578735947608948,-1.34326171875,-9.479995699,-1.0604210197925568,-0.0844972999999997,-3.9916072,0.03125
clerk,agent,0.3077507,-0.5258361,-0.7779676,0.23388671875,-0.015625,0.7174835205078126,-0.49951171875,-0.9068965,0.14150434,12.1018160077,0.7272287607192993,-0.7010459303855896,-0.937255859375,-3.880319577,0.0266914367675782,-0.7653718,-5.745489600000001,0.125
cloth,patient,-0.2654708,-1.61534105,0.74140375,-0.703125,-0.15625,-0.3339538574218751,-1.74951171875,-1.34238424,-0.6709956,-14.6560235387,0.5654219388961792,-0.7899590134620667,-1.8134765625,-12.9025663347,-1.4724197685718543,-2.3668631,-5.9233666,0.1875
coat,patient,-0.3727454999999999,-1.23252295,-1.2286321,0.046875,-0.37548828125,0.249847412109375,-0.75,-1.19156448,-1.02318396,-14.029970518,0.4575743675231933,-1.5540866553783417,-1.8753662109375,-8.768996781499999,-1.3285207152366638,-3.8177794,-6.98838553,0.171875
code,patient,-0.2250079999999999,-1.5862541,-0.7458105400000001,0.578125,0.265625,-0.6338443756103516,-0.5,-2.09227262,0.26029592,-4.149547862,-0.2799863219261169,-0.4406052231788635,-1.46923828125,-8.1525426,-0.3520964980125427,0.166536,-9.65620237,-0.78076171875
comedian,agent,0.2353737999999999,-0.61143873,0.8212273600000001,0.203125,0.203125,1.3411465287208555,-0.5,-0.6493636,-1.2351990000000002,11.4183607961,-0.032266616821289,-1.0797004401683807,-1.687744140625,-1.2023101,-0.248464584350586,-3.2145887,-4.3035966,-0.03125
concerto,patient,0.2825101,0.0593042999999999,1.06286617,-0.40673828125,0.0,0.4330558776855469,-1.500244140625,-1.1874009,-0.2190927499999999,-7.0760301055,-0.384796142578125,-1.099591284990311,-1.6561279296875,-8.465675064000001,-1.3196735680103302,-1.31717774,-6.7249460700000006,0.734375
confectioner,agent,0.6293181799999998,-0.8312339999999999,0.7369861999999999,-0.81201171875,0.015625,0.1695594787597656,-0.5,-1.7626267,-0.92766964,8.737364833100001,-0.0492992401123048,-1.7519046068191528,-1.40576171875,-10.32229931,-1.2478743195533752,-1.9644881,-6.7003936,0.21875
container,patient,-0.28246496,-0.6777610500000001,0.65596397,-0.51611328125,-0.3603515625,-0.5745887756347656,-2.2509765625,-1.92689584,-0.4504701300000001,-10.8913305089,-0.0148448944091796,-1.2069587707519531,-1.781005859375,-5.799964600000001,-1.8777436912059784,-1.86116218,-5.163579299999999,-0.40625
convertible,patient,0.2093299,-0.8067523,1.09202187,0.3359375,-0.234375,-0.1095275878906247,-1.750244140625,-0.7075845,-0.29576676,-7.983458838400001,0.0756721496582031,-0.7719250321388245,-1.21875,-6.061345466000001,-1.1650924682617188,-1.41771314,-6.87734013,-0.09375
cook,agent,0.18519586,-1.2331094,0.96844978,0.34326171875,-0.71923828125,0.2076034545898439,-1.24951171875,-1.6664648,-1.11710932,14.8082715317,0.0910577774047851,-1.2388381958007817,-1.7188720703125,-7.713000303,-0.765664130449295,-3.5259721000000006,-7.13634495,-0.328125
cotton,patient,-0.1720608999999999,-2.3462296,-0.0746337,-0.640625,0.0625,0.1204257011413575,-1.49951171875,-1.4648571499999998,-0.2445507999999999,-15.281894337,0.0643625259399411,-1.271313637495041,-1.4996337890625,-8.811367945399999,-1.713788986206055,-0.6180094,-6.65453604,0.015625
countertop,patient,-0.3865317,-0.9032259,0.11628724,-0.109375,-0.1875,0.3116378784179687,-1.75048828125,-0.7552252300000001,-0.5197431,-15.3981449593,0.03668212890625,-0.7921628952026367,-1.7811279296875,-7.433466635,-1.086102545261383,-2.43002359,-7.748791235,0.0
crate,patient,-0.5363690999999999,-2.2319546,0.99357663,-0.750244140625,-0.515625,-0.0705184936523437,-1.999267578125,-2.24369702,-0.4941921399999999,-12.6644392884,-0.3042584061622619,-1.3332586586475377,-1.843994140625,-9.024102407,-2.391633883118629,-1.63120262,-10.03205568,-0.328125
cushion,patient,-0.7143546700000001,-1.97460728,0.1515891,-0.53173828125,-0.5,0.385749876499176,-2.25048828125,-1.5882195,-1.64542587,-15.5548580373,-0.2054023742675781,-1.842483639717102,-2.0303955078125,-12.27660372324,-2.0172634720802307,-3.480729255,-6.61717769,-0.21875
cut,patient,-0.12743154,-2.59954358,0.952833,-0.59375,0.53125,-0.4285564422607422,-2.00048828125,-1.41364093,-0.2840071899999999,4.454166226,-0.1017279624938964,-0.6203593611717224,-1.5623779296875,-8.392082912,-1.3171605467796326,-1.27664432,-7.94666502,-0.21875
dancer,agent,0.1223189399999999,-0.58372686,-0.22315145,-0.328125,-0.09326171875,0.8595620393753052,-1.0,-1.19357492,-0.8136996,11.15642752625,0.0450963973999023,-0.788975715637207,-1.6878662109375,-5.333585507,-0.6763487458229065,-3.3215836000000003,-7.67496012,-0.15625
dealer,agent,0.5016851600000001,-0.5823077000000001,0.15404141,1.491943359375,0.09375,1.0752334594726565,0.49951171875,-1.0291386,-0.57002256,14.3920370553,0.9443659782409668,-0.2130060195922851,-1.15625,-4.936260020000001,-0.6481046676635742,-1.0763653999999998,-6.769912999999999,-0.48388671875
dish,patient,-0.22596195,-1.44893275,0.1481228,-0.32763671875,-0.890625,-0.2246856689453125,-1.75048828125,-2.08272463,-0.95522493,-12.1200288526,-0.1581489443778994,-1.3467416763305664,-2.156005859375,-9.7453894737,-1.5519237816333764,-1.8294753000000004,-6.30056612,-0.421875
doctor,agent,0.7088756300000001,-2.18155285,1.33597564,-0.46875,-1.452880859375,-0.3459129333496094,-0.99951171875,-1.2336567,-1.21551895,17.87389247184,0.3540611267089841,-1.0664348900318146,-1.875,-4.086941690000001,-0.2507610321044922,-4.483444956,-10.52239998,-0.15625
dough,patient,0.20019889,-0.1207217999999998,1.1671859,-0.09375,0.71923828125,-0.3427239060401916,-1.75,-1.44685744,-0.89854823,-14.3832706689,-0.1389617919921874,-1.1704569160938263,-1.9696044921875,-6.759818749,-1.2562131881713867,-1.4531592999999998,-6.164303,0.1875
dressmaker,agent,0.82998292,-0.3225612999999998,0.61419478,-0.578125,-0.234375,0.8633537888526913,-0.5,-1.55497165,-0.91914734,9.17192540464,0.4817790389060974,-1.4687375426292415,-1.6878662109375,-10.0138349528,-1.1537351608276367,-3.65152883,-7.990236540000001,0.3125
driver,agent,0.02308655,-0.6481313,1.0579422,0.75,-0.87548828125,-0.0754470825195314,-0.24951171875,-1.40839754,-0.7251987000000001,14.6654759042,0.2560100555419922,-0.6914530396461487,-2.0311279296875,-0.9633891,-0.8658619523048401,-3.65142554,-6.38109735,-0.68701171875
drug,patient,0.0697269,-2.2296658,1.57633399,-0.015625,-0.109375,0.1287689208984375,-1.24951171875,-1.0462379,-0.9793378,0.7157846999999999,0.66888427734375,-0.6319694519042969,-1.750244140625,-8.692777341200001,-0.5853919982910156,-3.083381036,-7.90285141,-0.42138671875
drummer,agent,0.2077843999999999,-0.6038473,0.5972600300000002,-1.117431640625,-0.578125,0.364511489868164,-1.50048828125,-1.74683007,-0.7992554,13.2187770645,-0.1771908402442932,-1.66326904296875,-2.2178955078125,-4.25850564,-1.409263640642166,-3.7797529,-7.394608499999999,0.21875
duffle,patient,-0.5720934299999999,-2.5509873,-0.8612143,-0.125,-0.5625,0.1251868605613709,-1.25048828125,-1.8459014,-0.91087337,-11.8630924001,-0.0003376007080079,-0.6567621827125549,-1.343505859375,-6.041422968,-1.6432400047779083,-3.21550952,-7.3112596,-0.21875
essay,patient,-0.0920168499999999,-1.0492874,-0.2041253,0.96044921875,-0.09375,0.7441464066505432,-0.25,-1.26000397,-0.23183816,-10.6626160061,0.4493527412414551,-0.583372175693512,-1.46875,-8.177132975,-0.2230548858642578,0.2013769,-6.69020753,0.37548828125
essayist,agent,0.7584685,-0.7366532000000001,1.4241677499999998,0.91455078125,0.64111328125,1.4870529174804688,0.0,-1.17763987,-0.2647361,8.76041931274,0.4069414138793945,-0.6648597717285154,-1.343994140625,-2.770581,0.053053855895996,-0.4331045,-5.648883,0.812744140625
fabric,patient,-0.1153570299999999,-1.5268297000000002,0.5624170000000001,-0.59375,0.125,0.2266865372657776,-1.999755859375,-1.55604363,-0.28928946,-14.7732745808,-0.169961929321289,-1.255614310503006,-1.7188720703125,-8.69703984,-1.1776285767555237,-1.1551266,-6.5802467,0.03125
fillet,patient,-0.66642122,-0.7414130000000001,-0.6613770000000001,-0.687744140625,-0.87451171875,-0.049417495727539,-1.999755859375,-1.7943505999999998,-0.6456829500000001,-13.3530979094,-0.2462462782859804,-1.123524695634842,-1.7501220703125,-8.495983116800002,-1.7349768131971364,-2.77316928,-7.218381699999999,-0.3125
fish,patient,-0.3124520699999999,-2.02307613,-0.97266962,-0.0625,-0.68798828125,-0.1131477355957033,-1.49951171875,-1.49260153,-0.6664886,-9.43906205185,0.1550932526588437,-1.4694499969482422,-1.938232421875,-9.984023124,-1.610750198364258,-2.68090976,-6.755178937,-0.484375
floor,patient,-0.7781117400000002,-0.1549903000000001,-0.92090854,-0.50048828125,-0.51611328125,0.4253692626953126,-2.000732421875,-1.13312326,-0.27005965,-14.5905719049,-0.6639365553855896,-1.202789306640625,-2.311767578125,-7.8438035231,-1.2325315475463867,-2.17096447,-4.8736742,-0.578125
flute,patient,-0.1669053999999999,-1.9486055,0.6823505500000001,-0.453125,-1.0615234375,0.148366928100586,-1.9996337890625,-1.74299994,-0.8649769999999999,-3.788676556,-0.3915033340454101,-0.99175363779068,-1.65625,-12.84376538773,-1.1753033995628357,-2.88180919,-9.706899485,-0.015625
flutist,agent,0.5401585,-0.88657185,1.37420922,-0.328125,-0.765625,0.4148845672607422,-1.249755859375,-1.60308552,-1.1370336799999998,9.0599857504,-0.0779743194580078,-1.0310172736644745,-1.8441162109375,-10.6771934617,-0.956226408481598,-4.35113782,-8.126507740000001,0.078125
food,patient,-0.3268575999999999,-1.212473,-0.223214,-0.140625,0.328125,-0.1076545715332031,-1.75,-1.7051315000000002,-0.7832298,-12.1834618151,-0.2878613471984863,-1.1678839027881622,-2.1256103515625,-9.8899288,-1.0419989228248596,-3.5899165,-7.7458352,-0.48388671875
gem,patient,-0.4891395,-1.5927170999999998,0.0745410999999999,-0.843994140625,0.09375,-0.2977218627929687,-1.000244140625,-1.41973313,-0.97920223,-15.2044037935,-0.1879462599754333,-1.091151237487793,-1.53173828125,-9.17973875,-1.6315622329711914,-2.502999996,-8.535988699999999,0.078125
glass,patient,-0.14585164,-1.8755745,0.2254850300000001,-0.25,-1.03125,-0.4715499877929687,-1.749755859375,-1.63568982,-0.80171585,-14.423745424000002,-0.0385780334472656,-1.260756462812424,-1.9053955078125,-10.02724423869,-2.271965131163597,-3.20270143,-7.59263773,-0.03125
hairdresser,agent,0.50150677,-0.99326797,1.76462862,-0.34375,-0.46875,0.8772202134132385,-0.25048828125,-1.29046434,-1.3038786299999998,9.3670034475,0.2477169632911682,-1.2189064025878904,-1.6563720703125,-9.8268116444,-1.1737165451049805,-3.40796266,-8.69953789,-0.296875
handle,patient,0.1624666499999999,-1.1675939,1.86024076,0.0703125,-0.296875,0.0860061645507812,-1.750732421875,-2.05948735,-0.05498896,0.23593986,0.441962242126465,-0.7791156768798828,-1.8759765625,-9.402676497,-1.0856914818286896,-1.08328315,-5.9067965,-0.421875
hat,patient,-0.34717465,-1.7471455000000002,-1.20932207,-0.1875,-0.96875,-0.1954231858253479,-1.499755859375,-1.26388817,-0.5616779,-11.1007842295,0.3160380721092224,-1.1555776596069336,-1.812744140625,-10.37664978934,-1.376692742109299,-2.66206733,-7.880070689999999,0.25
herb,patient,-0.14268529,-1.5300016399999998,0.3124314,0.03125,-0.46875,-0.1343460083007812,-1.0,-1.2991684,-0.98825448,-12.6156063846,0.1464099884033203,-0.906431257724762,-1.9686279296875,-11.530604156,-0.6584701538085938,-2.8195276,-7.99511261,-0.03125
