verb,gpt3-davinci_acc,gpt3-davinci_agent_acc,gpt3-davinci_patient_acc,gpt3-davinci_agent_avg_LL_delta,gpt3-davinci_patient_avg_LL_delta,gpt3-babbage_acc,gpt3-babbage_agent_acc,gpt3-babbage_patient_acc,gpt3-babbage_agent_avg_LL_delta,gpt3-babbage_patient_avg_LL_delta,text-davinci-001_acc,text-davinci-001_agent_acc,text-davinci-001_patient_acc,text-davinci-001_agent_avg_LL_delta,text-davinci-001_patient_avg_LL_delta,bloom-1b1_acc,bloom-1b1_agent_acc,bloom-1b1_patient_acc,bloom-1b1_agent_avg_LL_delta,bloom-1b1_patient_avg_LL_delta,bloom-3b_acc,bloom-3b_agent_acc,bloom-3b_patient_acc,bloom-3b_agent_avg_LL_delta,bloom-3b_patient_avg_LL_delta,gpt2-x_acc,gpt2-x_agent_acc,gpt2-x_patient_acc,gpt2-x_agent_avg_LL_delta,gpt2-x_patient_avg_LL_delta,bloom-560m_acc,bloom-560m_agent_acc,bloom-560m_patient_acc,bloom-560m_agent_avg_LL_delta,bloom-560m_patient_avg_LL_delta,gpt3-ada_acc,gpt3-ada_agent_acc,gpt3-ada_patient_acc,gpt3-ada_agent_avg_LL_delta,gpt3-ada_patient_avg_LL_delta,gpt3-curie_acc,gpt3-curie_agent_acc,gpt3-curie_patient_acc,gpt3-curie_agent_avg_LL_delta,gpt3-curie_patient_avg_LL_delta,text-davinci-003_acc,text-davinci-003_agent_acc,text-davinci-003_patient_acc,text-davinci-003_agent_avg_LL_delta,text-davinci-003_patient_avg_LL_delta,gpt2-medium_acc,gpt2-medium_agent_acc,gpt2-medium_patient_acc,gpt2-medium_agent_avg_LL_delta,gpt2-medium_patient_avg_LL_delta,gpt2-xl_acc,gpt2-xl_agent_acc,gpt2-xl_patient_acc,gpt2-xl_agent_avg_LL_delta,gpt2-xl_patient_avg_LL_delta,bloom-1b7_acc,bloom-1b7_agent_acc,bloom-1b7_patient_acc,bloom-1b7_agent_avg_LL_delta,bloom-1b7_patient_avg_LL_delta,text-ada-001_acc,text-ada-001_agent_acc,text-ada-001_patient_acc,text-ada-001_agent_avg_LL_delta,text-ada-001_patient_avg_LL_delta,gpt2-large_acc,gpt2-large_agent_acc,gpt2-large_patient_acc,gpt2-large_agent_avg_LL_delta,gpt2-large_patient_avg_LL_delta,text-curie-001_acc,text-curie-001_agent_acc,text-curie-001_patient_acc,text-curie-001_agent_avg_LL_delta,text-curie-001_patient_avg_LL_delta,text-babbage-001_acc,text-babbage-001_agent_acc,text-babbage-001_patient_acc,text-babbage-001_agent_avg_LL_delta,text-babbage-001_patient_avg_LL_delta,bloom-7b1_acc,bloom-7b1_agent_acc,bloom-7b1_patient_acc,bloom-7b1_agent_avg_LL_delta,bloom-7b1_patient_avg_LL_delta
paints,0.75,0.4,1.0,-0.2577421244999999,-2.2905423330357144,0.5833333333333334,0.0,1.0,-1.84696599275,-2.5474096609285715,0.5416666666666666,0.95,0.25,6.555472299064999,1.4994969406785714,0.4583333333333333,0.8,0.2142857142857142,0.06171875,0.0825892857142857,0.5833333333333334,0.0,1.0,-1.793011474609375,-2.1428418840680803,0.5208333333333334,0.75,0.3571428571428571,0.5590976700186729,0.4799340058650289,0.5833333333333334,0.0,1.0,-1.387408447265625,-1.7052764892578125,0.5833333333333334,0.0,1.0,-3.617110065,-4.663749097249999,0.5833333333333334,0.0,1.0,-0.7975155605,-1.0558657417857142,0.9791666666666666,1.0,0.9642857142857144,14.671857298337006,-14.097259094655714,0.5833333333333334,0.0,1.0,-0.946292484551668,-1.725401736263718,0.5833333333333334,0.0,1.0,-1.952431497722864,-2.48257809491562,0.9166666666666666,0.8,1.0,0.14058837890625,-0.8940865652901786,0.7083333333333334,0.3,1.0,-2.8910755365,-5.923343989982858,0.9791666666666666,1.0,0.9642857142857144,0.4910318836569786,-0.7416522167623043,0.5833333333333334,0.0,1.0,-3.0976129068,-3.293695501321428,0.5833333333333334,0.0,1.0,-3.9280927229149993,-2.718688753607143,0.4791666666666667,0.85,0.2142857142857142,0.3695068359375,0.2204415457589285
performs,0.5384615384615384,0.1428571428571428,1.0,-0.4098030314285714,-1.122164625,0.4615384615384615,0.0,1.0,-1.974494074285714,-2.3204218575,0.5384615384615384,1.0,0.0,6.232149303428571,2.620183196833333,0.5384615384615384,0.4285714285714285,0.6666666666666666,0.0044642857142857,-0.1432291666666666,0.4615384615384615,0.0,1.0,-1.5514875139508928,-1.966278076171875,0.6923076923076923,1.0,0.3333333333333333,1.1884612802948271,0.3111368740598361,0.4615384615384615,0.0,1.0,-1.3213413783482142,-1.24993896484375,0.4615384615384615,0.0,1.0,-3.099014768571428,-3.9749193375,0.4615384615384615,0.0,1.0,-0.7460438985714285,-0.9206570816666666,0.6153846153846154,1.0,0.1666666666666666,15.514727436258571,2.4683701216333325,0.3846153846153846,0.0,0.8333333333333334,-1.1070393260036195,-1.1438852548599243,0.4615384615384615,0.0,1.0,-1.6925448115382875,-1.9617311445375285,0.8461538461538461,0.8571428571428571,0.8333333333333334,0.2723214285714285,-0.0989583333333333,0.3076923076923077,0.1428571428571428,0.5,-1.6319797431428569,-0.8542069201666668,0.6923076923076923,1.0,0.3333333333333333,0.7091295932020459,0.0355938225984573,0.4615384615384615,0.0,1.0,-2.561671822428572,-2.933560109833333,0.4615384615384615,0.0,1.0,-2.2440562075714285,-0.8411524983333334,0.6923076923076923,1.0,0.3333333333333333,0.2477678571428571,0.1380208333333333
photographs,0.8888888888888888,0.5,1.0,0.0300268174999999,-2.288661441428572,0.7777777777777778,0.0,1.0,-1.8059363525,-2.2329549355,0.3888888888888889,1.0,0.2142857142857142,11.092275128475,1.2359209725714284,0.3888888888888889,1.0,0.2142857142857142,0.16015625,0.2064208984375,0.7777777777777778,0.0,1.0,-1.332000732421875,-2.360416957310268,0.8888888888888888,1.0,0.8571428571428571,0.958398811519146,-0.1853987766163689,0.7222222222222222,0.25,0.8571428571428571,-0.3748779296875,-1.0001220703125,0.7777777777777778,0.0,1.0,-3.27598302,-4.500905240214285,0.7777777777777778,0.0,1.0,-0.5539212500000001,-0.7946742614285716,1.0,1.0,1.0,14.769414712925,-16.205966380561428,0.6666666666666666,0.0,0.8571428571428571,-1.585514109581709,-1.3226936981081965,0.7777777777777778,0.0,1.0,-2.39225366525352,-2.5691329945943187,0.8888888888888888,1.0,0.8571428571428571,0.47662353515625,-0.3192661830357143,0.8888888888888888,0.75,0.9285714285714286,0.12347865,-5.662366613092858,0.7777777777777778,1.0,0.7142857142857143,0.7613961696624756,-0.3330193992171968,0.7777777777777778,0.0,1.0,-1.713418795,-2.3876656880714284,0.7777777777777778,0.0,1.0,-3.47607305575,-2.810719966214286,0.3333333333333333,1.0,0.1428571428571428,0.58197021484375,0.1160714285714285
plays,0.5384615384615384,0.1428571428571428,1.0,-0.4153425028571428,-1.05282194,0.4615384615384615,0.0,1.0,-1.9896521804285716,-2.458344809166667,0.5384615384615384,1.0,0.0,6.509818510928571,4.148264494433334,0.3846153846153846,0.0,0.8333333333333334,-0.4441615513392857,-0.4049275716145833,0.4615384615384615,0.0,1.0,-1.3515625,-1.8022562662760415,0.4615384615384615,0.8571428571428571,0.0,0.3930424260241644,0.5740343828996023,0.4615384615384615,0.0,1.0,-1.4285975864955358,-1.5626118977864585,0.4615384615384615,0.0,1.0,-5.721187213642857,-6.786643958125,0.4615384615384615,0.0,1.0,-0.5659217171428572,-0.6819831183333332,0.5769230769230769,1.0,0.0833333333333333,15.287408151457145,2.235493498583333,0.4615384615384615,0.0,1.0,-1.6483819058963232,-3.0329634388908744,0.4615384615384615,0.0,1.0,-1.920944467719112,-2.1860668727507195,1.0,1.0,1.0,0.2946602957589285,-0.4400634765625,0.5,0.0714285714285714,1.0,-3.8409826109285694,-7.991225824283333,0.6538461538461539,0.4285714285714285,0.9166666666666666,0.0087802069527762,-0.7937978828946749,0.4615384615384615,0.0,1.0,-2.7336840205,-2.751793507916666,0.4615384615384615,0.0,1.0,-3.4312849781428576,-2.5780868936666668,0.5384615384615384,1.0,0.0,0.5145786830357143,0.4154459635416667
reads,0.6176470588235294,0.0714285714285714,1.0,-0.6272132728571427,-2.1636406202500007,0.5882352941176471,0.0,1.0,-1.9849679765000003,-2.12337538075,0.8823529411764706,0.9285714285714286,0.85,5.3348288253,-1.90474815615,0.3529411764705882,0.5714285714285714,0.2,0.0524553571428571,0.1578125,0.5882352941176471,0.0,1.0,-1.7120448521205358,-2.577098083496094,0.7352941176470589,0.7857142857142857,0.7,0.7793611862829753,-0.1137536898255348,0.5882352941176471,0.0,1.0,-0.9105747767857144,-0.86239013671875,0.5882352941176471,0.0,1.0,-2.665025045714286,-3.94911983975,0.5882352941176471,0.0,1.0,-0.7482409114285715,-0.8737971369999998,1.0,1.0,1.0,14.65360819578357,-17.17876427867,0.5882352941176471,0.0,1.0,-0.8223691540105003,-0.7740100808441639,0.5882352941176471,0.0,1.0,-1.7186976335942743,-1.991902691870928,0.7941176470588235,0.8571428571428571,0.75,0.3750174386160714,-0.170361328125,0.7352941176470589,0.3571428571428571,1.0,-2.044874393357143,-5.069180233240001,0.5294117647058824,0.8571428571428571,0.3,0.2378649115562439,0.197259184718132,0.5882352941176471,0.0,1.0,-2.804651116,-2.48289337655,0.4705882352941176,0.0,0.8,-3.2951228469285714,-0.3886346695,0.4411764705882353,1.0,0.05,0.5211181640625,0.2413818359375
sculpts,0.9,0.8,1.0,0.4274507353333333,-1.4102369019999998,0.5,0.0,1.0,-2.0275223934,-2.532217767,0.5,1.0,0.0,8.499439988546667,2.879538029033333,0.5666666666666667,0.2,0.9333333333333332,-0.2551920572916666,-0.1958333333333333,0.5,0.0,1.0,-1.6448282877604166,-1.8979085286458333,0.6333333333333333,1.0,0.2666666666666666,0.7572453896204631,0.2432042360305786,0.5,0.0,1.0,-1.3001220703125,-1.9669759114583332,0.5,0.0,1.0,-4.0190699808,-4.470993582666666,0.5,0.0,1.0,-0.8628474066666667,-1.0049955866666669,0.7666666666666667,1.0,0.5333333333333333,14.96458061228,-4.570121401416002,0.5,0.0,1.0,-1.0413757224877676,-2.8047516092658045,0.5,0.0,1.0,-2.212735441327095,-2.584786607325077,0.6666666666666666,0.3333333333333333,1.0,-0.0479166666666666,-0.9939127604166668,0.6,0.2,1.0,-4.46894484102,-6.187693671093333,0.8333333333333334,0.8666666666666667,0.8,0.4131954212983448,-0.507820067803065,0.5,0.0,1.0,-2.9384427753999995,-3.1742897688,0.5,0.0,1.0,-4.2586948364,-3.489128589666667,0.5,1.0,0.0,0.5750162760416667,0.45830078125
sells,0.7361111111111112,0.2962962962962963,1.0,-0.3545908807407408,-1.849986588866666,0.625,0.0,1.0,-1.712863101851852,-2.1245772243777776,0.375,1.0,0.0,9.64964816622222,4.1991234821244445,0.4027777777777778,1.0,0.0444444444444444,0.7401484736689815,0.4885308159722222,0.625,0.0,1.0,-1.2968840422453705,-1.8388780381944445,0.4027777777777778,1.0,0.0444444444444444,1.3197450991030093,1.1433285098936825,0.6666666666666666,0.2592592592592592,0.9111111111111112,-0.6295753761574074,-0.7443820529513889,0.7083333333333334,0.2222222222222222,1.0,-0.7189497718518518,-3.876150625622222,0.625,0.0,1.0,-0.9441145407407407,-0.8924155231111112,1.0,1.0,1.0,15.353148685796295,-15.268647606898668,0.6666666666666666,0.1111111111111111,1.0,-0.5246016846762763,-1.3685670627488031,0.625,0.0,1.0,-1.6817621983311797,-1.955739442507426,0.9166666666666666,0.9629629629629628,0.8888888888888888,0.4119918258101852,-0.4027615017361111,0.6666666666666666,0.5925925925925926,0.7111111111111111,0.9184153974074074,-1.8904644255111116,0.4166666666666667,1.0,0.0666666666666666,1.6725475423865848,0.630593032307095,0.625,0.0,1.0,-2.287559756148148,-2.7753664127999995,0.5277777777777778,0.0,0.8444444444444444,-1.9430803545555555,-1.3168592142444442,0.375,1.0,0.0,0.5740921585648148,0.3850857204861111
sews,0.5,0.1666666666666666,1.0,-0.8104547074999999,-2.2354114225,0.4,0.0,1.0,-2.3224091195833334,-2.443643947625,0.7,1.0,0.25,7.148145217349999,0.4111343357500001,0.35,0.25,0.5,-0.23175048828125,0.109405517578125,0.4,0.0,1.0,-2.068806966145833,-2.2716598510742188,0.75,1.0,0.375,0.9684759601950644,0.4664325788617134,0.4,0.0,1.0,-1.2501017252604167,-1.2812042236328125,0.4,0.0,1.0,-3.763839956416666,-3.93814075375,0.4,0.0,1.0,-0.9319159191666668,-0.89618108,1.0,1.0,1.0,12.4767641503375,-17.021807098721247,0.4,0.0,1.0,-1.1538073420524595,-1.9468927308917048,0.4,0.0,1.0,-2.1273157919446626,-2.017325503751636,0.75,0.5833333333333334,1.0,-0.1146443684895833,-0.605499267578125,0.5,0.1666666666666666,1.0,-1.2023641140833332,-6.1450854180875005,0.65,0.75,0.5,0.2573971698681513,-0.694409966468811,0.4,0.0,1.0,-3.622795119583333,-3.762895461875,0.4,0.0,1.0,-3.747653162375,-1.60035794225,0.55,0.75,0.25,0.341064453125,0.26751708984375
shaves,0.8,0.5,1.0,-0.1441992316666666,-1.6796600511111113,0.6,0.0,1.0,-1.746210651666667,-2.4325400626666664,0.4,1.0,0.0,11.303496695216666,4.750507050255555,0.4,0.0,0.6666666666666666,-0.4271647135416667,-0.1493055555555555,0.6,0.0,1.0,-1.3072916666666667,-1.9600151909722223,0.8666666666666667,1.0,0.7777777777777778,0.4605114956696828,-0.2323981391059028,0.6,0.0,1.0,-1.083251953125,-1.3054470486111112,0.6,0.0,1.0,-2.652191753333333,-4.622226120222222,0.6,0.0,1.0,-0.8063244783333333,-1.0187250655555558,1.0,1.0,1.0,14.490469675033331,-14.689018131166668,0.6,0.0,1.0,-0.5973993937174479,-2.2155812738670244,0.6,0.0,1.0,-1.7951102678974469,-2.4709438300795026,0.9333333333333332,0.8333333333333334,1.0,0.1770833333333333,-0.5555013020833334,1.0,1.0,1.0,3.234702046666667,-1.6659357035555555,0.9333333333333332,1.0,0.8888888888888888,0.7085688710212708,-0.6129269152879715,0.6,0.0,1.0,-2.2481921110000003,-2.794826334,0.6,0.0,1.0,-3.88837577,-4.222544139555556,0.4,1.0,0.0,0.28125,0.2916666666666667
stitches,0.7916666666666666,0.5,1.0,-0.3339934885,-1.8827999282142855,0.5833333333333334,0.0,1.0,-2.21943014745,-2.7372229381785718,0.5625,0.95,0.2857142857142857,7.03857849212,0.7676296067857145,0.6458333333333334,0.15,1.0,-0.31099853515625,-0.3041207449776785,0.5833333333333334,0.0,1.0,-1.799859619140625,-2.296415056501116,0.625,0.9,0.4285714285714285,0.7548364743590354,0.3005995026656559,0.5833333333333334,0.0,1.0,-1.212530517578125,-1.4374891008649553,0.5833333333333334,0.0,1.0,-4.378899048399999,-5.084879740928571,0.5833333333333334,0.0,1.0,-1.0790333445,-1.278658785714286,0.9791666666666666,0.95,1.0,12.0415298587,-16.0129383457825,0.6041666666666666,0.05,1.0,-0.5807891726493836,-1.9865886292287285,0.5833333333333334,0.0,1.0,-1.844046466052532,-2.497528972237238,0.8541666666666666,0.8,0.8928571428571429,0.0453125,-0.5223824637276786,0.6875,0.25,1.0,-0.6698640636000001,-6.745778688078569,0.8333333333333334,0.8,0.8571428571428571,0.3692812830209732,-0.9189541435667448,0.5833333333333334,0.0,1.0,-3.70705350635,-4.4056415572142855,0.5833333333333334,0.0,1.0,-3.692267042570001,-2.802230035017857,0.4791666666666667,0.75,0.2857142857142857,0.23433837890625,0.1394914899553571
turns,0.6818181818181818,0.125,1.0,-0.782325074375,-1.3214581757142858,0.6363636363636364,0.0,1.0,-1.850611784625,-2.324598410571429,0.4090909090909091,1.0,0.0714285714285714,5.534888064293751,3.567502999003571,0.3409090909090909,0.9375,0.0,0.4804229736328125,0.2572544642857143,0.6363636363636364,0.0,1.0,-1.6972427368164062,-2.082981654575893,0.6136363636363636,0.1875,0.8571428571428571,-0.512611148878932,-0.2412152950252805,0.6590909090909091,0.0625,1.0,-0.828155517578125,-0.7590157645089286,0.6363636363636364,0.0,1.0,-3.4165738234375,-4.918636780535714,0.6363636363636364,0.0,1.0,-0.82550303625,-0.8151206396428569,1.0,1.0,1.0,13.202303783326878,-9.090562988289642,0.6363636363636364,0.0,1.0,-1.3139514904469252,-1.8589085289942369,0.6363636363636364,0.0,1.0,-1.7555745877325537,-2.183953147381544,0.9090909090909092,0.75,1.0,0.16796875,-0.5189644949776786,0.4545454545454545,0.1875,0.6071428571428571,-0.9991901360625,-0.6012177877142857,0.7727272727272727,0.875,0.7142857142857143,0.5996385244652629,-0.2102131502968924,0.6363636363636364,0.0,1.0,-2.81668892775,-2.664735693607144,0.6363636363636364,0.0,1.0,-2.51509897075,-1.7446045793571423,0.4545454545454545,1.0,0.1428571428571428,0.42193603515625,0.2940499441964285
washes,0.6923076923076923,0.0,1.0,-1.245044245,-1.968335761111111,0.6923076923076923,0.0,1.0,-2.23945036875,-2.633095834111112,0.6153846153846154,1.0,0.4444444444444444,4.8792869760375,0.5934232472777777,0.6153846153846154,0.625,0.6111111111111112,0.029296875,-0.0338541666666666,0.6923076923076923,0.0,1.0,-1.5466156005859375,-2.1180318196614585,0.3076923076923077,1.0,0.0,0.9684729725122452,1.0434597722358174,0.6923076923076923,0.0,1.0,-1.03118896484375,-1.1251017252604167,0.6923076923076923,0.0,1.0,-2.8333669825000003,-4.0477443904444455,0.6923076923076923,0.0,1.0,-1.11307405125,-1.28173376,1.0,1.0,1.0,11.844816261974998,-16.714324104794443,0.6923076923076923,0.0,1.0,-1.6196403158828616,-1.824620554430617,0.6923076923076923,0.0,1.0,-1.6703216871246696,-2.248888364268674,0.9615384615384616,0.875,1.0,0.27740478515625,-0.6614854600694444,0.6923076923076923,0.625,0.7222222222222222,2.03825314925,-1.4749224619166668,0.5769230769230769,0.875,0.4444444444444444,0.8569781966507435,0.0181208203236262,0.6923076923076923,0.0,1.0,-3.0760190322500005,-3.8303812765,0.6923076923076923,0.0,1.0,-3.20733968625,-1.566414683222222,0.3461538461538461,0.875,0.1111111111111111,0.28326416015625,0.2430962456597222
writes,0.5,0.2916666666666667,1.0,-0.3371607416666665,-1.37005936,0.2941176470588235,0.0,1.0,-1.851956652916667,-1.9574900995,0.7058823529411765,1.0,0.0,8.762330195970833,4.292223688570001,0.5882352941176471,0.8333333333333334,0.0,0.3366292317708333,0.3734619140625,0.2941176470588235,0.0,1.0,-1.5012766520182292,-2.3344024658203124,0.7352941176470589,0.875,0.4,0.8334633360306422,0.0228012025356292,0.2647058823529412,0.0,0.9,-1.2083536783854167,-0.899951171875,0.2941176470588235,0.0,1.0,-2.7663795760416665,-3.6761593606,0.2941176470588235,0.0,1.0,-0.7535018495833333,-0.8603416429999999,0.9705882352941176,1.0,0.9,15.264575867672498,-8.263026457493,0.2352941176470588,0.0,0.8,-0.8450193380316099,-0.5375251829624176,0.2941176470588235,0.0,1.0,-1.4687743615359068,-1.636448572576046,0.7941176470588235,0.9166666666666666,0.5,0.4166768391927083,-0.053125,0.4117647058823529,0.1666666666666666,1.0,-3.318057847270832,-3.1848704075,0.7647058823529411,1.0,0.2,0.9849298276628056,0.529018011689186,0.2941176470588235,0.0,1.0,-3.287074443291667,-3.3474830521000003,0.2941176470588235,0.0,1.0,-3.2432259948333333,-1.5214234510000002,0.7058823529411765,1.0,0.0,0.6856282552083334,0.548486328125
